ID	ID_MAXIMO	latitude	longitude	Night_shift	Type_halte	Cleaning_time_20	Cleaning_time_code	Cleaning_time_abri	Cleaning_time_abri3b
92	HLT2507	52.0964923707625	4.36013991659398	0	Bushalte	20	15	13	8
93	HLT2508	52.09652487987	4.36071909051003	0	Bushalte	20	15	20	15
94	HLS0157	52.081448	4.332999	0	Bushalte	20	20	20	15
95	HLS0316	52.079507	4.335131	0	Bushalte	20	20	20	15
96	HLS0147	52.077642	4.337596	0	Bushalte	20	20	20	15
97	HLS0148	52.077599	4.337889	0	Bushalte	20	20	13	8
98	HLS0315	52.080542	4.334246	0	Bushalte	20	20	13	8
99	HLT2649	52.0843828889647	4.33931637114307	0	Bushalte	20	15	20	15
100	HLT2637	52.0865157166829	4.33684134900341	0	Bushalte	20	15	20	15
101	HLT3844	52.0582038775979	4.3120325933739	0	Bushalte	20	15	13	8
102	HLT3843	52.0580301651399	4.31227534198531	0	Bushalte	20	15	20	15
103	HLT3858	52.0647737440185	4.31476386024955	0	Bushalte	20	15	20	15
104	HLT3857	52.0650114218305	4.31534220608393	0	Bushalte	20	15	20	15
105	HLT3860	52.0669240153178	4.31860823810236	0	Bushalte	20	15	13	8
106	HLT3859	52.0667390942887	4.31862063254475	0	Bushalte	20	15	20	15
107	HLT3847	52.068526848567	4.3226077914308	0	Bushalte	50	42	65	45
108	HLT2874	52.0813951847169	4.30896562829692	0	Bushalte	20	15	20	15
109	HLT2873	52.0813797306583	4.30955207869815	0	Bushalte	20	15	20	15
110	HLT2857	52.0762761181492	4.3181708455341	0	Bushalte	20	15	20	15
111	HLT2858	52.077117	4.320234	0	Bushalte	20	20	13	8
112	HLT3820	52.0580731595153	4.32176434430744	0	Bushalte	20	18	20	15
113	HLT3833	52.0557150313279	4.32339259232234	0	Bushalte	20	15	13	8
114	HLT3834	52.0557310434146	4.32384185127498	0	Bushalte	20	15	20	15
115	HLT3819	52.0587886410883	4.32137820675742	0	Bushalte	20	18	20	15
116	HLT3807	52.0611665389729	4.31843417672131	0	Bushalte	20	15	20	15
117	HLT3808	52.0610015648897	4.31835416602612	0	Bushalte	20	15	20	15
118	HLT2633	52.0844643197803	4.33298454463528	0	Bushalte	20	15	20	15
119	HLT2634	52.0844686259132	4.33328306724958	0	Bushalte	20	15	20	15
120	HLT2631	52.0830736144388	4.33006987364627	0	Bushalte	20	15	20	15
121	HLT2632	52.0834327104532	4.33092356249137	0	Bushalte	20	15	20	15
122	HLT2638	52.0859212517317	4.33736218862579	0	Bushalte	20	15	20	15
123	HLT2650	52.0842494031283	4.33930181540872	0	Bushalte	20	15	20	15
124	HLS0158	52.081878	4.331895	0	Bushalte	20	20	20	15
125	HLT0447	52.091529	4.315542	0	Bushalte	20	20	13	8
126	HLT0448	52.091761	4.315419	0	Bushalte	20	20	13	8
127	HLT0436	52.088805	4.317533	0	Bushalte	20	20	20	15
128	HLT0437	52.089741	4.319583	0	Bushalte	20	20	13	8
129	HLT0427	52.0921868243557	4.3195205259337	0	Bushalte	20	15	13	8
130	HLT0426	52.0924967656612	4.31957823867838	0	Bushalte	20	15	20	15
131	HLT0428	52.093601	4.323095	0	Bushalte	20	20	13	8
132	HLT0429	52.094068	4.324033	0	Bushalte	20	20	20	15
133	HLT0440	52.094367	4.330286	0	Bushalte	20	20	13	8
134	HLT0431	52.096265	4.326403	0	Bushalte	20	20	20	15
135	HLT0416	52.1001790236594	4.32193029175675	0	Bushalte	20	15	20	15
136	HLT0404	52.1035931062374	4.31796413410107	0	Bushalte	20	15	20	15
137	HLT0406	52.104215	4.317923	0	Bushalte	20	20	13	8
138	HLT0405	52.104729	4.319108	0	Bushalte	20	20	20	15
139	HLT0408	52.105359	4.323166	0	Bushalte	20	20	13	8
140	HLT0409	52.105388	4.325369	0	Bushalte	20	20	20	15
141	HLT0407	52.105956	4.323516	0	Bushalte	20	20	20	15
142	HLT0410	52.105159	4.318902	0	Bushalte	20	20	13	8
143	HLT0402	52.1012343283809	4.31501964749388	0	Bushalte	20	15	20	15
144	HLT0401	52.1010789016025	4.31490865154569	0	Bushalte	20	15	20	15
145	HLT0403	52.1031156242217	4.31814917046317	0	Bushalte	20	15	20	15
146	HLT0413	52.098441	4.315566	0	Bushalte	20	20	13	8
147	HLT0411	52.0966546050319	4.31159347098113	0	Bushalte	20	15	20	15
148	HLT0418	52.0945623928717	4.31305610533233	0	Bushalte	20	15	20	15
149	HLT0417	52.0952006965006	4.3128388294109	0	Bushalte	20	15	20	15
150	HLT0412	52.0973925733531	4.31308300599461	0	Bushalte	20	15	13	8
151	HLT0414	52.098641	4.315853	0	Bushalte	20	20	20	15
152	HLT0415	52.1001717034707	4.32156599743908	0	Bushalte	20	15	20	15
153	HLT0430	52.096022	4.326409	0	Bushalte	20	20	20	15
154	HLS0363	52.09216	4.329667	0	Bushalte	20	20	13	8
155	HLT0603	52.0973919192484	4.29987278824698	0	Bushalte	20	15	20	15
156	HLT0604	52.0974605468231	4.3000957481723	0	Bushalte	20	15	20	15
157	HLT0605	52.0946637597382	4.30115079503412	0	Bushalte	20	15	13	8
158	HLT0503	52.0939709414044	4.30207935405249	0	Bushalte	20	15	20	15
159	HLT0504	52.0933089689487	4.30265277689089	0	Bushalte	20	15	20	15
160	HLT2401	52.0848837193078	4.31645272209252	0	Bushalte	20	15	13	8
161	HLT2403	52.0848754088929	4.31683348723635	0	Bushalte	20	15	20	15
162	HLT0226	52.1090120342029	4.29813714441596	0	Bushalte	20	15	13	8
163	HLT0225	52.1101260213315	4.29679152688367	0	Bushalte	20	15	20	15
164	HLT0310	52.108784020229	4.30846406104529	0	Bushalte	20	15	20	15
165	HLT0309	52.10937	4.306603	0	Bushalte	20	20	20	15
166	HLT0224	52.111317114036	4.29632906024534	0	Bushalte	20	15	20	15
167	HLT0223	52.1112833139141	4.29589280932128	0	Bushalte	20	15	20	15
168	HLT0222	52.1106503366313	4.29093739612432	0	Bushalte	20	15	20	15
169	HLT0220	52.109747	4.288068	0	Bushalte	20	20	13	8
170	HLT0219	52.109992	4.287317	0	Bushalte	20	20	20	15
171	HLT0218	52.1121333071707	4.28741505902821	0	Bushalte	20	15	20	15
172	HLT0217	52.1121945199754	4.28726571567318	0	Bushalte	20	15	20	15
173	HLT0229	52.112047	4.284011	0	Bushalte	20	20	20	15
174	HLT0205	52.1120294402802	4.28368444242148	0	Bushalte	20	15	20	15
175	HLT0726	52.1070809777064	4.28868138576308	0	Bushalte	20	15	20	15
176	HLT0727	52.1072879836596	4.28913714381468	0	Bushalte	20	15	13	8
177	HLT0725	52.104617517952	4.28639333811982	0	Bushalte	20	15	20	15
178	HLT0734	52.1014730771013	4.28310135961231	0	Bushalte	30	20	21	11
179	HLT0724	52.1040868685722	4.28629427503056	0	Bushalte	20	15	20	15
180	HLT3201	52.0622454150696	4.25988473489936	0	Bushalte	20	15	20	15
181	HLT3202	52.0622208895183	4.26084791879404	0	Bushalte	20	15	20	15
182	HLT1924	52.063676852156	4.25792464337325	0	Bushalte	20	15	20	15
183	HLT1914	52.0649013007184	4.25332837593685	0	Bushalte	20	15	13	8
184	HLT1911	52.0650468266869	4.25169263633927	0	Bushalte	20	15	20	15
185	HLT1907	52.0668517449488	4.24784825566121	0	Bushalte	20	18	20	15
186	HLT1908	52.0662887519574	4.24806906684069	0	Bushalte	20	18	20	15
187	HLT1912	52.0641477905831	4.25421544289492	0	Bushalte	20	15	20	15
188	HLT1913	52.0641480614418	4.25237651264599	0	Bushalte	20	15	20	15
189	HLT1923	52.0635688982326	4.25696917650807	0	Bushalte	20	15	20	15
190	HLT3408	52.0554122317093	4.27463851350802	0	Bushalte	20	15	20	15
191	HLT1107	52.0884045222757	4.2801918694878	0	Bushalte	20	15	13	8
192	HLT1106	52.0883699908259	4.27946560860845	0	Bushalte	20	15	20	15
193	HLT1125	52.0875793139329	4.27800489877421	0	Bushalte	20	15	20	15
194	HLT0930	52.087573	4.277596	0	Bushalte	20	20	20	15
195	HLT0932	52.086047	4.274044	0	Bushalte	20	20	20	15
196	HLT0920	52.093615	4.280671	0	Bushalte	20	20	13	8
197	HLT0919	52.093444	4.280661	0	Bushalte	20	20	13	8
198	HLT0944	52.090842	4.278274	0	Bushalte	20	20	13	8
199	HLT0908	52.092659	4.276434	0	Bushalte	20	20	13	8
200	HLT0912	52.09236	4.276237	0	Bushalte	20	20	13	8
201	HLT0910	52.0953394429413	4.2779008915119	0	Bushalte	20	15	20	15
202	HLT0911	52.0954738560172	4.27817729560765	0	Bushalte	20	15	20	15
203	HLT0905	52.0989761989589	4.28133152309854	0	Bushalte	20	15	20	15
204	HLT0904	52.0991939850492	4.28151634258156	0	Bushalte	20	15	20	15
205	HLT0732	52.096457	4.270283	0	Bushalte	20	20	20	15
206	HLT0730	52.0928095335104	4.26678963953563	0	Bushalte	20	15	13	8
207	HLT0807	52.090439	4.26229	0	Bushalte	20	20	13	8
208	HLT0804	52.089753	4.257331	0	Bushalte	20	20	13	8
209	HLT0803	52.090104	4.258315	0	Bushalte	20	20	20	15
210	HLT0808	52.0903021773036	4.26232924694836	0	Bushalte	20	15	20	15
211	HLT0744	52.093232	4.263884	0	Bushalte	20	20	20	15
212	HLT0731	52.0938865902528	4.26831401662161	0	Bushalte	20	15	20	15
213	HLT0732	52.096457	4.270283	0	Bushalte	20	20	20	15
214	HLT0718	52.1009544842491	4.27373983210292	0	Bushalte	20	15	20	15
215	HLT0719	52.101621233843	4.27497905453913	0	Bushalte	20	15	20	15
216	HLT1103	52.0872465784974	4.27804922351556	0	Bushalte	20	15	20	15
217	HLT0515	52.087085	4.301436	0	Bushalte	20	20	20	15
218	HLT0510	52.090243	4.305635	0	Bushalte	20	20	20	15
219	HLT0511	52.089765	4.305544	0	Bushalte	20	20	20	15
220	HLT0516	52.087598	4.302489	0	Bushalte	20	20	13	8
221	HLT1123	52.0850455566203	4.29225717843593	0	Bushalte	20	15	20	15
222	HLT1118	52.0852910315099	4.28764956198165	0	Bushalte	20	15	20	15
223	HLT1112	52.0837158898949	4.27906386319042	0	Bushalte	20	15	20	15
224	HLT1113	52.0843315815511	4.27959798558544	0	Bushalte	20	15	20	15
225	HLT1110	52.0820934275228	4.276644447142	0	Bushalte	20	15	20	15
226	HLT2013	52.0780417480059	4.27645092087172	0	Bushalte	20	15	13	8
227	HLT2017	52.0755849821451	4.2750865024914	0	Bushalte	20	15	13	8
228	HLT2021	52.0725871733176	4.27527997395789	0	Bushalte	20	15	13	8
229	HLT2019	52.0706462933887	4.26939161648067	0	Bushalte	20	15	13	8
230	HLT1917	52.0689136755134	4.26290266589708	0	Bushalte	20	15	20	15
231	HLT1916	52.0675020680755	4.25895770076123	0	Bushalte	20	15	20	15
232	HLT1918	52.0690452467923	4.2634417566283	0	Bushalte	20	15	20	15
233	HLT2020	52.0706091001204	4.26965993642885	0	Bushalte	20	15	20	15
234	HLT2022	52.072911299228	4.27553122836856	0	Bushalte	20	15	20	15
235	HLT2018	52.0763723262955	4.27563188763052	0	Bushalte	20	15	13	8
236	HLT2012	52.0790645740701	4.27702211647354	0	Bushalte	20	15	20	15
237	HLT1111	52.0820482331792	4.27705199663484	0	Bushalte	20	15	13	8
238	HLT1117	52.0852006860692	4.28699681366676	0	Bushalte	20	15	20	15
239	HLT1124	52.0848907024605	4.29223345216926	0	Bushalte	20	15	13	8
240	HLT1209	52.0851645503645	4.27311984709792	0	Bushalte	20	15	13	8
241	HLT1210	52.0851388195567	4.27215595707529	0	Bushalte	20	15	20	15
242	HLT1207	52.082334695646	4.26528730574358	0	Bushalte	20	15	20	15
243	HLT1208	52.0820789153493	4.26438726289608	0	Bushalte	20	15	20	15
244	HLT1203	52.080466894061	4.26082125206425	0	Bushalte	20	15	20	15
245	HLT1204	52.0801897119236	4.25979113764391	0	Bushalte	20	15	20	15
246	HLT1201	52.0780749136373	4.254697608956	0	Bushalte	20	15	20	15
247	HLT1202	52.0781925118133	4.25525747672709	0	Bushalte	20	15	20	15
248	HLT1308	52.0758939817389	4.2494000148956	0	Bushalte	20	15	13	8
249	HLT1307	52.0765455599332	4.25140470872696	0	Bushalte	20	15	20	15
250	HLT1306	52.0745400668295	4.2465174891641	0	Bushalte	20	15	20	15
251	HLT1305	52.0742207720985	4.24535029567165	0	Bushalte	20	15	13	8
252	HLT1508	52.0668077938643	4.22357280945134	0	Bushalte	20	15	13	8
253	HLT1506	52.06862350349	4.22275324695712	0	Bushalte	20	15	13	8
254	HLT1502	52.066462482348	4.2180835140604	0	Bushalte	20	15	20	15
255	HLT1504	52.0687621457293	4.22262956598752	0	Bushalte	20	15	13	8
256	HLT1516	52.0655872066853	4.22413015587448	0	Bushalte	20	15	20	15
257	HLT1514	52.0662687756448	4.22480085871072	0	Bushalte	20	15	20	15
258	HLT1403	52.0681388537322	4.23218187382161	0	Bushalte	20	15	20	15
259	HLT1404	52.0683856675575	4.23209838799404	0	Bushalte	20	15	13	8
260	HLT1412	52.0670429366823	4.23561459026974	0	Bushalte	20	15	20	15
261	HLT1411	52.0666292135708	4.23555543563438	0	Bushalte	20	15	20	15
262	HLT1406	52.0698108687924	4.23667656912648	0	Bushalte	30	20	35	25
263	HLT1408	52.0715910519634	4.24097381784305	0	Bushalte	30	20	35	25
264	HLT1421	52.0657695373576	4.24065349556269	0	Bushalte	20	15	20	15
265	HLT1417	52.0648769363753	4.23706984122819	0	Bushalte	20	15	20	15
266	HLT1418	52.065053313257	4.23747181956075	0	Bushalte	20	15	13	8
267	HLT1425	52.0631085093536	4.22654154604364	0	Bushalte	20	15	20	15
268	HLT1426	52.0632317860165	4.22602396063551	0	Bushalte	20	15	20	15
269	HLT1873	52.0585112299475	4.22606296129191	0	Bushalte	20	15	20	15
270	HLT1872	52.0583088276514	4.22662194525206	0	Bushalte	20	15	20	15
271	HLT1835	52.0570660144044	4.22786206254449	0	Bushalte	20	15	20	15
272	HLT1834	52.0575349570347	4.22801370012659	0	Bushalte	20	15	20	15
273	HLS0188	52.050833	4.226034	0	Bushalte	20	20	13	8
274	HLS0189	52.051001	4.226701	0	Bushalte	20	20	13	8
275	HLS0190	52.0489	4.221448	0	Bushalte	20	20	13	8
276	HLS0197	52.046062	4.209976	0	Bushalte	20	20	20	15
277	HLS0196	52.04615	4.209726	0	Bushalte	20	20	20	15
278	HLS0191	52.049025	4.222247	0	Bushalte	20	20	20	15
279	HLS0192	52.052313	4.229364	0	Bushalte	20	20	20	15
280	HLS0193	52.052452	4.229754	0	Bushalte	20	20	20	15
281	HLT1821	52.0542678637796	4.23389974883629	0	Bushalte	20	15	20	15
282	HLT1820	52.0543610610503	4.23365387456737	0	Bushalte	20	15	20	15
283	HLT1822	52.0550860576614	4.23853864000956	0	Bushalte	20	15	20	15
284	HLT1823	52.0551826032326	4.2384645101827	0	Bushalte	20	15	20	15
285	HLT1828	52.059436250326	4.24795344050782	0	Bushalte	20	15	20	15
286	HLT1808	52.0613182814916	4.24740593582614	0	Bushalte	20	15	20	15
287	HLT1809	52.0612914415407	4.24703740239513	0	Bushalte	20	15	20	15
288	HLT1829	52.059305178619	4.24783772247889	0	Bushalte	20	15	13	8
289	HLT1715	52.0557213157229	4.25163227605954	0	Bushalte	20	15	20	15
290	HLT1716	52.0563952744465	4.25072483701974	0	Bushalte	20	15	20	15
291	HLT1825	52.0565327580841	4.24605639344988	0	Bushalte	20	15	20	15
292	HLS0136	52.051902	4.253607	0	Bushalte	20	20	20	15
293	HLS0230	52.048473	4.248576	0	Bushalte	20	20	20	15
294	HLS0166	52.043984	4.242597	0	Bushalte	20	20	20	15
295	HLS0212	52.039536	4.235364	0	Bushalte	20	20	20	15
296	HLS0213	52.039977	4.236315	0	Bushalte	20	20	13	8
297	HLT1677	52.045518	4.240459	0	Bushalte	20	20	20	15
298	HLS0165	52.043186	4.240985	0	Bushalte	20	20	20	15
299	HLS0231	52.048914	4.249571	0	Bushalte	20	20	20	15
300	HLS0137	52.052307	4.254675	0	Bushalte	20	20	20	15
301	HLT1717	52.0551439362332	4.25868285890681	0	Bushalte	20	15	13	8
302	HLT1718	52.0545174488491	4.25740910117965	0	Bushalte	20	15	13	8
303	HLT1721	52.0570853492844	4.26193342693348	0	Bushalte	20	15	20	15
304	HLT1719	52.0570438914836	4.26153361671092	0	Bushalte	20	15	13	8
305	HLT3209	52.0594866872479	4.26360454959403	0	Bushalte	20	15	20	15
306	HLT3210	52.0592943612872	4.26362238597099	0	Bushalte	20	15	20	15
307	HLS0181	52.054864	4.296006	0	Bushalte	20	20	13	8
308	HLS0217	52.058839	4.29238	0	Bushalte	20	20	20	15
309	HLT3708	52.056294589728	4.30306038741281	0	Bushalte	20	15	20	15
310	HLT3709	52.0567790743245	4.30193001200223	0	Bushalte	20	15	20	15
311	HLS0216	52.057933	4.29354	0	Bushalte	20	20	13	8
312	HLS0180	52.054023	4.29642	0	Bushalte	20	20	13	8
313	HLS0135	52.051564	4.298769	0	Bushalte	20	20	20	15
314	HLS0134	52.051124	4.298853	0	Bushalte	20	20	20	15
315	HLT3601	52.048140641604	4.2847159887493	0	Bushalte	20	15	20	15
316	HLT3439	52.0512774337604	4.28087620553163	0	Bushalte	20	15	13	8
317	HLT3438	52.0509160884693	4.28091817078335	0	Bushalte	20	15	20	15
318	HLT3436	52.0491489091486	4.27935778947973	0	Bushalte	20	15	20	15
319	HLT3437	52.0496709143165	4.27931534507729	0	Bushalte	20	15	20	15
320	HLT3413	52.0500461641258	4.27446096207117	0	Bushalte	40	40	50	35
321	HLT3414	52.0501525582492	4.27493207188515	0	Bushalte	30	30	35	25
322	HLT3411	52.0477124666053	4.26869833451072	0	Bushalte	20	15	20	15
323	HLT3412	52.0475936956631	4.26868762699302	0	Bushalte	20	15	20	15
324	HLT3323	52.0453663001048	4.26385473215324	0	Bushalte	20	15	20	15
325	HLT3322	52.0451257772462	4.26367949667824	0	Bushalte	20	15	13	8
326	HLT3320	52.0429242712834	4.25955067643816	0	Bushalte	20	15	20	15
327	HLT3321	52.0435738241702	4.26096666202824	0	Bushalte	20	15	20	15
328	HLT3405	52.053112189457	4.27089447410194	0	Bushalte	20	15	20	15
329	HLT3406	52.0526932210473	4.27159931046594	0	Bushalte	20	15	20	15
330	HLT3319	52.0411331030516	4.25645385688362	0	Bushalte	20	15	13	8
331	HLT3318	52.0405391486485	4.25564423852357	0	Bushalte	20	15	20	15
332	HLT3361	52.0382738684478	4.25138391005665	0	Bushalte	20	15	13	8
333	HLT3362	52.0382394648354	4.25167428443517	0	Bushalte	20	15	20	15
334	HLT3383	52.040893	4.247341	0	Bushalte	20	20	13	8
335	HLT3831	52.0528976293673	4.31707574907799	0	Bushalte	20	15	20	15
336	HLT3832	52.0530424479811	4.31718163910084	0	Bushalte	20	15	20	15
337	HLT3830	52.0521382111461	4.31314795195388	0	Bushalte	20	15	20	15
338	HLT3829	52.0519980239806	4.3130338564257	0	Bushalte	20	15	20	15
339	HLT3628	52.0549794250182	4.30970802487795	0	Bushalte	20	15	20	15
340	HLT3629	52.05557647248	4.3069375086602	0	Bushalte	20	15	13	8
341	HLT3120	52.0620224434907	4.28386639706819	0	Bushalte	20	15	13	8
342	HLT3119	52.0621057744916	4.28369421306727	0	Bushalte	20	15	13	8
343	HLT3122	52.0634384554823	4.28896101903139	0	Bushalte	20	18	20	15
344	HLT3125	52.061586	4.290986	0	Bushalte	20	20	13	8
345	HLT3126	52.062026	4.290975	0	Bushalte	20	20	13	8
346	HLT3121	52.0635550932196	4.28893585765551	0	Bushalte	20	18	20	15
347	HLT3010	52.0650347876347	4.29303676506319	0	Bushalte	20	15	20	15
348	HLT3009	52.0647999584986	4.2922575271077	0	Bushalte	20	15	20	15
349	HLS0209	52.059769	4.293086	0	Bushalte	20	20	13	8
350	HLS0208	52.059989	4.293286	0	Bushalte	20	20	13	8
351	HLS0159	52.061091	4.297677	0	Bushalte	20	20	20	15
352	HLS0160	52.061056	4.297795	0	Bushalte	20	20	20	15
353	HLS0145	52.062576	4.300864	0	Bushalte	30	30	35	25
354	HLS0153	52.069387	4.30153	0	Bushalte	20	20	13	8
355	HLS0154	52.069495	4.301586	0	Bushalte	20	20	13	8
356	HLT2909	52.0695292616339	4.29988572911518	0	Bushalte	20	15	20	15
357	HLT2910	52.0696457209712	4.30018187767599	0	Bushalte	20	15	20	15
358	HLT2914	52.0664445261655	4.29629262165418	0	Bushalte	20	15	13	8
359	HLT2913	52.0669020617042	4.29664274776856	0	Bushalte	20	15	20	15
360	HLT3220	52.059629346447	4.27930098012377	0	Bushalte	20	15	20	15
361	HLT3407	52.0553528654491	4.2739476630964	0	Bushalte	20	15	20	15
362	HLT3409	52.0536654418527	4.27420511612319	0	Bushalte	20	15	20	15
363	HLT3410	52.0533970975609	4.27510786782432	0	Bushalte	20	15	20	15
364	HLT3408	52.0554122317093	4.27463851350802	0	Bushalte	20	15	20	15
365	HLT3219	52.0591470110401	4.27895473356375	0	Bushalte	20	15	20	15
366	HLS0032	52.019171	4.34982	0	Bushalte	30	30	21	11
367	HLS0026	52.023356	4.35255	0	Bushalte	20	20	13	8
368	HLS0027	52.023322	4.352697	0	Bushalte	20	20	13	8
