ID_MAXIMO,Route,Order,Name,Dova_code,Night_shift,longitude,latitude,ID,abri,n_in_run,Type_halte
HLT0730,16.0,14.0,Duinstraat 40,NL:Q:32000730,0,4.26678963953563,52.0928095335104,206,0.0,1,Bushalte
HLT0807,16.0,10.0,Tesselsestraat 43,NL:Q:32000807,0,4.26229,52.090439,207,0.0,1,Bushalte
HLT0804,16.0,12.0,Pluvierstraat 275,NL:Q:32000804,0,4.257331,52.089753,208,0.0,1,Bushalte
HLT0803,16.0,11.0,Tesselseplein 68,NL:Q:32000803,0,4.258315,52.090104,209,1.0,1,Bushalte
HLT0808,16.0,9.0,Tesselsestraat 27,NL:Q:32000808,0,4.26232924694836,52.0903021773036,210,1.0,1,Bushalte
HLT0744,16.0,13.0,Kranenburgweg 136,NL:Q:32000744,0,4.263884,52.093232,211,1.0,1,Bushalte
HLT0731,16.0,15.0,Westduinweg 73H,NL:Q:32000731,0,4.26831401662161,52.0938865902528,212,1.0,1,Bushalte
HLT0732,16.0,17.0,Westduinweg 193,NL:Q:32000732,0,4.270283,52.096457,213,1.0,1,Bushalte
HLT0718,9.0,9.0,Westduinweg 1439,NL:Q:32000718,0,4.27373983210292,52.1009544842491,214,1.0,1,Bushalte
HLT0719,9.0,8.0,Westduinweg 193,NL:Q:32000719,0,4.27497905453913,52.101621233843,215,1.0,1,Bushalte
HLT1103,3.0,19.0,Aert van der Goesstraat 64,NL:Q:32001103,0,4.27804922351556,52.0872465784974,216,1.0,1,Bushalte
HLT0515,9.0,21.0,Javastraat 2C,NL:Q:32000515,0,4.301436,52.087085,217,1.0,1,Bushalte
HLT0510,7.0,1.0,Nassauplein 25,NL:Q:32000510,0,4.305635,52.090243,218,1.0,1,Bushalte
HLT0511,3.0,20.0,Nassauplein 5,NL:Q:32000511,0,4.305544,52.089765,219,1.0,1,Bushalte
HLT0516,16.0,2.0,Javastraat 2C,NL:Q:32000516,0,4.302489,52.087598,220,0.0,1,Bushalte
HLT1123,16.0,3.0,Groot Hertoginnelaan 2,NL:Q:32001123,0,4.29225717843593,52.0850455566203,221,1.0,1,Bushalte
HLT1118,16.0,4.0,Groot Hertoginnelaan 32,NL:Q:32001118,0,4.28764956198165,52.0852910315099,222,1.0,1,Bushalte
HLT1112,16.0,6.0,Groot Hertoginnelaan 121A,NL:Q:32001112,0,4.27906386319042,52.0837158898949,223,1.0,1,Bushalte
HLT1113,16.0,5.0,Valeriusstraat 1A,NL:Q:32001113,0,4.27959798558544,52.0843315815511,224,1.0,1,Bushalte
HLT1110,16.0,7.0,Groot Hertoginnelaan/Morsestraat,NL:Q:32001110,0,4.276644447142,52.0820934275228,225,1.0,1,Bushalte
HLT2013,3.0,1.0,Valkenboslaan 1A,NL:Q:32002013,0,4.27645092087172,52.0780417480059,226,0.0,1,Bushalte
HLT2017,3.0,2.0,Copernicusplein 12,NL:Q:32002017,0,4.2750865024914,52.0755849821451,227,0.0,1,Bushalte
HLT2021,3.0,3.0,Valkenboslaan 173,NL:Q:32002021,0,4.27527997395789,52.0725871733176,228,0.0,1,Bushalte
HLT2019,1.0,16.0,Mient 136,NL:Q:32002019,0,4.26939161648067,52.0706462933887,229,0.0,1,Bushalte
HLT1917,1.0,14.0,Mient 107,NL:Q:32001917,0,4.26290266589708,52.0689136755134,230,1.0,1,Bushalte
HLT1916,1.0,13.0,Mient 371,NL:Q:32001916,0,4.25895770076123,52.0675020680755,231,1.0,1,Bushalte
HLT1918,1.0,15.0,Mient 273,NL:Q:32001918,0,4.2634417566283,52.0690452467923,232,1.0,1,Bushalte
HLT2020,3.0,4.0,Mient 136,NL:Q:32002020,0,4.26965993642885,52.0706091001204,233,1.0,1,Bushalte
HLT2022,1.0,17.0,Valkenboslaan 188,NL:Q:32002022,0,4.27553122836856,52.072911299228,234,1.0,1,Bushalte
HLT2018,1.0,18.0,Valkenboslaan 76,NL:Q:32002018,0,4.27563188763052,52.0763723262955,235,0.0,1,Bushalte
HLT2012,1.0,19.0,Beeklaan 387,NL:Q:54002012,0,4.27702211647354,52.0790645740701,236,1.0,1,Bushalte
HLT1111,1.0,20.0,Groot Hertoginnelaan/Morsestraat,NL:Q:32001111,0,4.27705199663484,52.0820482331792,237,0.0,1,Bushalte
HLT1117,9.0,19.0,Groot Hertoginnelaan 34,NL:Q:32001117,0,4.28699681366676,52.0852006860692,238,1.0,1,Bushalte
HLT1124,9.0,20.0,Groot Hertoginnelaan 2,NL:Q:32001124,0,4.29223345216926,52.0848907024605,239,0.0,1,Bushalte
HLT1209,16.0,8.0,President Kennedylaan/Houtrustbrug,NL:Q:32001209,0,4.27311984709792,52.0851645503645,240,0.0,1,Bushalte
HLT1210,3.0,15.0,Sportlaan 3,NL:Q:32001210,0,4.27215595707529,52.0851388195567,241,1.0,1,Bushalte
HLT1207,3.0,14.0,Sportlaan 95,NL:Q:32001207,0,4.26528730574358,52.082334695646,242,1.0,1,Bushalte
HLT1208,3.0,13.0,Sportlaan 103,NL:Q:32001208,0,4.26438726289608,52.0820789153493,243,1.0,1,Bushalte
HLT1203,3.0,12.0,Sportlaan 726,NL:Q:32001203,0,4.26082125206425,52.080466894061,244,1.0,1,Bushalte
HLT1204,3.0,5.0,Sportlaan 149,NL:Q:32001204,0,4.25979113764391,52.0801897119236,245,1.0,1,Bushalte
HLT1201,3.0,7.0,Sportlaan 207,NL:Q:32001201,0,4.254697608956,52.0780749136373,246,1.0,1,Bushalte
HLT1202,3.0,6.0,Sportlaan 203,NL:Q:32001202,0,4.25525747672709,52.0781925118133,247,1.0,1,Bushalte
HLT1308,3.0,8.0,Sportlaan 237,NL:Q:32001308,0,4.2494000148956,52.0758939817389,248,0.0,1,Bushalte
HLT1307,3.0,11.0,Sportlaan 249,NL:Q:32001307,0,4.25140470872696,52.0765455599332,249,1.0,1,Bushalte
HLT1306,3.0,10.0,Sportlaan 297,NL:Q:32001306,0,4.2465174891641,52.0745400668295,250,1.0,1,Bushalte
HLT1305,3.0,9.0,Kijkduinsestraat 1080,NL:Q:32001305,0,4.24535029567165,52.0742207720985,251,0.0,1,Bushalte
HLT1508,13.0,8.0,Kijkduinsestraat 1178,NL:Q:32001508,0,4.22357280945134,52.0668077938643,252,0.0,1,Bushalte
HLT1506,13.0,9.0,Hoek van Hollandlaan 20,NL:Q:32001506,0,4.22275324695712,52.06862350349,253,0.0,1,Bushalte
HLT1502,13.0,11.0,Kijkduinsestraat 1080,NL:Q:32001502,0,4.2180835140604,52.066462482348,254,1.0,1,Bushalte
HLT1504,13.0,10.0,Kijkduinsestraat/Heliotrooplaan,NL:Q:32001504,0,4.22262956598752,52.0687621457293,255,0.0,1,Bushalte
HLT1516,13.0,12.0,Machielvrijenhoeklaan 450,NL:Q:32001516,0,4.22413015587448,52.0655872066853,256,1.0,1,Bushalte
HLT1514,13.0,13.0,Muurbloemweg/Balsemienlaan,NL:Q:32001514,0,4.22480085871072,52.0662687756448,257,1.0,1,Bushalte
HLT1403,13.0,15.0,Muurbloemweg/Balsemienlaan,NL:Q:32001403,0,4.23218187382161,52.0681388537322,258,1.0,1,Bushalte
HLT1404,13.0,14.0,Lobeliastraat/Hoefbladlaan,NL:Q:32001404,0,4.23209838799404,52.0683856675575,259,0.0,1,Bushalte
HLT1412,13.0,5.0,Lobeliastraat/Hoefbladlaan,NL:Q:32001412,0,4.23561459026974,52.0670429366823,260,1.0,1,Bushalte
HLT1411,13.0,6.0,Balsemienlaan 136,NL:Q:32001411,0,4.23555543563438,52.0666292135708,261,1.0,1,Bushalte
HLT1406,13.0,16.0,Balsemienlaan 124,NL:Q:32001406,0,4.23667656912648,52.0698108687924,262,1.0,2,Bushalte
HLT1408,13.0,17.0,Balsemienlaan 4,NL:Q:32001408,0,4.24097381784305,52.0715910519634,263,1.0,2,Bushalte
HLT1421,15.0,4.0,Lobelialaan 7,NL:Q:32001421,0,4.24065349556269,52.0657695373576,264,1.0,1,Bushalte
HLT1417,13.0,7.0,Lobelialaan 10,NL:Q:32001417,0,4.23706984122819,52.0648769363753,265,1.0,1,Bushalte
HLT1418,13.0,4.0,Kijkduinsestraat 844,NL:Q:32001418,0,4.23747181956075,52.065053313257,266,0.0,1,Bushalte
HLT1425,15.0,5.0,Kijkduinsestraat 844,NL:Q:32001425,0,4.22654154604364,52.0631085093536,267,1.0,1,Bushalte
HLT1426,15.0,6.0,Kijkduinsestraat 2554,NL:Q:32001426,0,4.22602396063551,52.0632317860165,268,1.0,1,Bushalte
HLT1873,15.0,7.0,Ockenburghstraat 35,NL:Q:32001873,0,4.22606296129191,52.0585112299475,269,1.0,1,Bushalte
HLT1872,12.0,13.0,Ockenburghstraat 35,NL:Q:32001872,0,4.22662194525206,52.0583088276514,270,1.0,1,Bushalte
HLT1835,12.0,14.0,Pisuissestraat 409,NL:Q:32001835,0,4.22786206254449,52.0570660144044,271,1.0,1,Bushalte
HLT1834,12.0,12.0,Pisuissestraat 409,NL:Q:32001834,0,4.22801370012659,52.0575349570347,272,1.0,1,Bushalte
HLS0188,15.0,9.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017401,0,4.226034,52.050833,273,0.0,1,Bushalte
HLS0189,15.0,8.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017402,0,4.226701,52.051001,274,0.0,1,Bushalte
HLS0190,15.0,10.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017501,0,4.221448,52.0489,275,0.0,1,Bushalte
HLS0197,15.0,14.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017802,0,4.209976,52.046062,276,1.0,1,Bushalte
HLS0196,15.0,13.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017801,0,4.209726,52.04615,277,1.0,1,Bushalte
HLS0191,15.0,15.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017502,0,4.222247,52.049025,278,1.0,1,Bushalte
HLS0192,15.0,16.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017601,0,4.229364,52.052313,279,1.0,1,Bushalte
HLS0193,15.0,17.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017602,0,4.229754,52.052452,280,1.0,1,Bushalte
HLT1821,12.0,15.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001821,0,4.23389974883629,52.0542678637796,281,1.0,1,Bushalte
HLT1820,12.0,11.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001820,0,4.23365387456737,52.0543610610503,282,1.0,1,Bushalte
HLT1822,12.0,9.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001822,0,4.23853864000956,52.0550860576614,283,1.0,1,Bushalte
HLT1823,12.0,10.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001823,0,4.2384645101827,52.0551826032326,284,1.0,1,Bushalte
HLT1828,12.0,7.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001828,0,4.24795344050782,52.059436250326,285,1.0,1,Bushalte
HLT1808,12.0,5.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001808,0,4.24740593582614,52.0613182814916,286,1.0,1,Bushalte
HLT1809,12.0,6.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001809,0,4.24703740239513,52.0612914415407,287,1.0,1,Bushalte
HLT1829,12.0,8.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001829,0,4.24783772247889,52.059305178619,288,0.0,1,Bushalte
HLT1715,12.0,17.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001715,0,4.25163227605954,52.0557213157229,289,1.0,1,Bushalte
HLT1716,1.0,11.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001716,0,4.25072483701974,52.0563952744465,290,1.0,1,Bushalte
HLT1825,12.0,16.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001825,0,4.24605639344988,52.0565327580841,291,1.0,1,Bushalte
HLS0136,1.0,4.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42012101,0,4.253607,52.051902,292,1.0,1,Bushalte
HLS0230,8.0,3.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42021801,0,4.248576,52.048473,293,1.0,1,Bushalte
HLS0166,8.0,4.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42015702,0,4.242597,52.043984,294,1.0,1,Bushalte
HLS0212,8.0,7.0,Nieuweweg/Madepolderweg,NL:Q:42019701,0,4.235364,52.039536,295,1.0,1,Bushalte
HLS0213,8.0,8.0,Nieuweweg/Madepolderweg,NL:Q:42019702,0,4.236315,52.039977,296,0.0,1,Bushalte
HLT1677,8.0,5.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001677,0,4.240459,52.045518,297,1.0,1,Bushalte
HLS0165,8.0,6.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42015701,0,4.240985,52.043186,298,1.0,1,Bushalte
HLS0231,1.0,5.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42021802,0,4.249571,52.048914,299,1.0,1,Bushalte
HLS0137,1.0,6.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42012102,0,4.254675,52.052307,300,1.0,1,Bushalte
HLT1717,1.0,7.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001717,0,4.25868285890681,52.0551439362332,301,0.0,1,Bushalte
HLT1718,1.0,10.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001718,0,4.25740910117965,52.0545174488491,302,0.0,1,Bushalte
HLT1721,1.0,8.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001721,0,4.26193342693348,52.0570853492844,303,1.0,1,Bushalte
HLT1719,1.0,9.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001719,0,4.26153361671092,52.0570438914836,304,0.0,1,Bushalte
HLT3209,14.0,7.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003209,0,4.26360454959403,52.0594866872479,305,1.0,1,Bushalte
HLT3210,14.0,8.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003210,0,4.26362238597099,52.0592943612872,306,1.0,1,Bushalte
HLS0181,14.0,2.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42016702,0,4.296006,52.054864,307,0.0,1,Bushalte
HLS0217,14.0,17.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42019901,0,4.29238,52.058839,308,1.0,1,Bushalte
HLT3708,8.0,16.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003708,0,4.30306038741281,52.056294589728,309,1.0,1,Bushalte
HLT3709,8.0,1.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003709,0,4.30193001200223,52.0567790743245,310,1.0,1,Bushalte
HLS0216,14.0,3.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42019902,0,4.29354,52.057933,311,0.0,1,Bushalte
HLS0180,14.0,18.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42016701,0,4.29642,52.054023,312,0.0,1,Bushalte
HLS0135,14.0,1.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42011902,0,4.298769,52.051564,313,1.0,1,Bushalte
HLS0134,14.0,19.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42011901,0,4.298853,52.051124,314,1.0,1,Bushalte
HLT3601,10.0,13.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003601,0,4.2847159887493,52.048140641604,315,1.0,1,Bushalte
HLT3439,1.0,1.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003439,0,4.28087620553163,52.0512774337604,316,0.0,1,Bushalte
HLT3438,10.0,12.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003438,0,4.28091817078335,52.0509160884693,317,1.0,1,Bushalte
HLT3436,10.0,10.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003436,0,4.27935778947973,52.0491489091486,318,1.0,1,Bushalte
HLT3437,10.0,11.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003437,0,4.27931534507729,52.0496709143165,319,1.0,1,Bushalte
HLT3413,8.0,15.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003413,0,4.27446096207117,52.0500461641258,320,1.0,3,Bushalte
HLT3414,10.0,9.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003414,0,4.27493207188515,52.0501525582492,321,1.0,2,Bushalte
HLT3411,14.0,13.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003411,0,4.26869833451072,52.0477124666053,322,1.0,1,Bushalte
HLT3412,14.0,12.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003412,0,4.26868762699302,52.0475936956631,323,1.0,1,Bushalte
HLT3323,14.0,9.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003323,0,4.26385473215324,52.0453663001048,324,1.0,1,Bushalte
HLT3322,8.0,14.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003322,0,4.26367949667824,52.0451257772462,325,0.0,1,Bushalte
HLT3320,14.0,10.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003320,0,4.25955067643816,52.0429242712834,326,1.0,1,Bushalte
HLT3321,14.0,11.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003321,0,4.26096666202824,52.0435738241702,327,1.0,1,Bushalte
HLT3405,1.0,3.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003405,0,4.27089447410194,52.053112189457,328,1.0,1,Bushalte
HLT3406,1.0,2.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003406,0,4.27159931046594,52.0526932210473,329,1.0,1,Bushalte
HLT3319,8.0,13.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003319,0,4.25645385688362,52.0411331030516,330,0.0,1,Bushalte
HLT3318,8.0,12.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003318,0,4.25564423852357,52.0405391486485,331,1.0,1,Bushalte
HLT3361,8.0,10.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003361,0,4.25138391005665,52.0382738684478,332,0.0,1,Bushalte
HLT3362,8.0,11.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003362,0,4.25167428443517,52.0382394648354,333,1.0,1,Bushalte
HLT3383,8.0,9.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003383,0,4.247341,52.040893,334,0.0,1,Bushalte
HLT3831,11.0,6.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003831,0,4.31707574907799,52.0528976293673,335,1.0,1,Bushalte
HLT3832,11.0,5.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003832,0,4.31718163910084,52.0530424479811,336,1.0,1,Bushalte
HLT3830,11.0,7.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003830,0,4.31314795195388,52.0521382111461,337,1.0,1,Bushalte
HLT3829,11.0,8.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003829,0,4.3130338564257,52.0519980239806,338,1.0,1,Bushalte
HLT3628,15.0,18.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003628,0,4.30970802487795,52.0549794250182,339,1.0,1,Bushalte
HLT3629,15.0,2.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003629,0,4.3069375086602,52.05557647248,340,0.0,1,Bushalte
HLT3120,11.0,11.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003120,0,4.28386639706819,52.0620224434907,341,0.0,1,Bushalte
HLT3119,12.0,18.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003119,0,4.28369421306727,52.0621057744916,342,0.0,1,Bushalte
HLT3122,11.0,12.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003122,0,4.28896101903139,52.0634384554823,343,1.0,1,Bushalte
HLT3125,11.0,14.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003125,0,4.290986,52.061586,344,0.0,1,Bushalte
HLT3126,14.0,4.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003126,0,4.290975,52.062026,345,0.0,1,Bushalte
HLT3121,11.0,13.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003121,0,4.28893585765551,52.0635550932196,346,1.0,1,Bushalte
HLT3010,10.0,6.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003010,0,4.29303676506319,52.0650347876347,347,1.0,1,Bushalte
HLT3009,10.0,7.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003009,0,4.2922575271077,52.0647999584986,348,1.0,1,Bushalte
HLS0209,11.0,15.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42018902,0,4.293086,52.059769,349,0.0,1,Bushalte
HLS0208,11.0,16.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42018901,0,4.293286,52.059989,350,0.0,1,Bushalte
HLS0159,11.0,17.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42014201,0,4.297677,52.061091,351,1.0,1,Bushalte
HLS0160,11.0,18.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42014202,0,4.297795,52.061056,352,1.0,1,Bushalte
HLS0145,11.0,19.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42013001,0,4.300864,52.062576,353,1.0,2,Bushalte
HLS0153,10.0,1.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42013501,0,4.30153,52.069387,354,0.0,1,Bushalte
HLS0154,10.0,2.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42013502,0,4.301586,52.069495,355,0.0,1,Bushalte
HLT2909,10.0,4.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32002909,0,4.29988572911518,52.0695292616339,356,1.0,1,Bushalte
HLT2910,10.0,3.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32002910,0,4.30018187767599,52.0696457209712,357,1.0,1,Bushalte
HLT2914,12.0,19.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32002914,0,4.29629262165418,52.0664445261655,358,0.0,1,Bushalte
HLT2913,10.0,5.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32002913,0,4.29664274776856,52.0669020617042,359,1.0,1,Bushalte
HLT3220,11.0,9.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003220,0,4.27930098012377,52.059629346447,360,1.0,1,Bushalte
HLT3407,8.0,2.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003407,0,4.2739476630964,52.0553528654491,361,1.0,1,Bushalte
HLT3409,10.0,8.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003409,0,4.27420511612319,52.0536654418527,362,1.0,1,Bushalte
HLT3410,14.0,14.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003410,0,4.27510786782432,52.0533970975609,363,1.0,1,Bushalte
HLT3408,14.0,16.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003408,0,4.27463851350802,52.0554122317093,364,1.0,1,Bushalte
HLT3219,11.0,10.0,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003219,0,4.27895473356375,52.0591470110401,365,1.0,1,Bushalte
HLS0032,17.0,6.0,Wateringseweg 1 Delft,NL:Q:42002201,0,4.34982,52.019171,366,0.0,2,Bushalte
HLS0026,17.0,2.0,Brasserkade 54 Delft,NL:Q:42001801,0,4.35255,52.023356,367,0.0,1,Bushalte
HLS0027,17.0,3.0,Brasserkade 54 Delft,NL:Q:42001802,0,4.352697,52.023322,368,0.0,1,Bushalte
HLS0018,17.0,4.0,Brasserkade 172 Delft,NL:Q:42001201,0,4.355161,52.024521,369,0.0,1,Bushalte
HLS0019,17.0,5.0,Brasserkade 172 Delft,NL:Q:42001202,0,4.355293,52.024477,370,0.0,1,Bushalte
HLS0048,17.0,9.0,Sint Jorisweg 2 Delft,NL:Q:42003002,0,4.359241,52.020709,371,0.0,1,Bushalte
HLS0047,17.0,8.0,Sint Jorisweg 7 Delft,NL:Q:42003001,0,4.359237,52.020853,372,0.0,1,Bushalte
HLS0013,17.0,7.0,Insulindeweg 14 Delft,NL:Q:42001002,0,4.355605,52.020408,373,0.0,2,Bushalte
HLS0070,17.0,11.0,Van mierenveltlaan/Aan het Verlaat Delft,NL:Q:42004702,0,4.361901,52.019034,374,0.0,1,Bushalte
HLS0069,17.0,10.0,Van mierenveltlaan/Aan het Verlaat Delft,NL:Q:42004701,0,4.361957,52.019169,375,0.0,1,Bushalte
HLS0023,17.0,13.0,Van mierenveltlaan 22 Delft,NL:Q:42001402,0,4.365037,52.016346,376,0.0,1,Bushalte
HLS0022,17.0,12.0,Van mierenveltlaan 1A Delft,NL:Q:42001401,0,4.365948,52.015365,377,0.0,1,Bushalte
HLS0025,17.0,18.0,Lodensteynstraat 72 Delft,NL:Q:42001502,0,4.370789,52.0145,378,0.0,1,Bushalte
HLS0024,17.0,19.0,Lodensteynstraat 72 Delft,NL:Q:42001501,0,4.370819,52.014464,379,0.0,1,Bushalte
HLS0078,17.0,17.0,Nieuwe Langedijk 61 Delft,NL:Q:42005102,0,4.36423,52.013409,380,0.0,1,Bushalte
HLS0077,17.0,14.0,Nieuwe Langedijk 74 Delft,NL:Q:42005101,0,4.363953,52.013407,381,0.0,1,Bushalte
HLS0030,17.0,15.0,Oude langendijk/Burgwal Delft,NL:Q:42002001,0,4.36204,52.012356,382,0.0,1,Bushalte
HLS0031,17.0,16.0,Oude langendijk 35 Delft,NL:Q:42002002,0,4.361675,52.01238,383,0.0,1,Bushalte
HLS0083,2.0,1.0,Oostpoortweg/Weidepad Delft,NL:Q:42005601,0,4.375616,52.011062,384,0.0,1,Bushalte
HLS0066,50.0,7.0,Oudelangendijk/Markt Delft,NL:Q:42004401,0,4.358199,52.010885,385,0.0,1,Bushalte
HLS0067,50.0,6.0,Oudelangendijk/Markt Delft,NL:Q:42004402,0,4.358576,52.01096,386,0.0,1,Bushalte
HLS0066,50.0,5.0,Oudelangendijk/Markt Delft,NL:Q:42004401,0,4.358199,52.010885,387,0.0,1,Bushalte
