ID_MAXIMO,Route,Order,Name,Dova_code,Night_shift,longitude,latitude,ID,Cleaning_time_20,Cleaning_time_code,Cleaning_time_abri
HLT0511,REI-D110,8,Nassauplein 5,NL:Q:32000511,0,4.305544,52.089765,219,20,20,20
HLT0516,REI-D110,9,Javastraat 2C,NL:Q:32000516,0,4.302489,52.087598,220,20,20,20
HLT1123,REI-D110,10,Groot Hertoginnelaan 2,NL:Q:32001123,0,4.29225717843593,52.0850455566203,221,20,15,20
HLT1118,REI-D110,11,Groot Hertoginnelaan 32,NL:Q:32001118,0,4.28764956198165,52.0852910315099,222,20,15,13
HLT1112,REI-D110,12,Groot Hertoginnelaan 121A,NL:Q:32001112,0,4.27906386319042,52.0837158898949,223,20,15,13
HLT1113,REI-D110,13,Valeriusstraat 1A,NL:Q:32001113,0,4.27959798558544,52.0843315815511,224,20,15,13
HLT1110,REI-D110,14,Groot Hertoginnelaan/Morsestraat,NL:Q:32001110,0,4.276644447142,52.0820934275228,225,20,15,13
HLT2013,REI-D110,15,Valkenboslaan 1A,NL:Q:32002013,0,4.27645092087172,52.0780417480059,226,20,15,20
HLT2017,REI-D110,16,Copernicusplein 12,NL:Q:32002017,0,4.2750865024914,52.0755849821451,227,20,15,20
HLT2021,REI-D110,17,Valkenboslaan 173,NL:Q:32002021,0,4.27527997395789,52.0725871733176,228,20,15,20
HLT2019,REI-D111,1,Mient 136,NL:Q:32002019,0,4.26939161648067,52.0706462933887,229,20,15,20
HLT1917,REI-D111,2,Mient 107,NL:Q:32001917,0,4.26290266589708,52.0689136755134,230,20,15,20
HLT1916,REI-D111,3,Mient 371,NL:Q:32001916,0,4.25895770076123,52.0675020680755,231,20,15,13
HLT1918,REI-D111,4,Mient 273,NL:Q:32001918,0,4.2634417566283,52.0690452467923,232,20,15,20
HLT2020,REI-D111,5,Mient 136,NL:Q:32002020,0,4.26965993642885,52.0706091001204,233,20,15,13
HLT2022,REI-D111,6,Valkenboslaan 188,NL:Q:32002022,0,4.27553122836856,52.072911299228,234,20,15,20
HLT2018,REI-D111,7,Valkenboslaan 76,NL:Q:32002018,0,4.27563188763052,52.0763723262955,235,20,15,13
HLT2012,REI-D111,8,Beeklaan 387,NL:Q:54002012,0,4.27702211647354,52.0790645740701,236,20,15,13
HLT1111,REI-D111,9,Groot Hertoginnelaan/Morsestraat,NL:Q:32001111,0,4.27705199663484,52.0820482331792,237,20,15,20
HLT1117,REI-D111,10,Groot Hertoginnelaan 34,NL:Q:32001117,0,4.28699681366676,52.0852006860692,238,20,15,20
HLT1124,REI-D111,11,Groot Hertoginnelaan 2,NL:Q:32001124,0,4.29223345216926,52.0848907024605,239,20,15,20
HLT1209,REI-D111,12,President Kennedylaan/Houtrustbrug,NL:Q:32001209,0,4.27311984709792,52.0851645503645,240,20,15,20
HLT1210,REI-D111,13,Sportlaan 3,NL:Q:32001210,0,4.27215595707529,52.0851388195567,241,20,15,20
HLT1207,REI-D111,14,Sportlaan 95,NL:Q:32001207,0,4.26528730574358,52.082334695646,242,20,15,20
HLT1208,REI-D111,15,Sportlaan 103,NL:Q:32001208,0,4.26438726289608,52.0820789153493,243,20,15,20
HLT1203,REI-D111,16,Sportlaan 726,NL:Q:32001203,0,4.26082125206425,52.080466894061,244,20,15,13
HLT1204,REI-D111,17,Sportlaan 149,NL:Q:32001204,0,4.25979113764391,52.0801897119236,245,20,15,20
HLT1201,REI-D111,18,Sportlaan 207,NL:Q:32001201,0,4.254697608956,52.0780749136373,246,20,15,20
HLT1202,REI-D111,19,Sportlaan 203,NL:Q:32001202,0,4.25525747672709,52.0781925118133,247,20,15,13
HLT1308,REI-D111,20,Sportlaan 237,NL:Q:32001308,0,4.2494000148956,52.0758939817389,248,20,15,13
HLT1307,REI-D112,1,Sportlaan 249,NL:Q:32001307,0,4.25140470872696,52.0765455599332,249,20,15,13
HLT1306,REI-D112,2,Sportlaan 297,NL:Q:32001306,0,4.2465174891641,52.0745400668295,250,20,15,20
HLT1305,REI-D112,3,Kijkduinsestraat 1080,NL:Q:32001305,0,4.24535029567165,52.0742207720985,251,20,15,13
HLT1508,REI-D112,4,Kijkduinsestraat 1178,NL:Q:32001508,0,4.22357280945134,52.0668077938643,252,20,15,20
HLT1506,REI-D112,5,Hoek van Hollandlaan 20,NL:Q:32001506,0,4.22275324695712,52.06862350349,253,20,15,20
HLT1502,REI-D112,6,Kijkduinsestraat 1080,NL:Q:32001502,0,4.2180835140604,52.066462482348,254,20,15,20
HLT1504,REI-D112,7,Kijkduinsestraat/Heliotrooplaan,NL:Q:32001504,0,4.22262956598752,52.0687621457293,255,20,15,13
HLT1516,REI-D112,8,Machielvrijenhoeklaan 450,NL:Q:32001516,0,4.22413015587448,52.0655872066853,256,20,15,20
HLT1514,REI-D112,9,Muurbloemweg/Balsemienlaan,NL:Q:32001514,0,4.22480085871072,52.0662687756448,257,20,15,20
HLT1403,REI-D112,10,Muurbloemweg/Balsemienlaan,NL:Q:32001403,0,4.23218187382161,52.0681388537322,258,20,15,20
HLT1404,REI-D112,11,Lobeliastraat/Hoefbladlaan,NL:Q:32001404,0,4.23209838799404,52.0683856675575,259,20,15,20
HLT1412,REI-D112,12,Lobeliastraat/Hoefbladlaan,NL:Q:32001412,0,4.23561459026974,52.0670429366823,260,20,15,20
HLT1411,REI-D112,13,Balsemienlaan 136,NL:Q:32001411,0,4.23555543563438,52.0666292135708,261,20,15,20
HLT1406,REI-D112,14,Balsemienlaan 124,NL:Q:32001406,0,4.23667656912648,52.0698108687924,262,30,20,21
HLT1408,REI-D112,15,Balsemienlaan 4,NL:Q:32001408,0,4.24097381784305,52.0715910519634,263,30,20,35
HLT1421,REI-D112,16,Lobelialaan 7,NL:Q:32001421,0,4.24065349556269,52.0657695373576,264,20,15,20
HLT1417,REI-D112,17,Lobelialaan 10,NL:Q:32001417,0,4.23706984122819,52.0648769363753,265,20,15,20
HLT1418,REI-D112,18,Kijkduinsestraat 844,NL:Q:32001418,0,4.23747181956075,52.065053313257,266,20,15,20
HLT1425,REI-D112,19,Kijkduinsestraat 844,NL:Q:32001425,0,4.22654154604364,52.0631085093536,267,20,15,13
HLT1426,REI-D112,20,Kijkduinsestraat 2554,NL:Q:32001426,0,4.22602396063551,52.0632317860165,268,20,15,13
HLT1873,REI-D112,21,Ockenburghstraat 35,NL:Q:32001873,0,4.22606296129191,52.0585112299475,269,20,15,13
HLT1872,REI-D112,22,Ockenburghstraat 35,NL:Q:32001872,0,4.22662194525206,52.0583088276514,270,20,15,20
HLT1835,REI-D112,23,Pisuissestraat 409,NL:Q:32001835,0,4.22786206254449,52.0570660144044,271,20,15,20
HLT1834,REI-D112,24,Pisuissestraat 409,NL:Q:32001834,0,4.22801370012659,52.0575349570347,272,20,15,20
HLS0188,REI-D113,1,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017401,0,4.226034,52.050833,273,20,20,20
HLS0189,REI-D113,2,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017402,0,4.226701,52.051001,274,20,20,20
HLS0190,REI-D113,3,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017501,0,4.221448,52.0489,275,20,20,20
HLS0197,REI-D113,4,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017802,0,4.209976,52.046062,276,20,20,20
HLS0196,REI-D113,5,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017801,0,4.209726,52.04615,277,20,20,20
HLS0191,REI-D113,6,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017502,0,4.222247,52.049025,278,20,20,20
HLS0192,REI-D113,7,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017601,0,4.229364,52.052313,279,20,20,20
HLS0193,REI-D113,8,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017602,0,4.229754,52.052452,280,20,20,20
HLT1821,REI-D113,9,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001821,0,4.23389974883629,52.0542678637796,281,20,15,20
HLT1820,REI-D113,10,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001820,0,4.23365387456737,52.0543610610503,282,20,15,13
HLT1822,REI-D113,11,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001822,0,4.23853864000956,52.0550860576614,283,20,15,20
HLT1823,REI-D113,12,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001823,0,4.2384645101827,52.0551826032326,284,20,15,20
HLT1828,REI-D113,13,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001828,0,4.24795344050782,52.059436250326,285,20,15,20
HLT1808,REI-D113,14,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001808,0,4.24740593582614,52.0613182814916,286,20,15,20
HLT1809,REI-D113,15,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001809,0,4.24703740239513,52.0612914415407,287,20,15,20
HLT1829,REI-D113,16,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001829,0,4.24783772247889,52.059305178619,288,20,15,20
HLT1715,REI-D113,17,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001715,0,4.25163227605954,52.0557213157229,289,20,15,20
HLT1716,REI-D113,18,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001716,0,4.25072483701974,52.0563952744465,290,20,15,13
HLT1825,REI-D113,19,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001825,0,4.24605639344988,52.0565327580841,291,20,15,20
HLS0136,REI-D113,20,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42012101,0,4.253607,52.051902,292,20,20,20
HLS0230,REI-D113,21,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42021801,0,4.248576,52.048473,293,20,20,20
HLS0166,REI-D113,22,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42015702,0,4.242597,52.043984,294,20,20,20
HLS0212,REI-D113,23,Nieuweweg/Madepolderweg,NL:Q:42019701,0,4.235364,52.039536,295,20,20,13
HLS0213,REI-D113,24,Nieuweweg/Madepolderweg,NL:Q:42019702,0,4.236315,52.039977,296,20,20,13
HLT1677,REI-D114,1,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001677,0,4.240459,52.045518,297,20,20,20
HLS0165,REI-D114,2,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42015701,0,4.240985,52.043186,298,20,20,13
HLS0231,REI-D114,3,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42021802,0,4.249571,52.048914,299,20,20,20
HLS0137,REI-D114,4,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42012102,0,4.254675,52.052307,300,20,20,20
HLT1717,REI-D114,5,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001717,0,4.25868285890681,52.0551439362332,301,20,15,13
HLT1718,REI-D114,6,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001718,0,4.25740910117965,52.0545174488491,302,20,15,20
HLT1721,REI-D114,7,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001721,0,4.26193342693348,52.0570853492844,303,20,15,20
HLT1719,REI-D114,8,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001719,0,4.26153361671092,52.0570438914836,304,20,15,20
HLT3209,REI-D114,9,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003209,0,4.26360454959403,52.0594866872479,305,20,15,13
HLT3210,REI-D114,10,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003210,0,4.26362238597099,52.0592943612872,306,20,15,13
HLS0181,REI-D114,11,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42016702,0,4.296006,52.054864,307,20,20,20
HLS0217,REI-D114,12,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42019901,0,4.29238,52.058839,308,20,20,20
HLT3708,REI-D114,13,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003708,0,4.30306038741281,52.056294589728,309,20,15,20
HLT3709,REI-D114,14,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003709,0,4.30193001200223,52.0567790743245,310,20,15,13
HLS0216,REI-D114,15,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42019902,0,4.29354,52.057933,311,20,20,20
HLS0180,REI-D114,16,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42016701,0,4.29642,52.054023,312,20,20,20
HLS0135,REI-D114,17,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42011902,0,4.298769,52.051564,313,20,20,20
HLS0134,REI-D114,18,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42011901,0,4.298853,52.051124,314,20,20,20
HLT3601,REI-D114,19,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003601,0,4.2847159887493,52.048140641604,315,20,15,20
HLT3439,REI-D114,20,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003439,0,4.28087620553163,52.0512774337604,316,20,15,20
HLT3438,REI-D115,1,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003438,0,4.28091817078335,52.0509160884693,317,20,15,20
HLT3436,REI-D115,2,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003436,0,4.27935778947973,52.0491489091486,318,20,15,20
HLT3437,REI-D115,3,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003437,0,4.27931534507729,52.0496709143165,319,20,15,13
HLT3413,REI-D115,4,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003413,0,4.27446096207117,52.0500461641258,320,40,40,50
HLT3414,REI-D115,5,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003414,0,4.27493207188515,52.0501525582492,321,30,30,35
HLT3411,REI-D115,6,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003411,0,4.26869833451072,52.0477124666053,322,20,15,20
HLT3412,REI-D115,7,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003412,0,4.26868762699302,52.0475936956631,323,20,15,13
HLT3323,REI-D115,8,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003323,0,4.26385473215324,52.0453663001048,324,20,15,20
HLT3322,REI-D115,9,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003322,0,4.26367949667824,52.0451257772462,325,20,15,13
HLT3320,REI-D115,10,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003320,0,4.25955067643816,52.0429242712834,326,20,15,20
HLT3321,REI-D115,11,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003321,0,4.26096666202824,52.0435738241702,327,20,15,20
HLT3405,REI-D115,12,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003405,0,4.27089447410194,52.053112189457,328,20,15,20
HLT3406,REI-D115,13,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003406,0,4.27159931046594,52.0526932210473,329,20,15,20
HLT3319,REI-D115,14,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003319,0,4.25645385688362,52.0411331030516,330,20,15,20
HLT3318,REI-D115,15,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003318,0,4.25564423852357,52.0405391486485,331,20,15,13
HLT3361,REI-D115,16,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003361,0,4.25138391005665,52.0382738684478,332,20,15,13
HLT3362,REI-D115,17,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003362,0,4.25167428443517,52.0382394648354,333,20,15,13
HLT3383,REI-D115,18,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003383,0,4.247341,52.040893,334,20,20,20
HLT3831,REI-D115,19,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003831,0,4.31707574907799,52.0528976293673,335,20,15,13
HLT3832,REI-D115,20,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003832,0,4.31718163910084,52.0530424479811,336,20,15,13
HLT3830,REI-D115,21,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003830,0,4.31314795195388,52.0521382111461,337,20,15,20
HLT3829,REI-D115,22,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003829,0,4.3130338564257,52.0519980239806,338,20,15,20
HLT3628,REI-D116,1,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003628,0,4.30970802487795,52.0549794250182,339,20,15,20
HLT3629,REI-D116,2,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003629,0,4.3069375086602,52.05557647248,340,20,15,13
HLT3120,REI-D116,3,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003120,0,4.28386639706819,52.0620224434907,341,20,15,13
HLT3119,REI-D116,4,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003119,0,4.28369421306727,52.0621057744916,342,20,15,20
HLT3122,REI-D116,5,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003122,0,4.28896101903139,52.0634384554823,343,20,18,20
HLT3125,REI-D116,6,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003125,0,4.290986,52.061586,344,20,20,20
HLT3126,REI-D116,7,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003126,0,4.290975,52.062026,345,20,20,13
HLT3121,REI-D116,8,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003121,0,4.28893585765551,52.0635550932196,346,20,18,13
HLT3010,REI-D116,9,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003010,0,4.29303676506319,52.0650347876347,347,20,15,20
HLT3009,REI-D116,10,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003009,0,4.2922575271077,52.0647999584986,348,20,15,20
HLS0209,REI-D116,11,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42018902,0,4.293086,52.059769,349,20,20,13
HLS0208,REI-D116,12,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42018901,0,4.293286,52.059989,350,20,20,20
HLS0159,REI-D116,13,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42014201,0,4.297677,52.061091,351,20,20,20
HLS0160,REI-D116,14,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42014202,0,4.297795,52.061056,352,20,20,20
HLS0145,REI-D116,15,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42013001,0,4.300864,52.062576,353,30,30,35
HLS0153,REI-D116,16,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42013501,0,4.30153,52.069387,354,20,20,20
HLS0154,REI-D116,17,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42013502,0,4.301586,52.069495,355,20,20,20
HLT2909,REI-D116,18,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32002909,0,4.29988572911518,52.0695292616339,356,20,15,13
HLT2910,REI-D116,19,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32002910,0,4.30018187767599,52.0696457209712,357,20,15,13
HLT2914,REI-D116,20,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32002914,0,4.29629262165418,52.0664445261655,358,20,15,13
HLT2913,REI-D116,21,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32002913,0,4.29664274776856,52.0669020617042,359,20,15,13
HLT3220,REI-D116,22,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003220,0,4.27930098012377,52.059629346447,360,20,15,13
HLT3407,REI-D116,23,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003407,0,4.2739476630964,52.0553528654491,361,20,15,13
HLT3409,REI-D116,24,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003409,0,4.27420511612319,52.0536654418527,362,20,15,13
HLT3410,REI-D116,25,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003410,0,4.27510786782432,52.0533970975609,363,20,15,13
HLT3408,REI-D116,26,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003408,0,4.27463851350802,52.0554122317093,364,20,15,13
HLT3219,REI-D116,27,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003219,0,4.27895473356375,52.0591470110401,365,20,15,13
HLS0032,REI-D201,1,Wateringseweg 1 Delft,NL:Q:42002201,0,4.34982,52.019171,366,30,30,21
HLS0026,REI-D201,2,Brasserkade 54 Delft,NL:Q:42001801,0,4.35255,52.023356,367,20,20,13
HLS0027,REI-D201,3,Brasserkade 54 Delft,NL:Q:42001802,0,4.352697,52.023322,368,20,20,13
HLS0018,REI-D201,4,Brasserkade 172 Delft,NL:Q:42001201,0,4.355161,52.024521,369,20,20,13
HLS0019,REI-D201,5,Brasserkade 172 Delft,NL:Q:42001202,0,4.355293,52.024477,370,20,20,13
HLS0048,REI-D201,6,Sint Jorisweg 2 Delft,NL:Q:42003002,0,4.359241,52.020709,371,20,20,13
HLS0047,REI-D201,7,Sint Jorisweg 7 Delft,NL:Q:42003001,0,4.359237,52.020853,372,20,20,20
HLS0013,REI-D201,8,Insulindeweg 14 Delft,NL:Q:42001002,0,4.355605,52.020408,373,30,30,35
HLS0070,REI-D201,9,Van mierenveltlaan/Aan het Verlaat Delft,NL:Q:42004702,0,4.361901,52.019034,374,20,20,13
HLS0069,REI-D201,10,Van mierenveltlaan/Aan het Verlaat Delft,NL:Q:42004701,0,4.361957,52.019169,375,20,20,13
HLS0023,REI-D201,11,Van mierenveltlaan 22 Delft,NL:Q:42001402,0,4.365037,52.016346,376,20,20,13
HLS0022,REI-D201,12,Van mierenveltlaan 1A Delft,NL:Q:42001401,0,4.365948,52.015365,377,20,20,20
HLS0025,REI-D201,13,Lodensteynstraat 72 Delft,NL:Q:42001502,0,4.370789,52.0145,378,20,20,13
HLS0024,REI-D201,14,Lodensteynstraat 72 Delft,NL:Q:42001501,0,4.370819,52.014464,379,20,20,13
HLS0078,REI-D201,15,Nieuwe Langedijk 61 Delft,NL:Q:42005102,0,4.36423,52.013409,380,20,20,13
HLS0077,REI-D201,16,Nieuwe Langedijk 74 Delft,NL:Q:42005101,0,4.363953,52.013407,381,20,20,13
HLS0030,REI-D201,17,Oude langendijk/Burgwal Delft,NL:Q:42002001,0,4.36204,52.012356,382,20,20,13
HLS0031,REI-D201,18,Oude langendijk 35 Delft,NL:Q:42002002,0,4.361675,52.01238,383,20,20,13
HLS0083,REI-D201,19,Oostpoortweg/Weidepad Delft,NL:Q:42005601,0,4.375616,52.011062,384,20,20,13
HLS0066,REI-D201,20,Oudelangendijk/Markt Delft,NL:Q:42004401,0,4.358199,52.010885,385,20,20,13
HLS0067,REI-D201,21,Oudelangendijk/Markt Delft,NL:Q:42004402,0,4.358576,52.01096,386,20,20,13
HLS0066,REI-D201,22,Oudelangendijk/Markt Delft,NL:Q:42004401,0,4.358199,52.010885,387,20,20,20
HLS0084,REI-D201,23,Oostpoortweg/viaduct A13 Delft,NL:Q:42005602,0,4.375897,52.010867,388,20,20,13
HLS0052,REI-D201,24,Olaf Palmerstraat/voor de IKEA Delft,NL:Q:42003402,0,4.378021,52.012953,389,30,30,35
HLS0319,REI-D201,25,Olaf Palmerstraat 14 Delft,NL:Q:42069502,0,4.375749,52.014192,390,20,20,20
HLS0318,REI-D201,26,Olaf Palmerstraat 14 Delft,NL:Q:42069501,0,4.375723,52.014066,391,20,20,20
HLS0038,REI-D201,27,Olaf Palmerstraat/voor de IKEA Delft,NL:Q:42002501,0,4.374033,52.015354,392,20,20,20
HLS0040,REI-D201,28,Olaf Palmerstraat/voor de IKEA Delft,NL:Q:42002502,0,4.374017,52.015444,393,20,20,20
HLS0374,REI-D201,29,Korftlaan 5 Delft,NL:Q:42072401,0,4.379545,52.017739,394,20,20,20
HLS0320,REI-D202,1,Gasthuisland 10 Westland/ Midden-Delfland,NL:Q:42070101,0,4.324362,52.004669,395,20,20,13
HLS0321,REI-D202,2,Gasthuisland 10 Westland/ Midden-Delfland,NL:Q:42070102,0,4.324363,52.004615,396,20,20,13
HLS0334,REI-D202,3,Hollandendreef 9 Delft,NL:Q:42072701,0,4.322048,52.007669,397,20,20,20
HLS0335,REI-D202,4,Hollandendreef 9 Delft,NL:Q:42072702,0,4.321908,52.007443,398,20,20,20
HLS0081,REI-D202,5,Hof van zilverlicht 16 Delft,NL:Q:42005501,0,4.333382,52.00946,399,20,20,20
HLS0082,REI-D202,6,Hof van zilverlicht 83 Delft,NL:Q:42005502,0,4.333836,52.00995,400,20,20,20
HLS0376,REI-D202,7,Van der Lelijstraat/van AdrichemstraatDelft,NL:Q:42000901,0,4.334537,52.012994,401,20,20,20
HLS0103,REI-D202,8,Van almondestraat 64 Delft,NL:Q:42006802,0,4.338342,52.009747,402,20,20,20
HLS0102,REI-D202,9,Van almondestraat 64 Delft,NL:Q:42006801,0,4.338314,52.009675,403,20,20,20
HLS0061,REI-D202,10,Cort van der Lindenlaan 76 Delft,NL:Q:42004102,0,4.342006,52.010634,404,30,30,35
HLS0111,REI-D202,11,Weteringlaan 1 Delft,NL:Q:42007302,0,4.34569,52.01073,405,20,20,20
HLS0110,REI-D202,12,Weteringlaan 1 Delft,NL:Q:42007301,0,4.345658,52.010819,406,20,20,20
HLS0049,REI-D202,13,Adriaan Pauwstraat 2B Delft,NL:Q:42003101,0,4.349829,52.008087,407,20,20,13
HLS0050,REI-D202,14,Adriaan Pauwstraat 1 Delft,NL:Q:42003102,0,4.34965,52.008293,408,20,20,20
HLC0472,REI-D202,15,Hugo de grootstraat,NL:Q:54260190,0,4.352599,52.009262,409,20,20,20
HLC0473,REI-D202,16,Spoorsingel,NL:Q:54260200,0,4.354966,52.009571,410,20,20,20
HLS0330,REI-D202,17,Krakeelpolderweg 50 Delft,NL:Q:42072001,0,4.351295,52.003894,411,20,20,20
HLS0329,REI-D202,18,Krakeelpolderweg 11 Delft,NL:Q:42071901,0,4.350302,52.004649,412,20,20,20
HLS0036,REI-D202,19,Westlandseweg/Pr. Beatrixlaan Delft,NL:Q:42002401,0,4.346871,52.000637,413,20,20,20
HLS0115,REI-D202,20,Westlandseweg/Aletta Jacobsstraat Delft,NL:Q:42007702,0,4.342894,52.001312,414,20,20,20
HLS0114,REI-D202,21,Westlandseweg/Aletta Jacobsstraat Delft,NL:Q:42007701,0,4.342905,52.001455,415,20,20,20
HLS0113,REI-D202,22,Aletta Jacobsstraat 180 Delft,NL:Q:42007402,0,4.344512,52.002503,416,20,20,13
HLS0112,REI-D202,23,Aletta Jacobsstraat 180 Delft,NL:Q:42007401,0,4.344381,52.002502,417,20,20,20
