ID_MAXIMO,Route,Order,Night_shift,longitude,latitude,ID,Service_time
Depot,NA,NA,100,4.34894911389561,52.0653854823115,0,0.0
HLT3372,1,1,1,4.26564842466535,52.0407195469103,664,20.0
HLS0322,1,2,1,4.319988,52.000585,547,13.0
HLS0050,1,3,1,4.34965,52.008293,408,13.0
HLC0472,1,4,1,4.352599,52.009262,409,13.0
HLT3439,1,5,1,4.28087620553163,52.0512774337604,316,13.0
HLS0134,1,6,1,4.298853,52.051124,314,20.0
HLS0180,1,7,1,4.29642,52.054023,312,13.0
HLS0181,1,8,1,4.296006,52.054864,307,13.0
HLT3209,1,9,1,4.26360454959403,52.0594866872479,305,20.0
HLT3210,1,10,1,4.26362238597099,52.0592943612872,306,20.0
HLS0217,1,11,1,4.29238,52.058839,308,20.0
HLS0073,2,1,1,4.355471,51.995202,450,13.0
HLS0135,2,2,1,4.298769,52.051564,313,20.0
HLS0102,2,3,1,4.338314,52.009675,403,13.0
HLT3601,2,4,1,4.2847159887493,52.048140641604,315,20.0
HLS0103,2,5,1,4.338342,52.009747,402,13.0
HLS0111,2,6,1,4.34569,52.01073,405,13.0
HLS0082,2,7,1,4.333836,52.00995,400,13.0
HLS0376,2,8,1,4.334537,52.012994,401,13.0
HLT3438,2,9,1,4.28091817078335,52.0509160884693,317,20.0
HLT1829,3,1,1,4.24783772247889,52.059305178619,288,13.0
HLT1808,3,2,1,4.24740593582614,52.0613182814916,286,20.0
HLS0091,3,3,1,4.340699,51.998631,444,13.0
HLS0092,3,4,1,4.339829,51.998453,443,13.0
HLT1822,3,5,1,4.23853864000956,52.0550860576614,283,20.0
HLS0233,3,6,1,4.160197,51.999548,502,13.0
HLT1828,3,7,1,4.24795344050782,52.059436250326,285,20.0
HLT1715,3,8,1,4.25163227605954,52.0557213157229,289,20.0
HLT0907,4,1,1,4.28184197331151,52.0995644838139,597,13.0
HLT2509,4,2,1,4.3483229271698,52.0869835998626,648,20.0
HLT5944,4,3,1,4.36853595493972,52.0391288704267,583,20.0
HLT1721,5,1,1,4.26193342693348,52.0570853492844,303,20.0
HLT1719,5,2,1,4.26153361671092,52.0570438914836,304,13.0
HLT3412,5,3,1,4.26868762699302,52.0475936956631,323,20.0
HLT3411,5,4,1,4.26869833451072,52.0477124666053,322,20.0
HLT5945,5,5,1,4.36891194296767,52.0392330598386,584,20.0
HLS0085,5,6,1,4.380008,52.003595,435,13.0
HLS0094,6,1,1,4.356862,51.982199,459,13.0
HLT1514,6,2,1,4.22480085871072,52.0662687756448,257,20.0
HLT1504,6,3,1,4.22262956598752,52.0687621457293,255,13.0
HLS0281,6,4,1,4.209037,51.999203,522,13.0
HLT3303,6,5,1,4.26848260954303,52.0385454073903,668,13.0
HLT1516,6,6,1,4.22413015587448,52.0655872066853,256,20.0
HLT1403,6,7,1,4.23218187382161,52.0681388537322,258,20.0
HLT1404,6,8,1,4.23209838799404,52.0683856675575,259,13.0
HLT0938,7,1,1,4.285671,52.095622,672,20.0
HLT3709,7,2,1,4.30193001200223,52.0567790743245,310,20.0
HLS0237,7,3,1,4.157834,52.001825,503,21.0
HLS0122,7,4,1,4.245231,51.977276,539,13.0
HLS0216,7,5,1,4.29354,52.057933,311,13.0
HLS0119,7,6,1,4.25415,51.975133,535,13.0
HLT3708,7,7,1,4.30306038741281,52.056294589728,309,20.0
HLT1308,8,1,1,4.2494000148956,52.0758939817389,248,13.0
HLT0303,8,2,1,4.297212,52.101751,614,20.0
HLS0054,8,3,1,4.356705,51.992229,452,13.0
HLS0338,8,4,1,4.388105,52.034351,588,13.0
HLS0339,8,5,1,4.387812,52.034429,587,20.0
HLS0246,9,1,1,4.254327,52.014803,510,13.0
HLT0439,9,2,1,4.330236,52.092803,631,20.0
HLS0335,9,3,1,4.321908,52.007443,398,13.0
HLS0383,9,4,1,4.322902,51.996863,544,13.0
HLS0334,9,5,1,4.322048,52.007669,397,13.0
HLT1823,9,6,1,4.2384645101827,52.0551826032326,284,20.0
HLT1820,9,7,1,4.23365387456737,52.0543610610503,282,20.0
HLT1821,9,8,1,4.23389974883629,52.0542678637796,281,20.0
HLT1809,9,9,1,4.24703740239513,52.0612914415407,287,20.0
HLT1306,10,1,1,4.2465174891641,52.0745400668295,250,20.0
HLT0937,10,2,1,4.281185,52.093512,671,20.0
HLS0263,10,3,1,4.170375,52.023241,497,13.0
HLT1307,10,4,1,4.25140470872696,52.0765455599332,249,20.0
HLS0093,10,5,1,4.357517,51.982231,458,13.0
HLT1834,11,1,1,4.22801370012659,52.0575349570347,272,20.0
HLT0519,11,2,1,4.31178690655662,52.0901285346242,622,20.0
HLT0934,11,3,1,4.27365986825458,52.0981172509537,680,20.0
HLS0023,11,4,1,4.365037,52.016346,376,13.0
HLT1835,11,5,1,4.22786206254449,52.0570660144044,271,20.0
HLS0110,11,6,1,4.345658,52.010819,406,13.0
