ID_MAXIMO,Route,Order,Night_shift,longitude,latitude,ID,Cleaning_time_abri
HLT1411,REI-D112,13,0,4.23555543563438,52.0666292135708,261,20
HLT1406,REI-D112,14,0,4.23667656912648,52.0698108687924,262,35
HLT1408,REI-D112,15,0,4.24097381784305,52.0715910519634,263,35
HLT1421,REI-D112,16,0,4.24065349556269,52.0657695373576,264,20
HLT1417,REI-D112,17,0,4.23706984122819,52.0648769363753,265,20
HLT1418,REI-D112,18,0,4.23747181956075,52.065053313257,266,13
HLT1425,REI-D112,19,0,4.22654154604364,52.0631085093536,267,20
HLT1426,REI-D112,20,0,4.22602396063551,52.0632317860165,268,20
HLT1873,REI-D112,21,0,4.22606296129191,52.0585112299475,269,20
HLT1872,REI-D112,22,0,4.22662194525206,52.0583088276514,270,20
HLT1835,REI-D112,23,0,4.22786206254449,52.0570660144044,271,20
HLT1834,REI-D112,24,0,4.22801370012659,52.0575349570347,272,20
HLS0188,REI-D113,1,0,4.226034,52.050833,273,13
HLS0189,REI-D113,2,0,4.226701,52.051001,274,13
HLS0190,REI-D113,3,0,4.221448,52.0489,275,13
HLS0197,REI-D113,4,0,4.209976,52.046062,276,20
HLS0196,REI-D113,5,0,4.209726,52.04615,277,20
HLS0191,REI-D113,6,0,4.222247,52.049025,278,20
HLS0192,REI-D113,7,0,4.229364,52.052313,279,20
HLS0193,REI-D113,8,0,4.229754,52.052452,280,20
HLT1821,REI-D113,9,0,4.23389974883629,52.0542678637796,281,20
HLT1820,REI-D113,10,0,4.23365387456737,52.0543610610503,282,20
HLT1822,REI-D113,11,0,4.23853864000956,52.0550860576614,283,20
HLT1823,REI-D113,12,0,4.2384645101827,52.0551826032326,284,20
HLT1828,REI-D113,13,0,4.24795344050782,52.059436250326,285,20
HLT1808,REI-D113,14,0,4.24740593582614,52.0613182814916,286,20
HLT1809,REI-D113,15,0,4.24703740239513,52.0612914415407,287,20
HLT1829,REI-D113,16,0,4.24783772247889,52.059305178619,288,13
HLT1715,REI-D113,17,0,4.25163227605954,52.0557213157229,289,20
HLT1716,REI-D113,18,0,4.25072483701974,52.0563952744465,290,20
HLT1825,REI-D113,19,0,4.24605639344988,52.0565327580841,291,20
HLS0136,REI-D113,20,0,4.253607,52.051902,292,20
HLS0230,REI-D113,21,0,4.248576,52.048473,293,20
HLS0166,REI-D113,22,0,4.242597,52.043984,294,20
HLS0212,REI-D113,23,0,4.235364,52.039536,295,20
HLS0213,REI-D113,24,0,4.236315,52.039977,296,13
HLT1677,REI-D114,1,0,4.240459,52.045518,297,20
HLS0165,REI-D114,2,0,4.240985,52.043186,298,20
HLS0231,REI-D114,3,0,4.249571,52.048914,299,20
HLS0137,REI-D114,4,0,4.254675,52.052307,300,20
HLT1717,REI-D114,5,0,4.25868285890681,52.0551439362332,301,13
HLT1718,REI-D114,6,0,4.25740910117965,52.0545174488491,302,13
HLT1721,REI-D114,7,0,4.26193342693348,52.0570853492844,303,20
HLT1719,REI-D114,8,0,4.26153361671092,52.0570438914836,304,13
HLT3209,REI-D114,9,0,4.26360454959403,52.0594866872479,305,20
HLT3210,REI-D114,10,0,4.26362238597099,52.0592943612872,306,20
HLS0181,REI-D114,11,0,4.296006,52.054864,307,13
HLS0217,REI-D114,12,0,4.29238,52.058839,308,20
HLT3708,REI-D114,13,0,4.30306038741281,52.056294589728,309,20
HLT3709,REI-D114,14,0,4.30193001200223,52.0567790743245,310,20
HLS0216,REI-D114,15,0,4.29354,52.057933,311,13
HLS0180,REI-D114,16,0,4.29642,52.054023,312,13
HLS0135,REI-D114,17,0,4.298769,52.051564,313,20
HLS0134,REI-D114,18,0,4.298853,52.051124,314,20
HLT3601,REI-D114,19,0,4.2847159887493,52.048140641604,315,20
HLT3439,REI-D114,20,0,4.28087620553163,52.0512774337604,316,13
HLT3438,REI-D115,1,0,4.28091817078335,52.0509160884693,317,20
HLT3436,REI-D115,2,0,4.27935778947973,52.0491489091486,318,20
HLT3437,REI-D115,3,0,4.27931534507729,52.0496709143165,319,20
HLT3413,REI-D115,4,0,4.27446096207117,52.0500461641258,320,50
HLT3414,REI-D115,5,0,4.27493207188515,52.0501525582492,321,35
HLT3411,REI-D115,6,0,4.26869833451072,52.0477124666053,322,20
HLT3412,REI-D115,7,0,4.26868762699302,52.0475936956631,323,20
HLT3323,REI-D115,8,0,4.26385473215324,52.0453663001048,324,20
HLT3322,REI-D115,9,0,4.26367949667824,52.0451257772462,325,13
HLT3320,REI-D115,10,0,4.25955067643816,52.0429242712834,326,20
HLT3321,REI-D115,11,0,4.26096666202824,52.0435738241702,327,20
HLT3405,REI-D115,12,0,4.27089447410194,52.053112189457,328,20
HLT3406,REI-D115,13,0,4.27159931046594,52.0526932210473,329,20
HLT3319,REI-D115,14,0,4.25645385688362,52.0411331030516,330,13
HLT3318,REI-D115,15,0,4.25564423852357,52.0405391486485,331,20
HLT3361,REI-D115,16,0,4.25138391005665,52.0382738684478,332,13
HLT3362,REI-D115,17,0,4.25167428443517,52.0382394648354,333,20
HLT3383,REI-D115,18,0,4.247341,52.040893,334,13
HLT3831,REI-D115,19,0,4.31707574907799,52.0528976293673,335,20
HLT3832,REI-D115,20,0,4.31718163910084,52.0530424479811,336,20
HLT3830,REI-D115,21,0,4.31314795195388,52.0521382111461,337,20
HLT3829,REI-D115,22,0,4.3130338564257,52.0519980239806,338,20
HLT3628,REI-D116,1,0,4.30970802487795,52.0549794250182,339,20
HLT3629,REI-D116,2,0,4.3069375086602,52.05557647248,340,13
HLT3120,REI-D116,3,0,4.28386639706819,52.0620224434907,341,13
HLT3119,REI-D116,4,0,4.28369421306727,52.0621057744916,342,13
HLT3122,REI-D116,5,0,4.28896101903139,52.0634384554823,343,20
HLT3125,REI-D116,6,0,4.290986,52.061586,344,13
HLT3126,REI-D116,7,0,4.290975,52.062026,345,13
HLT3121,REI-D116,8,0,4.28893585765551,52.0635550932196,346,20
HLT3010,REI-D116,9,0,4.29303676506319,52.0650347876347,347,20
HLT3009,REI-D116,10,0,4.2922575271077,52.0647999584986,348,20
HLS0209,REI-D116,11,0,4.293086,52.059769,349,13
HLS0208,REI-D116,12,0,4.293286,52.059989,350,13
HLS0159,REI-D116,13,0,4.297677,52.061091,351,20
HLS0160,REI-D116,14,0,4.297795,52.061056,352,20
HLS0145,REI-D116,15,0,4.300864,52.062576,353,35
HLS0153,REI-D116,16,0,4.30153,52.069387,354,13
HLS0154,REI-D116,17,0,4.301586,52.069495,355,13
HLT2909,REI-D116,18,0,4.29988572911518,52.0695292616339,356,20
HLT2910,REI-D116,19,0,4.30018187767599,52.0696457209712,357,20
HLT2914,REI-D116,20,0,4.29629262165418,52.0664445261655,358,13
HLT2913,REI-D116,21,0,4.29664274776856,52.0669020617042,359,20
HLT3220,REI-D116,22,0,4.27930098012377,52.059629346447,360,20
HLT3407,REI-D116,23,0,4.2739476630964,52.0553528654491,361,20
HLT3409,REI-D116,24,0,4.27420511612319,52.0536654418527,362,20
HLT3410,REI-D116,25,0,4.27510786782432,52.0533970975609,363,20
HLT3408,REI-D116,26,0,4.27463851350802,52.0554122317093,364,20
HLT3219,REI-D116,27,0,4.27895473356375,52.0591470110401,365,20
HLS0032,REI-D201,1,0,4.34982,52.019171,366,21
HLS0026,REI-D201,2,0,4.35255,52.023356,367,13
HLS0027,REI-D201,3,0,4.352697,52.023322,368,13
HLS0018,REI-D201,4,0,4.355161,52.024521,369,13
HLS0019,REI-D201,5,0,4.355293,52.024477,370,13
HLS0048,REI-D201,6,0,4.359241,52.020709,371,13
HLS0047,REI-D201,7,0,4.359237,52.020853,372,13
HLS0013,REI-D201,8,0,4.355605,52.020408,373,21
HLS0070,REI-D201,9,0,4.361901,52.019034,374,13
HLS0069,REI-D201,10,0,4.361957,52.019169,375,13
HLS0023,REI-D201,11,0,4.365037,52.016346,376,13
HLS0022,REI-D201,12,0,4.365948,52.015365,377,13
HLS0025,REI-D201,13,0,4.370789,52.0145,378,13
HLS0024,REI-D201,14,0,4.370819,52.014464,379,13
HLS0078,REI-D201,15,0,4.36423,52.013409,380,13
HLS0077,REI-D201,16,0,4.363953,52.013407,381,13
HLS0030,REI-D201,17,0,4.36204,52.012356,382,13
HLS0031,REI-D201,18,0,4.361675,52.01238,383,13
HLS0083,REI-D201,19,0,4.375616,52.011062,384,13
HLS0066,REI-D201,20,0,4.358199,52.010885,385,13
HLS0067,REI-D201,21,0,4.358576,52.01096,386,13
HLS0066,REI-D201,22,0,4.358199,52.010885,387,13
HLS0084,REI-D201,23,0,4.375897,52.010867,388,13
HLS0052,REI-D201,24,0,4.378021,52.012953,389,21
HLS0319,REI-D201,25,0,4.375749,52.014192,390,13
HLS0318,REI-D201,26,0,4.375723,52.014066,391,13
HLS0038,REI-D201,27,0,4.374033,52.015354,392,13
HLS0040,REI-D201,28,0,4.374017,52.015444,393,13
HLS0374,REI-D201,29,0,4.379545,52.017739,394,13
HLS0320,REI-D202,1,0,4.324362,52.004669,395,13
HLS0321,REI-D202,2,0,4.324363,52.004615,396,13
HLS0334,REI-D202,3,0,4.322048,52.007669,397,13
HLS0335,REI-D202,4,0,4.321908,52.007443,398,13
HLS0081,REI-D202,5,0,4.333382,52.00946,399,13
HLS0082,REI-D202,6,0,4.333836,52.00995,400,13
HLS0376,REI-D202,7,0,4.334537,52.012994,401,13
HLS0103,REI-D202,8,0,4.338342,52.009747,402,13
HLS0102,REI-D202,9,0,4.338314,52.009675,403,13
HLS0061,REI-D202,10,0,4.342006,52.010634,404,21
HLS0111,REI-D202,11,0,4.34569,52.01073,405,13
HLS0110,REI-D202,12,0,4.345658,52.010819,406,13
HLS0049,REI-D202,13,0,4.349829,52.008087,407,13
HLS0050,REI-D202,14,0,4.34965,52.008293,408,13
HLC0472,REI-D202,15,0,4.352599,52.009262,409,13
HLC0473,REI-D202,16,0,4.354966,52.009571,410,13
HLS0330,REI-D202,17,0,4.351295,52.003894,411,13
HLS0329,REI-D202,18,0,4.350302,52.004649,412,13
HLS0036,REI-D202,19,0,4.346871,52.000637,413,13
HLS0115,REI-D202,20,0,4.342894,52.001312,414,13
HLS0114,REI-D202,21,0,4.342905,52.001455,415,13
HLS0113,REI-D202,22,0,4.344512,52.002503,416,13
HLS0112,REI-D202,23,0,4.344381,52.002502,417,13
HLS0064,REI-D202,24,0,4.345462,52.004238,418,13
