ID_MAXIMO,first_order,n_visits,Route,Order,Name,Dova_code,Night_shift,longitude,latitude,ID,abri,Service_time
HLT0732,2,1,REI-D110,8,Westduinweg 193,NL:Q:32000732,0,4.270283,52.096457,219,1,20
HLT1103,5,1,REI-D110,9,Aert van der Goesstraat 64,NL:Q:32001103,0,4.27804922351556,52.0872465784974,220,1,20
HLT1110,14,1,REI-D110,10,Groot Hertoginnelaan/Morsestraat,NL:Q:32001110,0,4.276644447142,52.0820934275228,221,1,20
HLT1112,12,1,REI-D110,11,Groot Hertoginnelaan 121A,NL:Q:32001112,0,4.27906386319042,52.0837158898949,222,1,20
HLT1113,13,1,REI-D110,12,Valeriusstraat 1A,NL:Q:32001113,0,4.27959798558544,52.0843315815511,223,1,20
HLT1118,11,1,REI-D110,13,Groot Hertoginnelaan 32,NL:Q:32001118,0,4.28764956198165,52.0852910315099,224,1,20
HLT1123,10,1,REI-D110,14,Groot Hertoginnelaan 2,NL:Q:32001123,0,4.29225717843593,52.0850455566203,225,1,20
HLT2013,15,1,REI-D110,15,Valkenboslaan 1A,NL:Q:32002013,0,4.27645092087172,52.0780417480059,226,0,10
HLT2017,16,1,REI-D110,16,Copernicusplein 12,NL:Q:32002017,0,4.2750865024914,52.0755849821451,227,0,10
HLT2021,17,1,REI-D110,17,Valkenboslaan 173,NL:Q:32002021,0,4.27527997395789,52.0725871733176,228,0,10
HLT1111,9,1,REI-D111,1,Groot Hertoginnelaan/Morsestraat,NL:Q:32001111,0,4.27705199663484,52.0820482331792,229,0,10
HLT1117,10,1,REI-D111,2,Groot Hertoginnelaan 34,NL:Q:32001117,0,4.28699681366676,52.0852006860692,230,1,20
HLT1124,11,1,REI-D111,3,Groot Hertoginnelaan 2,NL:Q:32001124,0,4.29223345216926,52.0848907024605,231,0,10
HLT1201,18,1,REI-D111,4,Sportlaan 207,NL:Q:32001201,0,4.254697608956,52.0780749136373,232,1,20
HLT1202,19,1,REI-D111,5,Sportlaan 203,NL:Q:32001202,0,4.25525747672709,52.0781925118133,233,1,20
HLT1203,16,1,REI-D111,6,Sportlaan 726,NL:Q:32001203,0,4.26082125206425,52.080466894061,234,1,20
HLT1204,17,1,REI-D111,7,Sportlaan 149,NL:Q:32001204,0,4.25979113764391,52.0801897119236,235,1,20
HLT1207,14,1,REI-D111,8,Sportlaan 95,NL:Q:32001207,0,4.26528730574358,52.082334695646,236,1,20
HLT1208,15,1,REI-D111,9,Sportlaan 103,NL:Q:32001208,0,4.26438726289608,52.0820789153493,237,1,20
HLT1209,12,1,REI-D111,10,President Kennedylaan/Houtrustbrug,NL:Q:32001209,0,4.27311984709792,52.0851645503645,238,0,10
HLT1210,13,1,REI-D111,11,Sportlaan 3,NL:Q:32001210,0,4.27215595707529,52.0851388195567,239,1,20
HLT1308,20,1,REI-D111,12,Sportlaan 237,NL:Q:32001308,0,4.2494000148956,52.0758939817389,240,0,10
HLT1916,3,1,REI-D111,13,Mient 371,NL:Q:32001916,0,4.25895770076123,52.0675020680755,241,1,20
HLT1917,2,1,REI-D111,14,Mient 107,NL:Q:32001917,0,4.26290266589708,52.0689136755134,242,1,20
HLT1918,4,1,REI-D111,15,Mient 273,NL:Q:32001918,0,4.2634417566283,52.0690452467923,243,1,20
HLT2012,8,1,REI-D111,16,Beeklaan 387,NL:Q:54002012,0,4.27702211647354,52.0790645740701,244,1,20
HLT2018,7,1,REI-D111,17,Valkenboslaan 76,NL:Q:32002018,0,4.27563188763052,52.0763723262955,245,0,10
HLT2019,1,1,REI-D111,18,Mient 136,NL:Q:32002019,0,4.26939161648067,52.0706462933887,246,0,10
HLT2020,5,1,REI-D111,19,Mient 136,NL:Q:32002020,0,4.26965993642885,52.0706091001204,247,1,20
HLT2022,6,1,REI-D111,20,Valkenboslaan 188,NL:Q:32002022,0,4.27553122836856,52.072911299228,248,1,20
HLT1305,3,1,REI-D112,1,Kijkduinsestraat 1080,NL:Q:32001305,0,4.24535029567165,52.0742207720985,249,0,10
HLT1306,2,1,REI-D112,2,Sportlaan 297,NL:Q:32001306,0,4.2465174891641,52.0745400668295,250,1,20
HLT1307,1,1,REI-D112,3,Sportlaan 249,NL:Q:32001307,0,4.25140470872696,52.0765455599332,251,1,20
HLT1403,10,1,REI-D112,4,Muurbloemweg/Balsemienlaan,NL:Q:32001403,0,4.23218187382161,52.0681388537322,252,1,20
HLT1404,11,1,REI-D112,5,Lobeliastraat/Hoefbladlaan,NL:Q:32001404,0,4.23209838799404,52.0683856675575,253,0,10
HLT1406,14,2,REI-D112,6,Balsemienlaan 124,NL:Q:32001406,0,4.23667656912648,52.0698108687924,254,1,35
HLT1408,16,2,REI-D112,7,Balsemienlaan 4,NL:Q:32001408,0,4.24097381784305,52.0715910519634,255,1,35
HLT1411,13,1,REI-D112,8,Balsemienlaan 136,NL:Q:32001411,0,4.23555543563438,52.0666292135708,256,1,20
HLT1412,12,1,REI-D112,9,Lobeliastraat/Hoefbladlaan,NL:Q:32001412,0,4.23561459026974,52.0670429366823,257,1,20
HLT1417,19,1,REI-D112,10,Lobelialaan 10,NL:Q:32001417,0,4.23706984122819,52.0648769363753,258,1,20
HLT1418,20,1,REI-D112,11,Kijkduinsestraat 844,NL:Q:32001418,0,4.23747181956075,52.065053313257,259,0,10
HLT1421,18,1,REI-D112,12,Lobelialaan 7,NL:Q:32001421,0,4.24065349556269,52.0657695373576,260,1,20
HLT1425,21,1,REI-D112,13,Kijkduinsestraat 844,NL:Q:32001425,0,4.22654154604364,52.0631085093536,261,1,20
HLT1426,22,1,REI-D112,14,Kijkduinsestraat 2554,NL:Q:32001426,0,4.22602396063551,52.0632317860165,262,1,20
HLT1502,6,1,REI-D112,15,Kijkduinsestraat 1080,NL:Q:32001502,0,4.2180835140604,52.066462482348,263,1,20
HLT1504,7,1,REI-D112,16,Kijkduinsestraat/Heliotrooplaan,NL:Q:32001504,0,4.22262956598752,52.0687621457293,264,0,10
HLT1506,5,1,REI-D112,17,Hoek van Hollandlaan 20,NL:Q:32001506,0,4.22275324695712,52.06862350349,265,0,10
HLT1508,4,1,REI-D112,18,Kijkduinsestraat 1178,NL:Q:32001508,0,4.22357280945134,52.0668077938643,266,0,10
HLT1514,9,1,REI-D112,19,Muurbloemweg/Balsemienlaan,NL:Q:32001514,0,4.22480085871072,52.0662687756448,267,1,20
HLT1516,8,1,REI-D112,20,Machielvrijenhoeklaan 450,NL:Q:32001516,0,4.22413015587448,52.0655872066853,268,1,20
HLT1834,26,1,REI-D112,21,Pisuissestraat 409,NL:Q:32001834,0,4.22801370012659,52.0575349570347,269,1,20
HLT1835,25,1,REI-D112,22,Pisuissestraat 409,NL:Q:32001835,0,4.22786206254449,52.0570660144044,270,1,20
HLT1872,24,1,REI-D112,23,Ockenburghstraat 35,NL:Q:32001872,0,4.22662194525206,52.0583088276514,271,1,20
HLT1873,23,1,REI-D112,24,Ockenburghstraat 35,NL:Q:32001873,0,4.22606296129191,52.0585112299475,272,1,20
HLS0136,20,1,REI-D113,1,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42012101,0,4.253607,52.051902,273,1,20
HLS0166,22,1,REI-D113,2,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42015702,0,4.242597,52.043984,274,1,20
HLS0188,1,1,REI-D113,3,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017401,0,4.226034,52.050833,275,0,10
HLS0189,2,1,REI-D113,4,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017402,0,4.226701,52.051001,276,0,10
HLS0190,3,1,REI-D113,5,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017501,0,4.221448,52.0489,277,0,10
HLS0191,6,1,REI-D113,6,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017502,0,4.222247,52.049025,278,1,20
HLS0192,7,1,REI-D113,7,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017601,0,4.229364,52.052313,279,1,20
HLS0193,8,1,REI-D113,8,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017602,0,4.229754,52.052452,280,1,20
HLS0196,5,1,REI-D113,9,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017801,0,4.209726,52.04615,281,1,20
HLS0197,4,1,REI-D113,10,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42017802,0,4.209976,52.046062,282,1,20
HLS0212,23,1,REI-D113,11,Nieuweweg/Madepolderweg,NL:Q:42019701,0,4.235364,52.039536,283,1,20
HLS0213,24,1,REI-D113,12,Nieuweweg/Madepolderweg,NL:Q:42019702,0,4.236315,52.039977,284,0,10
HLS0230,21,1,REI-D113,13,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42021801,0,4.248576,52.048473,285,1,20
HLT1715,17,1,REI-D113,14,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001715,0,4.25163227605954,52.0557213157229,286,1,20
HLT1716,18,1,REI-D113,15,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001716,0,4.25072483701974,52.0563952744465,287,1,20
HLT1808,14,1,REI-D113,16,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001808,0,4.24740593582614,52.0613182814916,288,1,20
HLT1809,15,1,REI-D113,17,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001809,0,4.24703740239513,52.0612914415407,289,1,20
HLT1820,10,1,REI-D113,18,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001820,0,4.23365387456737,52.0543610610503,290,1,20
HLT1821,9,1,REI-D113,19,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001821,0,4.23389974883629,52.0542678637796,291,1,20
HLT1822,11,1,REI-D113,20,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001822,0,4.23853864000956,52.0550860576614,292,1,20
HLT1823,12,1,REI-D113,21,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001823,0,4.2384645101827,52.0551826032326,293,1,20
HLT1825,19,1,REI-D113,22,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001825,0,4.24605639344988,52.0565327580841,294,1,20
HLT1828,13,1,REI-D113,23,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001828,0,4.24795344050782,52.059436250326,295,1,20
HLT1829,16,1,REI-D113,24,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001829,0,4.24783772247889,52.059305178619,296,0,10
HLS0134,18,1,REI-D114,1,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42011901,0,4.298853,52.051124,297,1,20
HLS0135,17,1,REI-D114,2,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42011902,0,4.298769,52.051564,298,1,20
HLS0137,4,1,REI-D114,3,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42012102,0,4.254675,52.052307,299,1,20
HLS0165,2,1,REI-D114,4,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42015701,0,4.240985,52.043186,300,1,20
HLS0180,16,1,REI-D114,5,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42016701,0,4.29642,52.054023,301,0,10
HLS0181,11,1,REI-D114,6,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42016702,0,4.296006,52.054864,302,0,10
HLS0216,15,1,REI-D114,7,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42019902,0,4.29354,52.057933,303,0,10
HLS0217,12,1,REI-D114,8,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42019901,0,4.29238,52.058839,304,1,20
HLS0231,3,1,REI-D114,9,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42021802,0,4.249571,52.048914,305,1,20
HLT1677,1,1,REI-D114,10,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001677,0,4.240459,52.045518,306,1,20
HLT1717,5,1,REI-D114,11,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001717,0,4.25868285890681,52.0551439362332,307,0,10
HLT1718,6,1,REI-D114,12,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001718,0,4.25740910117965,52.0545174488491,308,0,10
HLT1719,8,1,REI-D114,13,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001719,0,4.26153361671092,52.0570438914836,309,0,10
HLT1721,7,1,REI-D114,14,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32001721,0,4.26193342693348,52.0570853492844,310,1,20
HLT3209,9,1,REI-D114,15,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003209,0,4.26360454959403,52.0594866872479,311,1,20
HLT3210,10,1,REI-D114,16,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003210,0,4.26362238597099,52.0592943612872,312,1,20
HLT3439,20,1,REI-D114,17,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003439,0,4.28087620553163,52.0512774337604,313,0,10
HLT3601,19,1,REI-D114,18,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003601,0,4.2847159887493,52.048140641604,314,1,20
HLT3708,13,1,REI-D114,19,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003708,0,4.30306038741281,52.056294589728,315,1,20
HLT3709,14,1,REI-D114,20,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003709,0,4.30193001200223,52.0567790743245,316,1,20
HLT3318,18,1,REI-D115,1,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003318,0,4.25564423852357,52.0405391486485,317,1,20
HLT3319,17,1,REI-D115,2,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003319,0,4.25645385688362,52.0411331030516,318,0,10
HLT3320,13,1,REI-D115,3,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003320,0,4.25955067643816,52.0429242712834,319,1,20
HLT3321,14,1,REI-D115,4,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003321,0,4.26096666202824,52.0435738241702,320,1,20
HLT3322,12,1,REI-D115,5,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003322,0,4.26367949667824,52.0451257772462,321,0,10
HLT3323,11,1,REI-D115,6,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003323,0,4.26385473215324,52.0453663001048,322,1,20
HLT3361,19,1,REI-D115,7,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003361,0,4.25138391005665,52.0382738684478,323,0,10
HLT3362,20,1,REI-D115,8,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003362,0,4.25167428443517,52.0382394648354,324,1,20
HLT3383,21,1,REI-D115,9,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003383,0,4.247341,52.040893,325,0,10
HLT3405,15,1,REI-D115,10,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003405,0,4.27089447410194,52.053112189457,326,1,20
HLT3406,16,1,REI-D115,11,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003406,0,4.27159931046594,52.0526932210473,327,1,20
HLT3411,9,1,REI-D115,12,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003411,0,4.26869833451072,52.0477124666053,328,1,20
HLT3412,10,1,REI-D115,13,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003412,0,4.26868762699302,52.0475936956631,329,1,20
HLT3413,4,3,REI-D115,14,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003413,0,4.27446096207117,52.0500461641258,330,1,50
HLT3414,7,2,REI-D115,15,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003414,0,4.27493207188515,52.0501525582492,331,1,35
HLT3436,2,1,REI-D115,16,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003436,0,4.27935778947973,52.0491489091486,332,1,20
HLT3437,3,1,REI-D115,17,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003437,0,4.27931534507729,52.0496709143165,333,1,20
HLT3438,1,1,REI-D115,18,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003438,0,4.28091817078335,52.0509160884693,334,1,20
HLT3829,25,1,REI-D115,19,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003829,0,4.3130338564257,52.0519980239806,335,1,20
HLT3830,24,1,REI-D115,20,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003830,0,4.31314795195388,52.0521382111461,336,1,20
HLT3831,22,1,REI-D115,21,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003831,0,4.31707574907799,52.0528976293673,337,1,20
HLT3832,23,1,REI-D115,22,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003832,0,4.31718163910084,52.0530424479811,338,1,20
HLS0145,15,2,REI-D116,1,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42013001,0,4.300864,52.062576,339,1,35
HLS0153,17,1,REI-D116,2,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42013501,0,4.30153,52.069387,340,0,10
HLS0154,18,1,REI-D116,3,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42013502,0,4.301586,52.069495,341,0,10
HLS0159,13,1,REI-D116,4,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42014201,0,4.297677,52.061091,342,1,20
HLS0160,14,1,REI-D116,5,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42014202,0,4.297795,52.061056,343,1,20
HLS0208,12,1,REI-D116,6,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42018901,0,4.293286,52.059989,344,0,10
HLS0209,11,1,REI-D116,7,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:42018902,0,4.293086,52.059769,345,0,10
HLT2909,19,1,REI-D116,8,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32002909,0,4.29988572911518,52.0695292616339,346,1,20
HLT2910,20,1,REI-D116,9,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32002910,0,4.30018187767599,52.0696457209712,347,1,20
HLT2913,22,1,REI-D116,10,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32002913,0,4.29664274776856,52.0669020617042,348,1,20
HLT2914,21,1,REI-D116,11,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32002914,0,4.29629262165418,52.0664445261655,349,0,10
HLT3009,10,1,REI-D116,12,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003009,0,4.2922575271077,52.0647999584986,350,1,20
HLT3010,9,1,REI-D116,13,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003010,0,4.29303676506319,52.0650347876347,351,1,20
HLT3119,4,1,REI-D116,14,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003119,0,4.28369421306727,52.0621057744916,352,0,10
HLT3120,3,1,REI-D116,15,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003120,0,4.28386639706819,52.0620224434907,353,0,10
HLT3121,8,1,REI-D116,16,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003121,0,4.28893585765551,52.0635550932196,354,1,20
HLT3122,5,1,REI-D116,17,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003122,0,4.28896101903139,52.0634384554823,355,1,20
HLT3125,6,1,REI-D116,18,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003125,0,4.290986,52.061586,356,0,10
HLT3126,7,1,REI-D116,19,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003126,0,4.290975,52.062026,357,0,10
HLT3219,28,1,REI-D116,20,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003219,0,4.27895473356375,52.0591470110401,358,1,20
HLT3220,23,1,REI-D116,21,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003220,0,4.27930098012377,52.059629346447,359,1,20
HLT3407,24,1,REI-D116,22,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003407,0,4.2739476630964,52.0553528654491,360,1,20
HLT3408,27,1,REI-D116,23,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003408,0,4.27463851350802,52.0554122317093,361,1,20
HLT3409,25,1,REI-D116,24,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003409,0,4.27420511612319,52.0536654418527,362,1,20
HLT3410,26,1,REI-D116,25,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003410,0,4.27510786782432,52.0533970975609,363,1,20
HLT3628,1,1,REI-D116,26,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003628,0,4.30970802487795,52.0549794250182,364,1,20
HLT3629,2,1,REI-D116,27,REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),NL:Q:32003629,0,4.3069375086602,52.05557647248,365,0,10
HLS0013,9,2,REI-D201,1,Insulindeweg 14 Delft,NL:Q:42001002,0,4.355605,52.020408,366,0,15
HLS0018,5,1,REI-D201,2,Brasserkade 172 Delft,NL:Q:42001201,0,4.355161,52.024521,367,0,10
HLS0019,6,1,REI-D201,3,Brasserkade 172 Delft,NL:Q:42001202,0,4.355293,52.024477,368,0,10
HLS0022,14,1,REI-D201,4,Van mierenveltlaan 1A Delft,NL:Q:42001401,0,4.365948,52.015365,369,0,10
HLS0023,13,1,REI-D201,5,Van mierenveltlaan 22 Delft,NL:Q:42001402,0,4.365037,52.016346,370,0,10
HLS0024,16,1,REI-D201,6,Lodensteynstraat 72 Delft,NL:Q:42001501,0,4.370819,52.014464,371,0,10
HLS0025,15,1,REI-D201,7,Lodensteynstraat 72 Delft,NL:Q:42001502,0,4.370789,52.0145,372,0,10
HLS0026,3,1,REI-D201,8,Brasserkade 54 Delft,NL:Q:42001801,0,4.35255,52.023356,373,0,10
HLS0027,4,1,REI-D201,9,Brasserkade 54 Delft,NL:Q:42001802,0,4.352697,52.023322,374,0,10
HLS0030,19,1,REI-D201,10,Oude langendijk/Burgwal Delft,NL:Q:42002001,0,4.36204,52.012356,375,0,10
HLS0031,20,1,REI-D201,11,Oude langendijk 35 Delft,NL:Q:42002002,0,4.361675,52.01238,376,0,10
HLS0032,1,2,REI-D201,12,Wateringseweg 1 Delft,NL:Q:42002201,0,4.34982,52.019171,377,0,15
HLS0038,30,1,REI-D201,13,Olaf Palmerstraat/voor de IKEA Delft,NL:Q:42002501,0,4.374033,52.015354,378,0,10
HLS0040,31,1,REI-D201,14,Olaf Palmerstraat/voor de IKEA Delft,NL:Q:42002502,0,4.374017,52.015444,379,0,10
HLS0047,8,1,REI-D201,15,Sint Jorisweg 7 Delft,NL:Q:42003001,0,4.359237,52.020853,380,0,10
HLS0048,7,1,REI-D201,16,Sint Jorisweg 2 Delft,NL:Q:42003002,0,4.359241,52.020709,381,0,10
HLS0052,26,2,REI-D201,17,Olaf Palmerstraat/voor de IKEA Delft,NL:Q:42003402,0,4.378021,52.012953,382,0,15
HLS0066,22,2,REI-D201,18,Oudelangendijk/Markt Delft,NL:Q:42004401,0,4.358199,52.010885,383,0,15
HLS0067,23,1,REI-D201,19,Oudelangendijk/Markt Delft,NL:Q:42004402,0,4.358576,52.01096,384,0,10
HLS0069,12,1,REI-D201,20,Van mierenveltlaan/Aan het Verlaat Delft,NL:Q:42004701,0,4.361957,52.019169,385,0,10
HLS0070,11,1,REI-D201,21,Van mierenveltlaan/Aan het Verlaat Delft,NL:Q:42004702,0,4.361901,52.019034,386,0,10
HLS0077,18,1,REI-D201,22,Nieuwe Langedijk 74 Delft,NL:Q:42005101,0,4.363953,52.013407,387,0,10
HLS0078,17,1,REI-D201,23,Nieuwe Langedijk 61 Delft,NL:Q:42005102,0,4.36423,52.013409,388,0,10
HLS0083,21,1,REI-D201,24,Oostpoortweg/Weidepad Delft,NL:Q:42005601,0,4.375616,52.011062,389,0,10
HLS0084,25,1,REI-D201,25,Oostpoortweg/viaduct A13 Delft,NL:Q:42005602,0,4.375897,52.010867,390,0,10
HLS0318,29,1,REI-D201,26,Olaf Palmerstraat 14 Delft,NL:Q:42069501,0,4.375723,52.014066,391,0,10
HLS0319,28,1,REI-D201,27,Olaf Palmerstraat 14 Delft,NL:Q:42069502,0,4.375749,52.014192,392,0,10
HLS0374,32,1,REI-D201,28,Korftlaan 5 Delft,NL:Q:42072401,0,4.379545,52.017739,393,0,10
HLC0472,16,1,REI-D202,1,Hugo de grootstraat,NL:Q:54260190,0,4.352599,52.009262,394,0,10
HLC0473,17,1,REI-D202,2,Spoorsingel,NL:Q:54260200,0,4.354966,52.009571,395,0,10
HLS0036,20,1,REI-D202,3,Westlandseweg/Pr. Beatrixlaan Delft,NL:Q:42002401,0,4.346871,52.000637,396,0,10
HLS0037,27,1,REI-D202,4,Westlandseweg/Pr. Beatrixlaan Delft,NL:Q:42002402,0,4.34923,52.000639,397,0,10
HLS0049,14,1,REI-D202,5,Adriaan Pauwstraat 2B Delft,NL:Q:42003101,0,4.349829,52.008087,398,0,10
HLS0050,15,1,REI-D202,6,Adriaan Pauwstraat 1 Delft,NL:Q:42003102,0,4.34965,52.008293,399,0,10
HLS0061,10,2,REI-D202,7,Cort van der Lindenlaan 76 Delft,NL:Q:42004102,0,4.342006,52.010634,400,0,15
HLS0064,25,1,REI-D202,8,Marotlaan 1 Delft,NL:Q:42004301,0,4.345462,52.004238,401,0,10
HLS0065,26,1,REI-D202,9,Marotlaan 1 Delft,NL:Q:42004302,0,4.34537,52.004426,402,0,10
HLS0081,5,1,REI-D202,10,Hof van zilverlicht 16 Delft,NL:Q:42005501,0,4.333382,52.00946,403,0,10
HLS0082,6,1,REI-D202,11,Hof van zilverlicht 83 Delft,NL:Q:42005502,0,4.333836,52.00995,404,0,10
HLS0102,9,1,REI-D202,12,Van almondestraat 64 Delft,NL:Q:42006801,0,4.338314,52.009675,405,0,10
HLS0103,8,1,REI-D202,13,Van almondestraat 64 Delft,NL:Q:42006802,0,4.338342,52.009747,406,0,10
HLS0110,13,1,REI-D202,14,Weteringlaan 1 Delft,NL:Q:42007301,0,4.345658,52.010819,407,0,10
HLS0111,12,1,REI-D202,15,Weteringlaan 1 Delft,NL:Q:42007302,0,4.34569,52.01073,408,0,10
HLS0112,24,1,REI-D202,16,Aletta Jacobsstraat 180 Delft,NL:Q:42007401,0,4.344381,52.002502,409,0,10
HLS0113,23,1,REI-D202,17,Aletta Jacobsstraat 180 Delft,NL:Q:42007402,0,4.344512,52.002503,410,0,10
HLS0114,22,1,REI-D202,18,Westlandseweg/Aletta Jacobsstraat Delft,NL:Q:42007701,0,4.342905,52.001455,411,0,10
