ID_MAXIMO,first_order,n_visits,Route,Order,Name,Dova_code,Night_shift,longitude,latitude,ID,abri,Service_time
HLS0115,21,1,REI-D202,19,Westlandseweg/Aletta Jacobsstraat Delft,NL:Q:42007702,0,4.342894,52.001312,412,0,10
HLS0320,1,1,REI-D202,20,Gasthuisland 10 Westland/ Midden-Delfland,NL:Q:42070101,0,4.324362,52.004669,413,0,10
HLS0321,2,1,REI-D202,21,Gasthuisland 10 Westland/ Midden-Delfland,NL:Q:42070102,0,4.324363,52.004615,414,0,10
HLS0329,19,1,REI-D202,22,Krakeelpolderweg 11 Delft,NL:Q:42071901,0,4.350302,52.004649,415,0,10
HLS0330,18,1,REI-D202,23,Krakeelpolderweg 50 Delft,NL:Q:42072001,0,4.351295,52.003894,416,0,10
HLS0334,3,1,REI-D202,24,Hollandendreef 9 Delft,NL:Q:42072701,0,4.322048,52.007669,417,0,10
HLS0335,4,1,REI-D202,25,Hollandendreef 9 Delft,NL:Q:42072702,0,4.321908,52.007443,418,0,10
HLS0376,7,1,REI-D202,26,Van der Lelijstraat/van AdrichemstraatDelft,NL:Q:42000901,0,4.334537,52.012994,419,0,10
HLS0377,28,1,REI-D202,27,Prinses Beatrixlaan/Alexander Fleminglaan (Provincialeweg) delft,NL:Q:54162180,0,4.336646,52.014964,420,0,10
HLS0028,6,1,REI-D203,1,Julianalaan 70 Delft,NL:Q:42001901,0,4.371574,52.008825,421,0,10
HLS0029,5,1,REI-D203,2,Julianalaan 67A Delft,NL:Q:42001902,0,4.37171,52.009231,422,0,10
HLS0063,27,2,REI-D203,3,Jan Thoméelaan 54 Delft,NL:Q:42004202,0,4.333908,51.995712,423,0,15
HLS0068,8,1,REI-D203,4,Mijnbouwstraat 120 Delft,NL:Q:42004501,0,4.369292,52.006657,424,0,10
HLS0075,2,1,REI-D203,5,Nassaulaan 29 Delft,NL:Q:42005001,0,4.379677,52.006684,425,0,10
HLS0076,1,1,REI-D203,6,Nassaulaan 29 Delft,NL:Q:42005002,0,4.379615,52.006827,426,0,10
HLS0079,11,1,REI-D203,7,Schoemakerstraat/van der Burghweg Delft,NL:Q:42005401,0,4.379873,51.99793,427,0,10
HLS0080,12,1,REI-D203,8,Schoemakerstraat/van der Burghweg Delft,NL:Q:42005402,0,4.38012,51.99796,428,0,10
HLS0085,15,1,REI-D203,9,Prof. Telderslaan 63 Delft,NL:Q:42005801,0,4.380008,52.003595,429,0,10
HLS0086,16,1,REI-D203,10,Prof. Telderslaan 99E Delft,NL:Q:42005802,0,4.38056,52.003671,430,0,10
HLS0087,4,1,REI-D203,11,Nassaulaan 1 Delft,NL:Q:42005901,0,4.372758,52.007335,431,0,10
HLS0088,3,1,REI-D203,12,Nassaulaan 4 Delft,NL:Q:42005902,0,4.373822,52.007308,432,0,10
HLS0091,24,1,REI-D203,13,Reinier de Graafweg Delft,NL:Q:42006201,0,4.340699,51.998631,433,0,10
HLS0092,23,1,REI-D203,14,Reinier de Graafweg Delft,NL:Q:42006202,0,4.339829,51.998453,434,0,10
HLS0096,25,1,REI-D203,15,Reinier de Graafweg/Jan Thomeelaan Delft,NL:Q:42006401,0,4.333998,51.997466,435,0,10
HLS0097,26,1,REI-D203,16,Reinier de Graafweg/Jan Thomeelaan Delft,NL:Q:42006402,0,4.334276,51.997432,436,0,10
HLS0098,13,1,REI-D203,17,Prof. Telderslaan 50 Delft,NL:Q:42006501,0,4.3772,52.002833,437,0,10
HLS0099,14,1,REI-D203,18,Prof. Telderslaan 50 Delft,NL:Q:42006502,0,4.37723,52.002798,438,0,10
HLS0100,9,2,REI-D203,19,Schoemakerstraat/Stieltjesweg Delft,NL:Q:42006701,0,4.37757,52.001282,439,0,15
HLS0378,7,1,REI-D203,20,Julianalaan 134 Delft,NL:Q:42004502,0,4.369782,52.006895,440,0,10
HLS0391,17,1,REI-D203,21,Rotterdamseweg 402D Delft,NL:Q:31003610,0,4.37762,51.984842,441,0,10
HLS0392,18,1,REI-D203,22,Rotterdamseweg 402D Delft,NL:Q:31003626,0,4.377639,51.984617,442,0,10
HLS0393,19,1,REI-D203,23,Rotterdamseweg 420 Delft,NL:Q:31003609,0,4.379791,51.981498,443,0,10
HLS0394,20,1,REI-D203,24,Rotterdamseweg 424 Delft,NL:Q:31003627,0,4.379823,51.981382,444,0,10
HLS0395,21,1,REI-D203,25,Rotterdamseweg 219 Delft,NL:Q:31003608,0,4.383842,51.976113,445,0,10
HLS0396,22,1,REI-D203,26,Rotterdamseweg 219 Delft,NL:Q:31003628,0,4.383769,51.976121,446,0,10
HLS0020,21,1,REI-D204,1,van der Slootsingel/van Hasseltlaan Delft,NL:Q:42001301,0,4.343247,51.989899,447,0,10
HLS0021,20,1,REI-D204,2,van der Slootsingel/van HasseltlaanDelft,NL:Q:42001302,0,4.343857,51.989976,448,0,10
HLS0041,9,2,REI-D204,3,Busbaan Tanthof/Edelhertlaan Delft,NL:Q:42002601,0,4.361708,51.985477,449,0,15
HLS0045,11,2,REI-D204,4,Busbaan Tanthof/Fuutlaan Delft,NL:Q:42002801,0,4.362172,51.983656,450,0,15
HLS0053,2,1,REI-D204,5,Voorhofdreef/Jan Campertlaan Delft,NL:Q:42003501,0,4.356582,51.993127,451,0,10
HLS0054,5,1,REI-D204,6,Voorhofdreef/Jan Campertlaan Delft,NL:Q:42003502,0,4.356705,51.992229,452,0,10
HLS0056,7,1,REI-D204,7,Busbaan Tanthof/Kalfjeslaan Delft,NL:Q:42003801,0,4.360054,51.987746,453,0,10
HLS0057,8,1,REI-D204,8,Busbaan Tanthof/Kalfjeslaan Delft,NL:Q:42003802,0,4.360179,51.987369,454,0,10
HLS0058,16,1,REI-D204,9,Derde werelddreef/Latijns AmerikalaanDelft,NL:Q:42004001,0,4.346839,51.983782,455,0,10
HLS0059,17,1,REI-D204,10,Derde werelddreef/Latijns Amerikalaan Delft,NL:Q:42004002,0,4.347036,51.983478,456,0,10
HLS0073,3,1,REI-D204,11,Voorhofdreef/Borsboom Toussaintplein Delft,NL:Q:42004903,0,4.355471,51.995202,457,0,10
HLS0074,4,1,REI-D204,12,Voorhofdreef/Menno ter Braaklaan Delft,NL:Q:42004904,0,4.355611,51.994206,458,0,10
HLS0093,13,1,REI-D204,13,Busbaan Tanthof/Rietzangerstraat Delft,NL:Q:42006301,0,4.357517,51.982231,459,0,10
HLS0094,14,1,REI-D204,14,Busbaan Tanthof/Rietzangerstraat Delft,NL:Q:42006302,0,4.356862,51.982199,460,0,10
HLS0106,19,1,REI-D204,15,Buitenhofdreef Delft,NL:Q:42007101,0,4.34435,51.987518,461,0,10
HLS0107,18,1,REI-D204,16,Buitenhofdreef Delft,NL:Q:42007102,0,4.34485,51.987324,462,0,10
HLS0340,1,1,REI-D204,17,Voorhofdreef/Frederik van Eedenlaan Delft,NL:Q:42074401,0,4.357765,51.991069,463,0,10
HLS0341,6,1,REI-D204,18,Voorhofdreef/J.J. Sauerhofflaan Delft,NL:Q:42074402,0,4.35737,51.991138,464,0,10
HLS0379,15,1,REI-D204,19,Ghandilaan 63 Delft,NL:Q:42000801,0,4.351844,51.993382,465,0,10
HLS0015,19,1,REI-D205,1,Mekelweg/Christiaan Huygensweg Delft,NL:Q:42001102,0,4.372303,52.002351,466,0,10
HLS0016,21,2,REI-D205,2,Mekelweg/Christiaan Huygensweg Delft,NL:Q:42001103,0,4.372437,52.001552,467,0,15
HLS0017,20,1,REI-D205,3,Mekelweg/Christiaan Huygensweg Delft,NL:Q:42001104,0,4.372133,52.002143,468,0,10
HLS0034,3,1,REI-D205,4,Mozartlaan 674 Delft,NL:Q:42002301,0,4.336748,51.993248,469,0,10
HLS0035,4,1,REI-D205,5,Mozartlaan 674 Delft,NL:Q:42002302,0,4.337055,51.993161,470,0,10
HLS0071,2,1,REI-D205,6,Mozartlaan 424 Delft,NL:Q:42004801,0,4.33485,51.993465,471,0,10
HLS0072,1,1,REI-D205,7,Mozartlaan 424 Delft,NL:Q:42004802,0,4.334764,51.994021,472,0,10
HLS0105,5,1,REI-D205,8,Beethovenlaan 228 Delft,NL:Q:42006902,0,4.339468,51.990252,473,0,10
HLS0317,7,1,REI-D205,9,Huismansingel/Heertjselaan Delft,NL:Q:42068501,0,4.385711,51.989513,474,0,10
HLS0344,13,2,REI-D205,10,Mekelweg/van den Broekweg Delft,NL:Q:42075701,0,4.376178,51.996506,475,0,15
HLS0345,15,1,REI-D205,11,Mekelweg/van den Broekweg Delft,NL:Q:42075702,0,4.376815,51.99599,476,0,10
HLS0346,16,2,REI-D205,12,Mekelweg/Cornelis Drebbelweg Delft,NL:Q:42075801,0,4.373804,51.999703,477,0,15
HLS0347,18,1,REI-D205,13,Mekelweg/Christiaan Huygensweg Delft,NL:Q:42075802,0,4.374078,51.999193,478,0,10
HLS0355,11,2,REI-D205,14,Mekelweg/Watermanweg Delft,NL:Q:42076501,0,4.380148,51.991551,479,0,15
HLS0356,10,1,REI-D205,15,Mekelweg/Watermanweg Delft,NL:Q:42076502,0,4.380181,51.991353,480,0,10
HLS0357,9,1,REI-D205,16,Mekelweg/Heertjeslaan Delft,NL:Q:42076601,0,4.381908,51.989013,481,0,10
HLS0358,8,1,REI-D205,17,Mekelweg/Heertjeslaan Delft,NL:Q:42076602,0,4.382124,51.988485,482,0,10
NEW,6,1,REI-D205,18,Beethovenlaan 230 Delft,NL:Q:42006901,0,4.339447,51.989874,483,0,10
HLS0222,18,1,REI-D301,1,Oude Landstraat 166 's-Gravenzande,NL:Q:42021201,0,4.170661,52.001976,484,0,10
HLS0223,25,1,REI-D301,2,Oude Landstraat 170 's-Gravenzande,NL:Q:42021202,0,4.170941,52.001853,485,0,10
HLS0228,17,1,REI-D301,3,Kon Julianalaan/van Heuven Goedhart's-Gravenzande l aan,NL:Q:42021701,0,4.167944,52.00709,486,0,10
HLS0229,26,1,REI-D301,4,Kon Julianalaan/van Heuven 's-Gravenzande aan,NL:Q:42021702,0,4.169036,52.00604,487,0,10
HLS0232,19,2,REI-D301,5,Oude Landstraat 2A 's-Gravenzande,NL:Q:42022002,0,4.164353,52.000419,488,0,15
HLS0233,20,1,REI-D301,6,Vestdijklaan 11 's-Gravenzande,NL:Q:42022301,0,4.160197,51.999548,489,0,10
HLS0234,23,1,REI-D301,7,Vestdijklaan 3 's-Gravenzande,NL:Q:42022302,0,4.160418,51.99947,490,0,10
HLS0237,21,2,REI-D301,8,Zandeveltstraat 's-Gravenzande,NL:Q:42023301,0,4.157834,52.001825,491,0,15
HLS0263,15,1,REI-D301,9,Acaciastraat 1 Monster,NL:Q:42035102,0,4.170375,52.023241,492,0,10
HLS0264,13,1,REI-D301,10,Molenstraat 224 Monster,NL:Q:42035202,0,4.177758,52.02934,493,0,10
HLS0267,16,1,REI-D301,11,Hortensiastraat 50 Monster,NL:Q:42035302,0,4.167514,52.021279,494,0,10
HLS0268,3,2,REI-D301,12,Haagweg 119 Monster,NL:Q:42035601,0,4.198669,52.04256,495,0,15
HLS0270,5,1,REI-D301,13,Haagweg 37 Monster,NL:Q:42035701,0,4.190327,52.038898,496,0,10
HLS0271,6,1,REI-D301,14,Haagweg 37 Monster,NL:Q:42035702,0,4.190618,52.03891,497,0,10
HLS0272,1,2,REI-D301,15,Haagweg 157 Monster,NL:Q:42035801,0,4.204602,52.044759,498,1,35
HLS0274,14,1,REI-D301,16,Goudenregenstraat 2 Monster,NL:Q:42035902,0,4.173231,52.026471,499,0,10
HLS0276,10,1,REI-D301,17,Molenweg 7 Monster,NL:Q:42036001,0,4.184063,52.02411,500,0,10
HLS0277,9,1,REI-D301,18,Molenweg 7 Monster,NL:Q:42036002,0,4.184529,52.023558,501,0,10
HLS0278,8,1,REI-D301,19,Haagweg/Rijnweg Monster,NL:Q:42036201,0,4.180218,52.032161,502,0,10
HLS0279,7,1,REI-D301,20,Haagweg/Rijnweg Monster,NL:Q:42036202,0,4.180531,52.032425,503,0,10
HLS0422,11,1,REI-D301,21,Molenweg 2 Monster,NL:Q:54290170,0,4.179956,52.028895,504,0,10
HLS0423,12,1,REI-D301,22,Molenweg 45 Monster,NL:Q:54290180,0,4.180755,52.028427,505,0,10
HLS0238,14,1,REI-D302,1,Dijkweg Voorbij Stationsweg Honselersdijk,NL:Q:42024101,0,4.223653,52.006144,506,0,10
HLS0239,11,1,REI-D302,2,Dijkweg Voorbij Stationsweg Honselersdijk,NL:Q:42024102,0,4.223801,52.006595,507,0,10
HLS0240,13,1,REI-D302,3,Nieuweweg 11 Honselersdijk,NL:Q:42024201,0,4.220332,52.008933,508,0,10
HLS0241,12,1,REI-D302,4,Nieuweweg 11 Honselersdijk,NL:Q:42024202,0,4.220361,52.008943,509,0,10
HLS0243,10,1,REI-D302,5,Dijkweg 143 Honselersdijk,NL:Q:42024602,0,4.221426,52.003281,510,0,10
HLS0244,1,2,REI-D302,6,Heulweg 43B Kwintsheul,NL:Q:42026501,0,4.261825,52.019045,511,0,15
HLS0245,3,1,REI-D302,7,Kerkstraat/de Raaphorst Kwintsheul,NL:Q:42026601,0,4.254182,52.014756,512,0,10
HLS0246,4,1,REI-D302,8,Kerkstraat/de Raaphorst Kwintsheul,NL:Q:42026602,0,4.254327,52.014803,513,0,10
HLS0281,16,1,REI-D302,9,Grote Woerdlaan 28 Naaldwijk,NL:Q:42040101,0,4.209037,51.999203,514,0,10
HLS0282,19,1,REI-D302,10,Grote Woerdlaan 23D Naaldwijk,NL:Q:42040102,0,4.209049,51.999293,515,0,10
HLS0283,17,1,REI-D302,11,Grote Woerdlaan 36B Naaldwijk,NL:Q:42040401,0,4.206886,52.001815,516,0,10
HLS0284,18,1,REI-D302,12,Grote Woerdlaan/Industriestraat Naaldwijk,NL:Q:42040402,0,4.207424,52.00129,517,0,10
HLS0285,9,1,REI-D302,13,Dijkweg 56 Naaldwijk,NL:Q:42040501,0,4.21452,51.998916,518,0,10
HLS0286,15,1,REI-D302,14,Dijkweg 56 Naaldwijk,NL:Q:42040502,0,4.214495,51.998745,519,0,10
HLS0287,21,1,REI-D302,15,Secretaris Verhoefweg/Linde Naaldwijk,NL:Q:42040601,0,4.20289,51.992076,520,0,10
HLS0288,7,1,REI-D302,16,Secretaris Verhoefweg/Linde Naaldwijk,NL:Q:42040602,0,4.202326,51.993041,521,0,10
HLS0289,20,1,REI-D302,17,van der Hoevenstraat/Lage Woerd Naaldwijk,NL:Q:42040701,0,4.206266,51.99602,522,0,10
HLS0290,8,1,REI-D302,18,van der Hoevenstraat/Lage Woerd Naaldwijk,NL:Q:42040702,0,4.206525,51.996148,523,0,10
HLS0291,5,1,REI-D302,19,Middel Broekweg/Pijle Tuinenweg Naaldwijk,NL:Q:42041001,0,4.218898,51.991301,524,0,10
HLS0292,6,1,REI-D302,20,Middel Broekweg/Pijle Tuinenweg Naaldwijk,NL:Q:42041002,0,4.219524,51.991307,525,0,10
HLS0293,23,1,REI-D302,21,Kruisbroekweg/Secretaris VerhoefwegNaaldwijk,NL:Q:42041301,0,4.206109,51.988719,526,0,10
HLS0294,22,1,REI-D302,22,Kruisbroekweg/Secretaris Verhoefweg Naaldwijk,NL:Q:42041302,0,4.205584,51.98875,527,0,10
HLS0009,13,1,REI-D303,1,Hoornseweg/Voorhaven Den Hoorn,NL:Q:42000601,0,4.332541,51.999997,528,0,10
HLS0119,6,1,REI-D303,2,M.A. de Ruyterstraat/Piet Heinstraat De Lier,NL:Q:42008801,0,4.25415,51.975133,529,0,10
HLS0120,5,1,REI-D303,3,M.A. de Ruyterstraat/Piet Heinstraat De Lier,NL:Q:42008802,0,4.254045,51.975231,530,0,10
HLS0121,9,1,REI-D303,4,Diepenburg/Sportlaan De Lier,NL:Q:42009401,0,4.2457,51.977721,531,0,10
HLS0122,10,1,REI-D303,5,Sportlaan/Diepenburg De Lier,NL:Q:42009402,0,4.245231,51.977276,532,0,10
HLS0123,7,1,REI-D303,6,Bleijenburg 37 De Lier,NL:Q:42009501,0,4.250102,51.978635,533,0,10
HLS0224,3,1,REI-D303,7,Koningin Julianalaan/Eikenlaan 's-Gravenzande,NL:Q:42021301,0,4.172801,51.997153,534,0,10
HLS0225,2,1,REI-D303,8,Koningin Julianalaan/Eikenlaan 's-Gravenzande,NL:Q:42021302,0,4.173184,51.997544,535,0,10
HLS0226,4,1,REI-D303,9,Koningin Julianalaan/Heliotroop 's-Gravenzande,NL:Q:42021601,0,4.169892,51.993824,536,0,10
HLS0227,1,1,REI-D303,10,Koningin Julianalaan/Heliotroop 's-Gravenzande,NL:Q:42021602,0,4.169648,51.993139,537,0,10
HLS0322,18,1,REI-D303,11,NA,NL:Q:42070201,0,4.319988,52.000585,538,0,10
HLS0323,17,1,REI-D303,12,Harnasdreef/Hooipolderweg Den Hoorn,NL:Q:42070202,0,4.320035,52.00045,539,0,10
HLS0324,21,1,REI-D303,13,Harnasdreef/Noorhoorn Den Hoorn,NL:Q:42070301,0,4.31931,52.010718,540,0,10
HLS0325,22,1,REI-D303,14,Harnasdreef/Noorhoorn Den Hoorn,NL:Q:42070302,0,4.319169,52.010528,541,0,10
HLS0327,12,1,REI-D303,15,Sportlaan/Kijckerweg De Lier,NL:Q:42071601,0,4.245703,51.974161,542,0,10
HLS0328,11,1,REI-D303,16,Sportlaan/Kijckerweg De Lier,NL:Q:42071602,0,4.245839,51.973965,543,0,10
HLS0359,8,1,REI-D303,17,Bleijenburg 37 De Lier,NL:Q:42009502,0,4.250625,51.978676,544,0,10
HLS0382,14,1,REI-D303,18,Hoornseweg/Voorhaven Den Hoorn,NL:Q:42000102,0,4.32994,51.999137,545,0,10
HLS0383,15,1,REI-D303,19,Rijksstraatweg 1 Den Hoorn,NL:Q:54266300,0,4.322902,51.996863,546,0,10
HLS0384,16,1,REI-D303,20,Harnasdreef/Hooipolderweg Den Hoorn,NL:Q:54266290,0,4.322805,51.996646,547,0,10
HLS0385,19,1,REI-D303,21,Harnasdreef/Aagtenland Den Hoorn,NL:Q:42076702,0,4.319833,52.002804,548,0,10
HLS0386,20,1,REI-D303,22,Harnasdreef/Aagtenland Den Hoorn,NL:Q:42076701,0,4.320165,52.00295,549,0,10
HLS0010,8,1,REI-D304,1,Commandeurskade 14 Maasland,NL:Q:42000602,0,4.332602,51.99988,550,0,10
HLS0248,6,2,REI-D304,2,Hofsingel 47 Maasland,NL:Q:42034001,0,4.273006,51.939087,551,0,15
HLS0250,4,1,REI-D304,3,Hofsingel/Breeveld Maasland,NL:Q:42034101,0,4.275623,51.935589,552,0,10
HLS0251,5,1,REI-D304,4,Hofsingel 47 Maasland,NL:Q:42034102,0,4.275786,51.935455,553,0,10
HLS0252,15,1,REI-D304,5,Hofsingel/Hammerdreef Maasland,NL:Q:42034301,0,4.270345,51.932617,554,0,10
HLS0253,1,1,REI-D304,6,Hofsingel/Hammerdreef Maasland,NL:Q:42034302,0,4.270303,51.932545,555,0,10
HLS0255,2,2,REI-D304,7,Hofsingel/Hammerdreef Maasland,NL:Q:42034402,0,4.275285,51.93279,556,0,15
HLS0256,13,1,REI-D304,8,Kerkweg 34 Maasland,NL:Q:42034901,0,4.27017,51.92973,557,0,10
HLS0257,14,1,REI-D304,9,Kerkweg 34 Maasland,NL:Q:42034902,0,4.270272,51.929695,558,0,10
HLS0258,12,1,REI-D304,10,Oude Veiling/Kortebuurt Maasland,NL:Q:42035001,0,4.272159,51.925147,559,0,10
HLS0259,11,1,REI-D304,11,Oude Veiling/Kortebuurt Maasland,NL:Q:42035002,0,4.272048,51.924948,560,0,10
HLS0260,10,1,REI-D304,12,Oude Veiling/Kortebuurt Maasland,NL:Q:42035003,0,4.272119,51.92502,561,0,10
HLS0261,9,1,REI-D304,13,Oude Veiling/Kortebuurt Maasland,NL:Q:42035004,0,4.272194,51.925087,562,0,10
HLS0173,13,1,REI-N101,1,Ypenburgsestationsweg/Laan van Nootdorp,NL:Q:42016001,1,4.3844,52.052728,563,1,20
HLS0186,12,1,REI-N101,2,Laan van leidscheveen/Ypenburgse Stationweg,NL:Q:42017301,1,4.389089,52.055609,564,1,20
HLS0387,5,1,REI-N101,3,Laan van leidscheveen Metrostation,NL:Q:42014901,1,4.3999,52.064527,565,0,10
HLT5944,21,1,REI-N101,4,Ypenburg Centrum,NL:Q:32005944,1,4.36853595493972,52.0391288704267,566,1,20
HLT5945,22,1,REI-N101,5,Ypenburg Centrum,NL:Q:32005945,1,4.36891194296767,52.0392330598386,567,1,20
HLT9584,1,1,REI-N101,6,Pijlkruidveld 2,NL:Q:32009584,1,4.40108165900463,52.0717987212228,568,1,20
HLT9585,2,1,REI-N101,7,Pijlkruidveld 2,NL:Q:32009585,1,4.40093323341763,52.0720473638773,569,1,20
HLT9586,3,1,REI-N101,8,Pijlkruidveld 55,NL:Q:32009586,1,4.40541711124662,52.068787764524,570,1,20
HLT9587,4,1,REI-N101,9,Pijlkruidveld 55,NL:Q:32009587,1,4.40526871997655,52.0690364128872,571,1,20
HLT9589,6,1,REI-N101,10,Laan van leidscheveen Metrostation,NL:Q:32009589,1,4.40058088815038,52.0649397739547,572,0,10
HLT9591,7,2,REI-N101,11,Laan van leidscheveen Busbaan,NL:Q:32009591,1,4.39519894428563,52.0605521588915,573,1,35
HLT9807,15,1,REI-N101,12,Laan van Nootdorp/Kiekendiefstraat,NL:Q:32009807,1,4.38469074290434,52.051503285978,574,1,20
HLT9808,14,1,REI-N101,13,Laan van Nootdorp/Kiekendiefstraat,NL:Q:32009808,1,4.38478960112798,52.0516461486911,575,1,20
HLT9809,16,1,REI-N101,14,Laan van Nootdorp/Kiekendiefstraat,NL:Q:32009809,1,4.384869,52.050629,576,0,10
HLT9810,20,1,REI-N101,15,Nootdorpse landingslaan/Sperwerksingel,NL:Q:32009810,1,4.37735082015087,52.0448418700634,577,1,20
HLT9811,19,1,REI-N101,16,Nootdorpse landingslaan/Sperwerksingel,NL:Q:32009811,1,4.37650195880983,52.0444382948873,578,1,20
HLT9812,18,1,REI-N101,17,Nootdorpse landingslaan 96,NL:Q:32009812,1,4.38338246287131,52.0488593534543,579,1,20
HLT9813,17,1,REI-N101,18,Nootdorpse landingslaan 96,NL:Q:32009813,1,4.3825299978272,52.0484520886529,580,1,20
HLT9840,11,1,REI-N101,19,Laan van leidscheveen/Ypenburgse Stationweg,NL:Q:32009840,1,4.38912097734583,52.0555804220712,581,1,20
HLT9841,9,2,REI-N101,20,Laan van leidscheveen Busbaan,NL:Q:32009841,1,4.38854215856082,52.0551863067368,582,1,35
HLS0168,13,1,REI-N102,1,Laan van hoornwijk/Laan van Zuidhorn,NL:Q:42015801,1,4.352741,52.047906,583,1,20
HLS0338,4,1,REI-N102,2,Brasserhoutweg/Elzenbroeklaan,NL:Q:42073401,1,4.388105,52.034351,584,0,10
HLS0339,3,1,REI-N102,3,Brasserhoutweg/Elzenbroeklaan,NL:Q:42073402,1,4.387812,52.034429,585,1,20
HLT0701,23,1,REI-N102,4,Jacob pronkstraat 158,NL:Q:32000701,1,4.270413,52.106426,586,1,20
HLT0710,20,1,REI-N102,5,Jacob pronkstraat 158,NL:Q:32000710,1,4.270935,52.104211,587,1,20
HLT0711,21,1,REI-N102,6,Jacob pronkstraat 158,NL:Q:32000711,1,4.27093,52.104436,588,0,10
HLT0716,18,1,REI-N102,7,Duinstraat 25,NL:Q:32000716,1,4.27392447645498,52.1015287836448,589,1,20
HLT0717,19,1,REI-N102,8,Duinstraat 25,NL:Q:32000717,1,4.27371902070202,52.1016904376426,590,1,20
HLT0722,17,1,REI-N102,9,Scheveningseweg 249,NL:Q:32000722,1,4.27932271109937,52.1016326303442,591,0,10
HLT0723,16,1,REI-N102,10,Scheveningseweg 249,NL:Q:32000723,1,4.27914374915143,52.1019367627641,592,0,10
HLT0736,22,1,REI-N102,11,Jacob pronkstraat 158,NL:Q:32000736,1,4.271254,52.106075,593,0,10
HLT0906,14,1,REI-N102,12,Scheveningseweg/Frankenslag,NL:Q:32000906,1,4.28167144043432,52.0998758451442,594,0,10
HLT0907,15,1,REI-N102,13,Scheveningseweg/Frankenslag,NL:Q:32000907,1,4.28184197331151,52.0995644838139,595,0,10
HLT5936,12,1,REI-N102,14,Laan van Hoornwijk/Laan van Ypenburg,NL:Q:32005936,1,4.35280559065153,52.048052673653,596,1,20
HLT5937,11,1,REI-N102,15,Laan van Hoornwijk/Laan van Ypenburg,NL:Q:32005937,1,4.35233259526228,52.0482090258573,597,1,20
HLT5938,9,1,REI-N102,16,Laan van Hoornwijk/Laan van Ypenburg,NL:Q:32005938,1,4.3615932837446,52.0440739277502,598,1,20
HLT5939,10,1,REI-N102,17,Laan van Hoornwijk/Laan van Ypenburg,NL:Q:32005939,1,4.36031850539207,52.044868213384,599,1,20
HLT5940,5,2,REI-N102,18,Laan van Hoornwijk 260,NL:Q:32005940,1,4.36783926710515,52.0407609622897,600,1,35
HLT5941,7,2,REI-N102,19,Laan van Hoornwijk 260,NL:Q:32005941,1,4.36743733488465,52.0411287183752,601,0,15
HLT5946,1,1,REI-N102,20,Rijswijkse Landingslaan 153,NL:Q:32005946,1,4.36299352100497,52.0354353322419,602,1,20
HLT5947,2,1,REI-N102,21,Rijswijkse Landingslaan 153,NL:Q:32005947,1,4.36378922482419,52.035820676143,603,1,20
HLT0221,1,1,REI-N103,1,Gentsestraat 85,NL:Q:32000221,1,4.29012867864292,52.1105794052888,604,1,20
HLT0303,10,1,REI-N103,2,Nieuwe parklaan 48C,NL:Q:32000303,1,4.297212,52.101751,605,1,20
HLT0304,11,1,REI-N103,3,Nieuwe parklaan 48C,NL:Q:32000304,1,4.297435,52.101565,606,0,10
HLT0505,15,1,REI-N103,4,Koninginnegracht 101,NL:Q:32000505,1,4.30769222493858,52.0948443323932,607,1,20
HLT0506,16,1,REI-N103,5,Koninginnegracht 101,NL:Q:32000506,1,4.30794017014534,52.0947297501334,608,0,10
HLT0513,17,1,REI-N103,6,Koninginnegracht 78,NL:Q:32000513,1,4.30954656868491,52.0928694036857,609,1,20
HLT0514,18,1,REI-N103,7,Koninginnegracht 76,NL:Q:32000514,1,4.31008613499564,52.0920374865939,610,1,20
HLT0519,19,1,REI-N103,8,Koninginnegracht 40,NL:Q:32000519,1,4.31178690655662,52.0901285346242,611,1,20
HLT0520,20,1,REI-N103,9,Koninginnegracht 34,NL:Q:32000520,1,4.31229599981853,52.0893832521457,612,1,20
HLT0601,13,2,REI-N103,10,Koninginnegracht/Dokter Aletta Jacobsweg,NL:Q:32000601,1,4.30155820385778,52.0986016936277,613,1,35
HLT0602,12,1,REI-N103,11,George Maduroplein 1,NL:Q:32000602,1,4.29986355533555,52.0993685632631,614,1,20
HLT0708,6,2,REI-N103,12,Circusplein 50,NL:Q:32000708,1,4.28437524751412,52.1102425459662,615,1,35
HLT0714,5,1,REI-N103,13,Jurian kokstraat 292,NL:Q:32000714,1,4.2767961160547,52.104092290617,616,1,20
HLT0715,4,1,REI-N103,14,Jurian kokstraat 292,NL:Q:32000715,1,4.27702886179348,52.1044182310727,617,1,20
HLT0728,8,1,REI-N103,15,Nieuwe parklaan 101,NL:Q:32000728,1,4.28898094852457,52.1075265829005,618,1,20
HLT0729,9,1,REI-N103,16,Nieuwe parklaan 101,NL:Q:32000729,1,4.289415872569,52.1073999838487,619,1,20
HLT0745,2,1,REI-N103,17,Jurriaan Kokstraat 238,NL:Q:32000745,1,4.2644454550736,52.0928347556753,620,0,10
HLT0746,3,1,REI-N103,18,Jurriaan Kokstraat 238,NL:Q:32000746,1,4.27673247155075,52.1039382008905,621,1,20
HLT2309,21,1,REI-N103,19,Koninginnegracht 16,NL:Q:32002309,1,4.31382369622152,52.0877102624311,622,1,20
HLT2310,22,1,REI-N103,20,Koninginnegracht 12,NL:Q:32002310,1,4.31426498328405,52.0869547341402,623,1,20
