,OBJECTID,ID_MAXIMO,AREACODE,HALTENAAM,NLQNR,INSTAP_PWD_NOV_ALLE_PERRONS_19,MAX_INSTAP_PWD_DRUKSTE_UUR_19,MAX_INSTAP_PWD_24,MAAND_MAX_PWD_24,MAX_INSTAP_PWD_DRUKSTE_UUR_24,MAX_INSTAP_PER_UUR_24,UUR_MAX_24,MAAND_UUR_MAX_PWD_24,INSTAP_PWD_REF_MAAND,LIJNEN,BASIS,PLUS,TOP_,CATEGORIE,CODE_CATEGORIE,CODE_OVERSTAP,CODE_RECREATIE,CODE_WIJK,CODE_SEIZOEN,CODE_VISUALISATIE,CRITERIUM_OVERSTAP,CRITERIUM_RECREATIE,CRITERIUM_WIJK,CRITERIUM_SEIZOEN,AANTAL_INWONERS,INSTAPPERS,INST_INW,latitude,longitude
499,888,HLT2818,2818,Gravenstraat,NL:Q:32002818,1227.0,114.0,971,1730419200000,168,17,17,1733011200000,1655.0,2017-01-01 00:00:00,3.0,,,3.0,3,0,1,0,0,30100,,,,,3540.0,51.428571,0.0145,52.0781938015112,4.30943079705871
500,889,HLT2822,2820,HMC Westeinde,NL:Q:32002822,3222.0,328.0,2142,1706745600000,278,8,8,1727740800000,2933.0,2-3-4-6-34,,2.0,1.0,1.0,1,0,1,0,0,10100,,,,,8150.0,449.142857,0.0551,52.0726116890562,4.29962456273991
501,890,HLT2826,2825,Brouwersgracht,NL:Q:32002826,482.0,40.0,271,1733011200000,68,17,17,1733011200000,354.0,6,3.0,,,3.0,3,1,0,0,0,31000,% HTM-overstappers,,,,7573.0,46.666667,0.0062,52.073735331654,4.30533818485168
502,891,HLT2834,2832,Centrum,NL:Q:32002834,10018.0,768.0,6266,1727740800000,654,16,16,1727740800000,8205.0,1-15-17,,2.0,1.0,1.0,1,1,1,0,0,11100,% HTM-overstappers,,,,3722.0,913.666667,0.2455,52.0779664379535,4.31427510151229
503,892,HLT2857,2857,Nieuwe Haven,NL:Q:32002857,162.0,18.0,635,1733011200000,188,8,8,1733011200000,573.0,22-24-28-29,3.0,,,3.0,3,0,0,0,0,30000,,,,,6597.0,14.714286,0.0022,52.0762761181492,4.3181708455341
504,893,HLT2872,2871,CS/Schedeldoekshaven,NL:Q:32002872,,,3027,1725148800000,455,17,17,1725148800000,,1-9-15-16-17,3.0,,,3.0,3,0,0,0,1,30001,,,,Calamiteitenhalte,,,,52.0793821712023,4.32403155918895
505,894,HLT2880,2880,Spui,NL:Q:32002880,13295.0,1156.0,7526,1711929600000,886,17,17,1704067200000,12059.0,2-3-4-6-34,,2.0,1.0,1.0,1,1,1,0,0,11100,% HTM-overstappers,,,,4091.0,728.761905,0.1781,52.0773163177599,4.31441107903569
506,895,HLT2901,2901,Loosduinseweg,NL:Q:32002901,946.0,92.0,738,1717200000000,123,16,16,1711929600000,821.0,11,3.0,,,3.0,3,0,0,0,0,30000,,,,,6519.0,153.095238,0.0235,52.0732868854276,4.29165485674974
507,896,HLT2908,2908,Delftselaan,NL:Q:32002908,1408.0,178.0,1353,1706745600000,198,8,8,1711929600000,1281.0,6-11-12-17,,2.0,,2.0,2,0,0,1,0,20010,,,Supermarkt + bibliotheek <200m,,10517.0,254.047619,0.0242,52.0680768036764,4.29589548751943
508,897,HLT2912,2911,Haagse Markt,NL:Q:32002912,2217.0,253.0,2249,1711929600000,322,13,13,1733011200000,2007.0,6,,2.0,,2.0,2,0,1,1,0,20110,,,Supermarkt + bibliotheek <200m,,11201.0,286.571429,0.0256,52.0671015869102,4.29813618717973
509,898,HLT2916,2915,Vaillantlaan,NL:Q:32002916,1053.0,144.0,298,1709251200000,42,15,15,1727740800000,868.0,6,3.0,,,3.0,3,0,0,0,0,30000,,,,,11784.0,195.047619,0.0166,52.0687964216708,4.30250206144108
510,899,HLT2920,2919,Hoefkade,NL:Q:32002920,2481.0,250.0,1905,1709251200000,261,15,15,1709251200000,2009.0,2017-12-11 00:00:00,,2.0,,2.0,2,0,1,0,0,20100,,,,,10425.0,390.190476,0.0374,52.0628739407509,4.30122725486496
511,900,HLT2924,2921,Wouwermanstraat,NL:Q:32002924,3499.0,244.0,688,1711929600000,125,13,13,1711929600000,2984.0,2016-09-01 00:00:00,,2.0,1.0,1.0,1,1,0,1,0,11010,% HTM-overstappers,,"Aan fietsroute, Instappers/inwoners ochtendspits",,6234.0,571.142857,0.0916,52.061490925532,4.30938797801223
512,901,HLT2932,2931,Haagse Markt,NL:Q:32002932,2403.0,228.0,1649,1711929600000,210,15,15,1711929600000,1880.0,2017-12-11 00:00:00,,2.0,,2.0,2,0,1,1,0,20110,,,Supermarkt + bibliotheek <200m,,11160.0,333.619048,0.0299,52.0661873862651,4.29803447053404
513,902,HLT3002,3001,Loosduinseweg,NL:Q:32003002,733.0,97.0,304,1711929600000,75,17,17,1711929600000,502.0,12,3.0,,,3.0,3,0,0,0,0,30000,,,,,9141.0,142.571429,0.0156,52.0706476241326,4.28518198439579
514,903,HLT3006,3005,Paul Krugerplein,NL:Q:32003006,1571.0,112.0,235,1709251200000,59,12,12,1727740800000,1278.0,12,3.0,,,3.0,3,0,0,0,0,30000,,,,,9203.0,279.761905,0.0304,52.0689202936046,4.2894514356678
515,904,HLT3010,3009,Schalk Burgerstraat,NL:Q:32003010,317.0,40.0,208,1711929600000,38,8,8,1730419200000,358.0,25,3.0,,,3.0,3,0,0,0,0,30000,,,,,10736.0,59.619048,0.0056,52.0650347876347,4.29303676506319
516,905,HLT3104,3103,Valkenboslaan,NL:Q:32003104,782.0,162.0,1243,1733011200000,209,8,8,1730419200000,1151.0,2006-04-02 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,9697.0,173.285714,0.0179,52.0688012799954,4.27713687133664
517,906,HLT3116,3115,Nunspeetlaan,NL:Q:32003116,792.0,119.0,227,1709251200000,39,8,8,1711929600000,852.0,6,3.0,,,3.0,3,0,0,0,0,30000,,,,,9541.0,157.190476,0.0165,52.0667612947791,4.28503560811391
518,907,HLT3122,3121,De la Reyweg,NL:Q:32003122,978.0,192.0,387,1730419200000,68,8,8,1730419200000,505.0,25,,2.0,,2.0,2,0,0,0,0,20000,,,,,11392.0,245.238095,0.0215,52.0634384554823,4.28896101903139
519,908,HLT3202,3201,Volendamlaan,NL:Q:32003202,160.0,26.0,52,1722470400000,17,16,16,1711929600000,151.0,21-23-26,3.0,,,3.0,3,0,0,0,0,30000,,,,,6145.0,26.761905,0.0044,52.0622208895183,4.26084791879404
520,909,HLT3210,3209,Escamplaan,NL:Q:32003210,95.0,15.0,103,1704067200000,27,14,14,1733011200000,84.0,21-23-26,3.0,,,3.0,3,0,0,0,0,30000,,,,,5548.0,19.47619,0.0035,52.0592943612872,4.26362238597099
521,910,HLT3216,3215,Leyenburg,NL:Q:32003216,4019.0,376.0,3139,1733011200000,363,8,8,1727740800000,3948.0,2025-06-04 00:00:00,,2.0,1.0,1.0,1,1,1,1,0,11110,% HTM-overstappers,,Instappers/inwoners ochtendspits,,4183.0,693.857143,0.1659,52.0571205689014,4.26592523105761
522,911,HLT3237,3217,Leyenburg,,1873.0,216.0,846,1717200000000,147,8,8,1709251200000,1707.0,23-26,,2.0,,2.0,2,1,1,1,0,21110,% HTM-overstappers,,Instappers/inwoners ochtendspits,,4315.0,339.809524,0.0788,52.0569338291514,4.26589068757737
523,912,HLT3306,3305,Beresteinlaan,NL:Q:32003306,850.0,187.0,33,1706745600000,19,9,9,1706745600000,710.0,4,,2.0,,2.0,2,0,0,0,0,20000,,,,,3083.0,97.47619,0.0316,52.0423708252707,4.24939624277494
524,913,HLT3312,3311,De Rade,NL:Q:32003312,703.0,162.0,38,1706745600000,12,12,12,1706745600000,612.0,4,,2.0,,2.0,2,0,0,0,0,20000,,,,,3586.0,105.476191,0.0294,52.0478765954369,4.25808669773781
525,914,HLT3319,3318,Beresteinlaan,NL:Q:32003319,539.0,89.0,21,1722470400000,7,15,15,1717200000000,420.0,25-39,3.0,,,3.0,3,0,0,0,0,30000,,,,,7054.0,87.761905,0.0124,52.0411331030516,4.25645385688362
526,915,HLT3323,3322,Hertenrade,NL:Q:32003323,335.0,73.0,65,1733011200000,17,15,15,1709251200000,346.0,21-25-39,3.0,,,3.0,3,0,0,0,0,30000,,,,,4609.0,75.238095,0.0163,52.0453663001048,4.26385473215324
527,916,HLT3330,3330,Beresteinlaan,NL:Q:32003330,1283.0,290.0,34,1717200000000,10,8,8,1717200000000,1059.0,9,,2.0,,2.0,2,0,0,0,0,20000,,,,,4985.0,284.238095,0.057,52.0366695771023,4.26093593488453
528,917,HLT3335,3335,Wolweversgaarde,NL:Q:32003335,670.0,137.0,741,1711929600000,121,8,8,1719792000000,654.0,9,3.0,,,3.0,3,0,0,0,0,30000,,,,,3620.0,127.809524,0.0353,52.041175012033,4.26963416873171
529,918,HLT3339,3337,Lozerlaan,NL:Q:32003339,178.0,28.0,113,1704067200000,39,9,9,1711929600000,197.0,21-23-24-25,3.0,,,3.0,3,0,0,0,0,30000,,,,,2417.0,43.428571,0.018,52.0309099898917,4.26120043377742
530,919,HLT3343,3342,Vrederustlaan,NL:Q:32003343,95.0,37.0,10,1706745600000,8,18,18,1706745600000,112.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,5041.0,36.428571,0.0072,52.0360149317233,4.271386624325
531,920,HLT3359,3358,Melis Stokelaan,NL:Q:32003359,53.0,10.0,69,1717200000000,18,12,12,1730419200000,257.0,25,3.0,,,3.0,3,0,0,0,0,30000,,,,,2640.0,8.047619,0.003,52.0350887372042,4.25429952598057
532,921,HLT3364,3363,Erasmusweg,NL:Q:32003364,42.0,12.0,43,1704067200000,18,12,12,1709251200000,29.0,25,3.0,,,3.0,3,0,0,0,0,30000,,,,,2453.0,5.238095,0.0021,52.0318343850798,4.25748128377907
533,922,HLT3402,3401,Dedemsvaartweg,NL:Q:32003402,284.0,54.0,67,1725148800000,36,17,17,1725148800000,253.0,4,3.0,,,3.0,3,0,0,0,0,30000,,,,,3321.0,51.761905,0.0156,52.0500446242387,4.26202096190482
534,923,HLT3406,3405,Meppelweg,NL:Q:32003406,247.0,38.0,186,1704067200000,36,8,8,1730419200000,280.0,21-23,3.0,,,3.0,3,0,0,0,0,30000,,,,,6031.0,60.52381,0.01,52.0526932210473,4.27159931046594
535,924,HLT3410,3409,Gramsbergenlaan,NL:Q:32003410,32.0,20.0,173,1730419200000,32,8,8,1706745600000,158.0,25,3.0,,,3.0,3,0,0,0,0,30000,,,,,5729.0,0.0,0.0,52.0533970975609,4.27510786782432
536,925,HLT3414,3413,Leyweg,NL:Q:32003414,2583.0,225.0,1662,1714521600000,204,15,15,1709251200000,2473.0,21-23-25,,2.0,1.0,1.0,1,1,0,0,0,11000,% HTM-overstappers,,,,6324.0,390.238095,0.0617,52.0501525582492,4.27493207188515
537,926,HLT3420,3358,Melis Stokelaan,NL:Q:32003420,53.0,10.0,281,1730419200000,62,8,8,1725148800000,257.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,2640.0,8.047619,0.003,52.0467214789497,4.27898245551016
538,927,HLT3425,3424,Loevesteinlaan,NL:Q:32003425,1528.0,236.0,1223,1709251200000,197,8,8,1706745600000,1257.0,2016-09-01 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,4686.0,307.238095,0.0656,52.0484351306379,4.283525971448
539,928,HLT3437,3437,Dalerveenstraat,NL:Q:32003437,,,44,1725148800000,15,8,8,1730419200000,68.0,23,,,,,3,0,0,0,0,30000,,,,,,,,52.0496709143165,4.27931534507729
540,929,HLT3443,3442,Steenwijklaan,NL:Q:32003443,269.0,31.0,186,1709251200000,27,8,8,1709251200000,210.0,16,3.0,,,3.0,3,0,0,0,0,30000,,,,,4337.0,61.047619,0.0141,52.0419446233877,4.2766803436157
541,930,HLT3604,3603,Zuiderpark,NL:Q:32003604,1673.0,233.0,401,1730419200000,93,18,18,1711929600000,1413.0,2016-09-01 00:00:00,,2.0,,2.0,2,0,1,1,0,20110,,,Instappers/inwoners ochtendspits,,2938.0,216.190476,0.0736,52.0526982889198,4.29133029850567
542,931,HLT3610,3609,Hardenbroekstraat,NL:Q:32003610,610.0,95.0,145,1704067200000,31,8,8,1730419200000,454.0,16,3.0,,,3.0,3,0,0,0,0,30000,,,,,5458.0,113.761905,0.0208,52.0452110950404,4.29036879326267
543,932,HLT3615,3614,Betje Wolffstraat,NL:Q:32003615,535.0,88.0,197,1730419200000,33,15,15,1709251200000,626.0,16,3.0,,,3.0,3,0,0,0,0,30000,,,,,5640.0,108.666667,0.0193,52.0470724294388,4.29385597877335
544,933,HLT3621,3620,Heeswijkplein,NL:Q:32003621,619.0,102.0,245,1711929600000,54,9,9,1711929600000,583.0,16,3.0,,,3.0,3,0,0,0,0,30000,,,,,5698.0,116.809524,0.0205,52.0521629642449,4.30339390109792
545,934,HLT3627,3626,Station Moerwijk,NL:Q:32003627,782.0,101.0,428,1706745600000,77,16,16,1706745600000,665.0,16,3.0,,,3.0,3,1,0,0,0,31000,"% HTM-overstappers, Treinstation <250m",,,,5264.0,118.714286,0.0226,52.054410052984,4.30723747248177
546,935,HLT3702,3701,Dynamostraat,NL:Q:32003702,429.0,70.0,567,1709251200000,107,20,20,1709251200000,625.0,2016-09-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,3851.0,78.047619,0.0203,52.0593523899421,4.30702172293672
547,936,HLT3802,3801,Goudriaankade,NL:Q:32003802,1018.0,99.0,348,1727740800000,59,8,8,1730419200000,719.0,15-26-40,3.0,,,3.0,3,0,0,0,0,30000,,,,,5100.0,162.285714,0.0318,52.0679019649761,4.32794628056496
548,937,HLT3808,3807,Neherkade,NL:Q:32003808,243.0,51.0,87,1714521600000,29,16,16,1717200000000,185.0,22-29,3.0,,,3.0,3,0,0,0,0,30000,,,,,7240.0,74.380952,0.0103,52.0610015648897,4.31835416602612
549,938,HLT3814,3813,Van Musschenbroekstraat,NL:Q:32003814,736.0,109.0,908,1711929600000,173,8,8,1727740800000,730.0,2015-01-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,8760.0,132.333333,0.0151,52.0656724034642,4.32972266941567
550,939,HLT3819,3819,Jonckbloetplein,NL:Q:32003819,1834.0,258.0,545,1719792000000,65,8,8,1719792000000,1721.0,22-29,,2.0,,2.0,2,0,0,0,0,20000,,,,,9554.0,375.809524,0.0393,52.0587886410883,4.32137820675742
551,940,HLT3823,3823,Lorentzplein,NL:Q:32003823,2620.0,327.0,1636,1711929600000,225,8,8,1706745600000,2338.0,1-16-17,,2.0,1.0,1.0,1,0,0,0,0,10000,,,,,10994.0,515.428571,0.0469,52.0614648822821,4.32652077388306
552,941,HLT3829,3829,Alberdingk Thijmstraat,NL:Q:32003829,225.0,47.0,84,1704067200000,19,8,8,1709251200000,178.0,22-29,3.0,,,3.0,3,0,0,0,0,30000,,,,,5706.0,71.142857,0.0125,52.0519980239806,4.3130338564257
553,942,HLT3833,3833,Jan van Beersstraat,NL:Q:32003833,109.0,23.0,43,1719792000000,19,18,18,1719792000000,113.0,22-29,3.0,,,3.0,3,0,0,0,0,30000,,,,,6109.0,30.142857,0.0049,52.0557150313279,4.32339259232234
554,943,HLT3839,3839,Leeghwaterplein,NL:Q:32003839,2749.0,318.0,2051,1711929600000,275,15,15,1706745600000,2411.0,1-15-16-17,,2.0,1.0,1.0,1,0,1,0,0,10100,,,,,4696.0,195.142857,0.0416,52.0663730395546,4.32147481602882
555,944,HLT3846,3846,Station Hollands Spoor,NL:Q:32003846,1620.0,271.0,1020,1709251200000,150,16,16,1725148800000,1122.0,22-26-29-39,,2.0,,2.0,2,1,0,0,0,21000,"% HTM-overstappers, Treinstation <250m",,,,7450.0,259.190476,0.0348,52.0687325197534,4.32281645693872
556,945,HLT3859,3859,Megastores hoofdingang,NL:Q:32003859,376.0,84.0,89,1730419200000,22,12,12,1730419200000,291.0,22-26-29,3.0,,,3.0,3,0,1,0,0,30100,,,,,5332.0,21.095238,0.004,52.0667390942887,4.31862063254475
557,946,HLT3905,3905,Wegastraat,NL:Q:32003905,366.0,55.0,45,1719792000000,24,9,9,1719792000000,115.0,26-28,3.0,,,3.0,3,0,0,0,0,30000,,,,,2238.0,29.690476,0.0133,52.0689586013162,4.33705246394757
558,947,HLT3917,3916,Regulusweg,,,,417,1717200000000,107,17,17,1706745600000,353.0,26-28,,,,,3,0,0,0,0,30000,,,,,,,,52.0686079999216,4.35175200193887
559,948,HLT4010,4009,Hoge Veld,NL:Q:32004010,1235.0,272.0,1134,1704067200000,211,8,8,1730419200000,1039.0,16,,2.0,,2.0,2,0,0,0,0,20000,,,,,5769.0,299.761905,0.052,52.0316424774166,4.28596109888534
560,949,HLT4014,4013,Parijsplein,NL:Q:32004014,1080.0,262.0,1049,1709251200000,183,8,8,1714521600000,877.0,16-17,,2.0,,2.0,2,0,0,0,0,20000,,,,,5107.0,283.952381,0.0556,52.019644995871,4.2950268023853
561,950,HLT5104,5103,Herenstraat,NL:Q:32005104,1428.0,119.0,695,1733011200000,106,19,19,1733011200000,1195.0,2015-01-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,5659.0,219.428571,0.0388,52.056189505992,4.33833249045447
562,951,HLT5108,5107,Hoornbrug,NL:Q:32005108,518.0,88.0,427,1711929600000,83,8,8,1706745600000,499.0,2015-01-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,4023.0,118.047619,0.0293,52.054007423597,4.34058906686933
563,952,HLT5210,5209,Hendrik Ravesteijnplein,NL:Q:32005210,208.0,19.0,168,1719792000000,34,14,14,1706745600000,165.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,3714.0,38.047619,0.0102,52.0488761218358,4.33243828475078
564,953,HLT5216,5215,Van Vredenburchweg,NL:Q:32005216,306.0,44.0,277,1725148800000,47,22,22,1709251200000,286.0,17,3.0,,,3.0,3,0,0,0,0,30000,,,,,1969.0,58.190476,0.0296,52.0527321013988,4.32740315411385
565,954,HLT5302,5301,Van Vredenburchweg,NL:Q:32005302,168.0,30.0,147,1714521600000,62,13,13,1725148800000,145.0,22-29,3.0,,,3.0,3,0,0,0,0,30000,,,,,1349.0,19.47619,0.0144,52.0458830603638,4.31725159627073
566,955,HLT5306,5305,Huis te Landelaan,NL:Q:32005306,56.0,14.0,71,1719792000000,19,8,8,1704067200000,31.0,22-23,3.0,,,3.0,3,0,0,0,0,30000,,,,,3056.0,16.952381,0.0055,52.0430430544269,4.32267302924939
567,956,HLT5310,5309,Dr. H. Colijnlaan,NL:Q:32005310,333.0,46.0,442,1719792000000,53,14,14,1719792000000,328.0,22-23-29,3.0,,,3.0,3,0,0,0,0,30000,,,,,3459.0,67.714286,0.0196,52.0415368283193,4.3229862303743
568,957,HLT5410,5409,Prinses Beatrixlaan,NL:Q:32005410,200.0,30.0,100,1725148800000,23,13,13,1725148800000,191.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,3769.0,21.380952,0.0057,52.0388591975277,4.31308243398175
569,958,HLT5414,5413,Bogaard stadscentrum,NL:Q:32005414,924.0,70.0,536,1709251200000,74,17,17,1733011200000,761.0,17,3.0,,,3.0,3,0,1,0,0,30100,,,,,4036.0,85.714286,0.0212,52.0346017033615,4.31703175391466
570,959,HLT5502,5501,Sammersweg,NL:Q:32005502,102.0,13.0,90,1704067200000,29,16,16,1704067200000,105.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,2118.0,20.0,0.0094,52.0428064498108,4.29462041120386
571,960,HLT5510,5509,Minister van den Tempellaan,NL:Q:32005510,153.0,15.0,105,1711929600000,24,8,8,1714521600000,146.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,2791.0,25.714286,0.0092,52.0376487418384,4.30770437054337
572,961,HLT5520,5519,Prinses Marijkesingel,NL:Q:32005520,47.0,16.0,59,1725148800000,17,7,7,1727740800000,39.0,22,3.0,,,3.0,3,0,0,0,0,30000,,,,,3898.0,18.285714,0.0047,52.0342422081211,4.30286816853447
573,962,HLT5604,5603,Albert Schweitzerlaan,NL:Q:32005604,93.0,26.0,20,1704067200000,8,8,8,1717200000000,101.0,22,3.0,,,3.0,3,0,0,0,0,30000,,,,,4800.0,24.428571,0.0051,52.0279289614985,4.31206845185897
574,963,HLT5614,5613,Weidedreef,NL:Q:32005614,220.0,56.0,254,1733011200000,63,8,8,1725148800000,229.0,17,3.0,,,3.0,3,0,0,0,0,30000,,,,,3036.0,61.285714,0.0202,52.028079559105,4.31896229268252
575,964,HLT5618,5617,Eikelenburg,NL:Q:32005618,92.0,26.0,112,1709251200000,23,8,8,1727740800000,72.0,17,3.0,,,3.0,3,0,0,0,0,30000,,,,,964.0,26.285714,0.0273,52.0224480089449,4.30588733743066
576,965,HLT5704,5703,Admiraal Helfrichsingel,NL:Q:32005704,223.0,54.0,238,1717200000000,55,10,10,1717200000000,214.0,17,3.0,,,3.0,3,0,0,0,0,30000,,,,,5015.0,58.285714,0.0116,52.0324730682506,4.31771413806666
577,966,HLT5842,5841,Patentlaan,NL:Q:32005842,506.0,127.0,325,1727740800000,86,17,17,1717200000000,296.0,17,3.0,,,3.0,3,0,0,0,0,30000,,,,,47.0,5.52381,0.1175,52.0415727946251,4.33913454773074
578,967,HLT5902,5901,Broekpolder,NL:Q:32005902,255.0,65.0,369,1711929600000,111,14,14,1717200000000,410.0,1,3.0,,,3.0,3,1,0,0,0,31000,P&R <100m,,,,1450.0,13.47619,0.0093,52.0497531260974,4.34550231404302
579,968,HLT5908,5907,Verffabriek,NL:Q:32005908,47.0,8.0,44,1725148800000,19,17,17,1717200000000,51.0,1,3.0,,,3.0,3,0,0,0,0,30000,,,,,138.0,2.952381,0.0214,52.0336863153272,4.34613686803047
580,969,HLT5939,5938,Laan van Ypenburg,NL:Q:32005939,634.0,115.0,762,1730419200000,167,11,11,1730419200000,693.0,15,3.0,,,3.0,3,0,0,0,0,30000,,,,,949.0,44.809524,0.0472,52.044868213384,4.36031850539207
581,970,HLT5945,5944,Ypenburg Centrum,NL:Q:32005945,481.0,62.0,273,1727740800000,77,8,8,1717200000000,394.0,19,3.0,,,3.0,3,0,0,0,0,30000,,,,,3668.0,124.238095,0.0339,52.0392330598386,4.36891194296767
582,971,HLT6020,6019,Dorpskade,NL:Q:32006020,431.0,80.0,14,1704067200000,14,7,7,1704067200000,359.0,16-17,3.0,,,3.0,3,0,0,0,0,30000,,,,,2265.0,107.714286,0.0476,52.0170138335606,4.28845627278347
583,972,HLT7101,7101,Binckhorstlaan,NL:Q:32007101,131.0,11.0,101,1727740800000,22,17,17,1727740800000,131.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,3621.0,23.904762,0.0066,52.0598141788463,4.34465715764716
584,973,HLT7105,7105,Redenburgstraat,NL:Q:32007105,35.0,12.0,86,1725148800000,24,13,13,1725148800000,48.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,3128.0,1.428571,0.0005,52.0645776942331,4.35337321253822
585,974,HLT7113,7110,Voorburg Station,NL:Q:32007113,789.0,65.0,24,1709251200000,23,9,9,1709251200000,510.0,26-28,3.0,,,3.0,3,1,0,0,0,31000,"% HTM-overstappers, Treinstation <250m",,,,2507.0,100.095238,0.0399,52.0664832235927,4.3589950342135
586,975,HLT7202,7201,Rozenboomlaan,NL:Q:32007202,115.0,17.0,101,1717200000000,19,13,13,1719792000000,102.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,2997.0,22.571429,0.0075,52.0707232130009,4.36505255585816
587,976,HLT7505,7505,Mgr. van Steelaan,NL:Q:32007505,1079.0,164.0,775,1711929600000,125,8,8,1733011200000,955.0,2023-02-01 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,5582.0,190.666667,0.0342,52.077133791357,4.35400509156898
588,977,HLT7509,7509,Koningin Julianaplein,NL:Q:32007509,198.0,27.0,155,1704067200000,39,15,15,1704067200000,191.0,23,3.0,,,3.0,3,0,0,1,0,30010,,,Supermarkt + bibliotheek <200m,,3454.0,25.619048,0.0074,52.0751678581169,4.36128277004125
589,978,HLT7603,7603,Prinses Beatrixlaan,NL:Q:32007603,384.0,70.0,321,1711929600000,62,8,8,1711929600000,349.0,2,3.0,,,3.0,3,0,0,0,0,30000,,,,,4047.0,80.52381,0.0199,52.0793235406654,4.36039675213993
590,979,HLT7703,7703,Essesteijn,NL:Q:32007703,525.0,81.0,422,1733011200000,65,8,8,1733011200000,465.0,2025-06-02 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,3151.0,89.619048,0.0284,52.0869328158668,4.37239652155795
591,980,HLT9003,9003,Brasserskade,NL:Q:32009003,2126.0,367.0,840,1733011200000,140,15,15,1725148800000,1517.0,2019-01-01 00:00:00,,2.0,,2.0,2,0,0,1,0,20010,,,Aan fietsroute,,3586.0,173.190476,0.0483,52.0237858746867,4.35150469184953
592,981,HLT9009,9009,Prinsenhof,NL:Q:32009009,996.0,101.0,540,1733011200000,92,21,21,1733011200000,904.0,2019-01-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,,,,52.0117399481645,4.35348555332166
593,982,HLT9021,9017,Delft Station,NL:Q:32009021,4321.0,313.0,1253,1733011200000,198,7,7,1730419200000,3788.0,19,,2.0,1.0,1.0,1,1,1,1,0,11110,"% HTM-overstappers, Treinstation <250m",,Instappers/inwoners ochtendspits,,4989.0,502.619048,0.1007,52.0080853028587,4.35710364972802
594,983,HLT9104,9103,Hovenpassage,NL:Q:42003202,860.0,134.0,983,1733011200000,141,8,8,1706745600000,964.0,1,3.0,,,3.0,3,0,0,0,0,30000,,,,,,,,51.9992922928571,4.35476511156093
595,984,HLT9110,9109,Van der Slootsingel,NL:Q:32009110,616.0,135.0,762,1725148800000,111,17,17,1733011200000,534.0,1,3.0,,,3.0,3,0,0,0,0,30000,,,,,4536.0,147.476191,0.0325,51.9904382380822,4.3445546140956
596,985,HLT9114,9113,Bikolaan,NL:Q:32009114,387.0,91.0,494,1733011200000,79,8,8,1733011200000,331.0,1,3.0,,,3.0,3,0,0,0,0,30000,,,,,4557.0,102.523809,0.0225,51.9812835003891,4.34172475095003
597,986,HLT9137,9136,Martinus Nijhofflaan,NL:Q:32009137,584.0,81.0,575,1725148800000,95,8,8,1706745600000,599.0,1,3.0,,,3.0,3,0,0,1,0,30010,,,Supermarkt + bibliotheek <200m,,5572.0,83.571429,0.015,51.9964440182983,4.35095978841503
598,987,HLT9504,9503,Burg. Kolfschotenlaan,NL:Q:32009504,722.0,210.0,31,1709251200000,11,8,8,1725148800000,527.0,6,,2.0,,2.0,2,0,0,0,0,20000,,,,,3060.0,106.523809,0.0348,52.0950866466465,4.38963195676799
599,988,HLT9509,9509,HMC Antoniushove,NL:Q:32009509,390.0,69.0,484,1706745600000,79,15,15,1730419200000,532.0,2,3.0,,,3.0,3,0,1,0,0,30100,,,,,2266.0,35.904762,0.0158,52.0923199062351,4.38245129917953
600,989,HLT9581,9580,Weigelia,NL:Q:32009581,525.0,94.0,46,1730419200000,10,15,15,1733011200000,677.0,19,3.0,,,3.0,3,0,1,0,0,30100,,,,,1867.0,60.619048,0.0325,52.0884148371645,4.38231288561803
601,990,HLT9585,9584,Oude Middenweg,NL:Q:32009585,248.0,40.0,132,1733011200000,28,14,14,1733011200000,243.0,19,3.0,,,3.0,3,0,0,0,0,30000,,,,,2102.0,50.380952,0.024,52.0720473638773,4.40093323341763
602,991,HLT9589,9589,Leidschenveen Centrum,NL:Q:32009589,1358.0,193.0,637,1733011200000,102,12,12,1733011200000,1260.0,19,,2.0,,2.0,2,1,0,1,0,21010,% HTM-overstappers,,Supermarkt + bibliotheek <200m,,2918.0,180.714286,0.0619,52.0649397739547,4.40058088815038
