,OBJECTID,ID_MAXIMO,AREACODE,HALTENAAM,NLQNR,INSTAP_PWD_NOV_ALLE_PERRONS_19,MAX_INSTAP_PWD_DRUKSTE_UUR_19,MAX_INSTAP_PWD_24,MAAND_MAX_PWD_24,MAX_INSTAP_PWD_DRUKSTE_UUR_24,MAX_INSTAP_PER_UUR_24,UUR_MAX_24,MAAND_UUR_MAX_PWD_24,INSTAP_PWD_REF_MAAND,LIJNEN,BASIS,PLUS,TOP_,CATEGORIE,CODE_CATEGORIE,CODE_OVERSTAP,CODE_RECREATIE,CODE_WIJK,CODE_SEIZOEN,CODE_VISUALISATIE,CRITERIUM_OVERSTAP,CRITERIUM_RECREATIE,CRITERIUM_WIJK,CRITERIUM_SEIZOEN,AANTAL_INWONERS,INSTAPPERS,INST_INW,latitude,longitude
291,486,HLT2802,2801,Torenstraat,NL:Q:32002802,730.0,109.0,408,1730419200000,78,14,14,1706745600000,786.0,17,3.0,,,3.0,3,0,1,0,0,30100,,,,,6435.0,131.857143,0.0205,52.0785607423589,4.30428214908008
292,487,HLT2806,2805,Buitenhof,NL:Q:32002806,1233.0,229.0,950,1706745600000,199,17,17,1706745600000,1063.0,9-15-17,,2.0,,2.0,2,0,1,0,0,20100,,,,,2257.0,107.285714,0.0475,52.0805263659409,4.31099344641348
293,488,HLT2813,2812,Korte Voorhout,NL:Q:32002813,1013.0,184.0,698,1733011200000,150,17,17,1704067200000,835.0,9-15-17,,2.0,,2.0,2,0,1,0,0,20100,,,,,1634.0,33.809524,0.0207,52.0830528043866,4.31733790239615
294,489,HLT2821,2821,Brouwersgracht,NL:Q:32002821,594.0,107.0,615,1733011200000,91,16,16,1733011200000,542.0,25,3.0,,,3.0,3,1,1,0,0,31100,% HTM-overstappers,,,,6818.0,24.571429,0.0036,52.0735136267444,4.30313565251386
295,490,HLT2825,2825,Brouwersgracht,NL:Q:32002825,482.0,40.0,299,1725148800000,59,16,16,1725148800000,354.0,6,3.0,,,3.0,3,1,0,0,0,31000,% HTM-overstappers,,,,7573.0,46.666667,0.0062,52.0730302725327,4.30580331593658
296,491,HLT2833,2832,Centrum,NL:Q:32002833,10018.0,768.0,3003,1730419200000,519,8,8,1733011200000,8205.0,22-24-28,,2.0,1.0,1.0,1,1,1,0,0,11100,% HTM-overstappers,,,,3722.0,913.666667,0.2455,52.0783222818193,4.31391700558511
297,492,HLT2852,2851,Bierkade,NL:Q:32002852,2826.0,322.0,1432,1717200000000,220,16,16,1717200000000,2409.0,1-9-15-16,,2.0,1.0,1.0,1,0,0,0,0,10000,,,,,7280.0,316.52381,0.0435,52.0757970073703,4.31853881445746
298,493,HLT2871,2871,CS/Schedeldoekshaven,NL:Q:32002871,,,1342,1725148800000,228,16,16,1725148800000,,2017-09-01 00:00:00,3.0,,,3.0,3,0,0,0,1,30001,,,,Calamiteitenhalte,,,,52.0791908978823,4.32325560403187
299,494,HLT2875,2821,Brouwersgracht,NL:Q:32002875,594.0,107.0,205,1727740800000,50,17,17,1727740800000,542.0,25,3.0,,,3.0,3,1,1,0,0,31100,% HTM-overstappers,,,,6818.0,24.571429,0.0036,52.0735100182807,4.30385727528728
300,495,HLT2883,2882,Grote Markt,NL:Q:32002883,6180.0,412.0,4841,1730419200000,656,16,16,1733011200000,5797.0,2-3-4-6-34,,2.0,1.0,1.0,1,0,1,1,0,10110,,,Instappers/inwoners ochtendspits,,5968.0,440.142857,0.0738,52.0753289502033,4.30860532035512
301,496,HLT2904,2903,Monstersestraat,NL:Q:32002904,1821.0,254.0,1643,1727740800000,207,8,8,1727740800000,1841.0,2-3-4-6-11-17,,2.0,,2.0,2,0,0,0,0,20000,,,,,6675.0,326.666667,0.0489,52.0731220821988,4.29336264519704
302,497,HLT2911,2911,Haagse Markt,NL:Q:32002911,2217.0,253.0,668,1717200000000,99,15,15,1733011200000,2007.0,6,,2.0,,2.0,2,0,1,1,0,20110,,,Supermarkt + bibliotheek <200m,,11201.0,286.571429,0.0256,52.0669871709204,4.2978166457898
303,498,HLT2915,2915,Vaillantlaan,NL:Q:32002915,1053.0,144.0,787,1730419200000,114,8,8,1725148800000,868.0,6,3.0,,,3.0,3,0,0,0,0,30000,,,,,11784.0,195.047619,0.0166,52.0688248192272,4.30293087196675
304,499,HLT2919,2919,Hoefkade,NL:Q:32002919,2481.0,250.0,1129,1709251200000,149,8,8,1704067200000,2009.0,2017-12-11 00:00:00,,2.0,,2.0,2,0,1,0,0,20100,,,,,10425.0,390.190476,0.0374,52.0633487916112,4.30086783315109
305,500,HLT2923,2921,Wouwermanstraat,NL:Q:32002923,3499.0,244.0,1401,1709251200000,200,15,15,1709251200000,2984.0,2016-09-01 00:00:00,,2.0,1.0,1.0,1,1,0,1,0,11010,% HTM-overstappers,,"Aan fietsroute, Instappers/inwoners ochtendspits",,6234.0,571.142857,0.0916,52.0611929373284,4.30855225857538
306,501,HLT2931,2931,Haagse Markt,NL:Q:32002931,2403.0,228.0,1265,1717200000000,156,15,15,1711929600000,1880.0,2017-12-11 00:00:00,,2.0,,2.0,2,0,1,1,0,20110,,,Supermarkt + bibliotheek <200m,,11160.0,333.619048,0.0299,52.0665479872153,4.29785211885518
307,502,HLT3001,3001,Loosduinseweg,NL:Q:32003001,733.0,97.0,421,1727740800000,76,8,8,1733011200000,502.0,12,3.0,,,3.0,3,0,0,0,0,30000,,,,,9141.0,142.571429,0.0156,52.0710569018683,4.28463659200617
308,503,HLT3005,3005,Paul Krugerplein,NL:Q:32003005,1571.0,112.0,559,1709251200000,83,8,8,1706745600000,1278.0,12,3.0,,,3.0,3,0,0,0,0,30000,,,,,9203.0,279.761905,0.0304,52.0686974850528,4.2897529881172
309,504,HLT3009,3009,Schalk Burgerstraat,NL:Q:32003009,317.0,40.0,250,1727740800000,41,14,14,1709251200000,358.0,25,3.0,,,3.0,3,0,0,0,0,30000,,,,,10736.0,59.619048,0.0056,52.0647999584986,4.2922575271077
310,505,HLT3103,3103,Valkenboslaan,NL:Q:32003103,782.0,162.0,210,1709251200000,31,8,8,1704067200000,1151.0,2006-04-02 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,9697.0,173.285714,0.0179,52.0684153304045,4.27557705566824
311,506,HLT3115,3115,Nunspeetlaan,NL:Q:32003115,792.0,119.0,874,1730419200000,126,8,8,1709251200000,852.0,6,3.0,,,3.0,3,0,0,0,0,30000,,,,,9541.0,157.190476,0.0165,52.0665716005259,4.28474420965065
312,507,HLT3121,3121,De la Reyweg,NL:Q:32003121,978.0,192.0,236,1730419200000,44,8,8,1711929600000,505.0,25-39,,2.0,,2.0,2,0,0,0,0,20000,,,,,11392.0,245.238095,0.0215,52.0635550932196,4.28893585765551
313,508,HLT3201,3201,Volendamlaan,NL:Q:32003201,160.0,26.0,223,1706745600000,62,13,13,1706745600000,151.0,21-23-26,3.0,,,3.0,3,0,0,0,0,30000,,,,,6145.0,26.761905,0.0044,52.0622454150696,4.25988473489936
314,509,HLT3209,3209,Escamplaan,NL:Q:32003209,95.0,15.0,40,1709251200000,10,8,8,1704067200000,84.0,23-26,3.0,,,3.0,3,0,0,0,0,30000,,,,,5548.0,19.47619,0.0035,52.0594866872479,4.26360454959403
315,510,HLT3215,3215,Leyenburg,NL:Q:32003215,4019.0,376.0,583,1730419200000,110,9,9,1704067200000,3948.0,2025-06-04 00:00:00,,2.0,1.0,1.0,1,1,1,1,0,11110,% HTM-overstappers,,Instappers/inwoners ochtendspits,,4183.0,693.857143,0.1659,52.0565451637029,4.26647908076973
316,511,HLT3220,3219,Zuiderpark,NL:Q:32003220,368.0,69.0,163,1722470400000,40,16,16,1714521600000,272.0,25-26,3.0,,,3.0,3,0,0,0,0,30000,,,,,4359.0,78.857143,0.0181,52.059629346447,4.27930098012377
317,512,HLT3305,3305,Beresteinlaan,NL:Q:32003305,850.0,187.0,882,1727740800000,203,15,15,1706745600000,710.0,4,,2.0,,2.0,2,0,0,0,0,20000,,,,,3083.0,97.47619,0.0316,52.0425275307326,4.24989225427237
318,513,HLT3311,3311,De Rade,NL:Q:32003311,703.0,162.0,737,1706745600000,140,16,16,1711929600000,612.0,4,,2.0,,2.0,2,0,0,0,0,20000,,,,,3586.0,105.476191,0.0294,52.0480386005468,4.25857683441811
319,514,HLT3318,3318,Beresteinlaan,NL:Q:32003318,539.0,89.0,477,1706745600000,81,14,14,1706745600000,420.0,25,3.0,,,3.0,3,0,0,0,0,30000,,,,,7054.0,87.761905,0.0124,52.0405391486485,4.25564423852357
320,515,HLT3322,3322,Hertenrade,NL:Q:32003322,335.0,73.0,381,1706745600000,63,7,7,1725148800000,346.0,21-25,3.0,,,3.0,3,0,0,0,0,30000,,,,,4609.0,75.238095,0.0163,52.0451257772462,4.26367949667824
321,516,HLT3329,3327,De Dreef,NL:Q:32003329,822.0,202.0,787,1709251200000,145,8,8,1727740800000,680.0,9,,2.0,,2.0,2,0,0,1,0,20010,,,Aan fietsroute,,4053.0,234.190476,0.0578,52.0345253049342,4.25710587720181
322,517,HLT3334,3333,Revalidatiecentrum,NL:Q:32003334,1011.0,224.0,1016,1733011200000,174,8,8,1709251200000,869.0,9,,2.0,,2.0,2,0,0,0,0,20000,,,,,4512.0,235.428571,0.0522,52.0399888500646,4.26740300334122
323,518,HLT3338,3350,De Uithof,NL:Q:32003338,382.0,69.0,29,1733011200000,20,6,6,1717200000000,388.0,4,3.0,,,3.0,3,1,1,1,0,31110,P&R <100m,,Instappers/inwoners ochtendspits,,1143.0,84.571429,0.074,52.0394073312545,4.24528314862107
324,519,HLT3342,3342,Vrederustlaan,NL:Q:32003342,95.0,37.0,144,1730419200000,36,7,7,1730419200000,112.0,21,3.0,,,3.0,3,0,0,0,0,30000,,,,,5041.0,36.428571,0.0072,52.0359325997125,4.27168317229995
325,520,HLT3358,3358,Melis Stokelaan,NL:Q:32003358,53.0,10.0,5,1730419200000,4,14,14,1730419200000,257.0,25,3.0,,,3.0,3,0,0,0,0,30000,,,,,2640.0,8.047619,0.003,52.0349639608496,4.25392120665028
326,521,HLT3363,3363,Erasmusweg,NL:Q:32003363,42.0,12.0,5,1730419200000,5,17,17,1730419200000,29.0,25,3.0,,,3.0,3,0,0,0,0,30000,,,,,2453.0,5.238095,0.0021,52.0317204523385,4.25706572185834
327,522,HLT3401,3401,Dedemsvaartweg,NL:Q:32003401,284.0,54.0,296,1727740800000,56,16,16,1711929600000,253.0,4,3.0,,,3.0,3,0,0,0,0,30000,,,,,3321.0,51.761905,0.0156,52.0501378329532,4.26255660294023
328,523,HLT3405,3405,Meppelweg,NL:Q:32003405,247.0,38.0,184,1709251200000,40,15,15,1706745600000,280.0,21-23,3.0,,,3.0,3,0,0,0,0,30000,,,,,6031.0,60.52381,0.01,52.053112189457,4.27089447410194
329,524,HLT3409,3409,Gramsbergenlaan,NL:Q:32003409,32.0,20.0,53,1719792000000,16,8,8,1704067200000,158.0,25,3.0,,,3.0,3,0,0,0,0,30000,,,,,5729.0,0.0,0.0,52.0536654418527,4.27420511612319
330,525,HLT3413,3413,Leyweg,NL:Q:32003413,2583.0,225.0,1348,1730419200000,187,8,8,1704067200000,2473.0,21-23-25-39,,2.0,1.0,1.0,1,1,0,0,0,11000,% HTM-overstappers,,,,6324.0,390.238095,0.0617,52.0500461641258,4.27446096207117
331,526,HLT3419,3358,Melis Stokelaan,NL:Q:32003419,53.0,10.0,187,1730419200000,27,16,16,1730419200000,257.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,2640.0,8.047619,0.003,52.0466957678033,4.27874724633745
332,527,HLT3424,3424,Loevesteinlaan,NL:Q:32003424,1528.0,236.0,406,1711929600000,104,8,8,1730419200000,1257.0,2016-09-01 00:00:00,,2.0,,2.0,2,0,0,0,0,20000,,,,,4686.0,307.238095,0.0656,52.0480717506776,4.28273455452311
333,528,HLT3436,3437,Dalerveenstraat,NL:Q:32003436,,,45,1730419200000,10,8,8,1725148800000,68.0,23,,,,,3,0,0,0,0,30000,,,,,,,,52.0491489091486,4.27935778947973
334,529,HLT3442,3442,Steenwijklaan,NL:Q:32003442,269.0,31.0,126,1706745600000,30,12,12,1704067200000,210.0,16,3.0,,,3.0,3,0,0,0,0,30000,,,,,4337.0,61.047619,0.0141,52.0413212582628,4.27768263924243
335,530,HLT3603,3603,Zuiderpark,NL:Q:32003603,1673.0,233.0,1556,1725148800000,370,22,22,1719792000000,1413.0,2016-09-01 00:00:00,,2.0,,2.0,2,0,1,1,0,20110,,,Instappers/inwoners ochtendspits,,2938.0,216.190476,0.0736,52.0529969284187,4.29208318971726
336,531,HLT3609,3609,Hardenbroekstraat,NL:Q:32003609,610.0,95.0,403,1706745600000,66,15,15,1725148800000,454.0,16,3.0,,,3.0,3,0,0,0,0,30000,,,,,5458.0,113.761905,0.0208,52.0453426202389,4.29084923299252
337,532,HLT3614,3614,Betje Wolffstraat,NL:Q:32003614,535.0,88.0,564,1706745600000,102,8,8,1733011200000,626.0,16,3.0,,,3.0,3,0,0,0,0,30000,,,,,5640.0,108.666667,0.0193,52.0467632262521,4.29351085667194
338,533,HLT3620,3620,Heeswijkplein,NL:Q:32003620,619.0,102.0,762,1711929600000,228,9,9,1711929600000,583.0,16,3.0,,,3.0,3,0,0,0,0,30000,,,,,5698.0,116.809524,0.0205,52.0518907196246,4.303119029258
339,534,HLT3626,3626,Station Moerwijk,NL:Q:32003626,782.0,101.0,561,1730419200000,136,10,10,1714521600000,665.0,16,3.0,,,3.0,3,1,0,0,0,31000,"% HTM-overstappers, Treinstation <250m",,,,5264.0,118.714286,0.0226,52.0546139891587,4.3076566884411
340,535,HLT3701,3701,Dynamostraat,NL:Q:32003701,429.0,70.0,250,1719792000000,75,17,17,1706745600000,625.0,2016-09-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,3851.0,78.047619,0.0203,52.0584603956626,4.3056171224461
341,536,HLT3801,3801,Goudriaankade,NL:Q:32003801,1018.0,99.0,596,1730419200000,83,8,8,1725148800000,719.0,15-26,3.0,,,3.0,3,0,0,0,0,30000,,,,,5100.0,162.285714,0.0318,52.06822467169,4.32774757388169
342,537,HLT3807,3807,Neherkade,NL:Q:32003807,243.0,51.0,193,1719792000000,39,8,8,1725148800000,185.0,22-29,3.0,,,3.0,3,0,0,0,0,30000,,,,,7240.0,74.380952,0.0103,52.0611665389729,4.31843417672131
343,538,HLT3813,3813,Van Musschenbroekstraat,NL:Q:32003813,736.0,109.0,332,1714521600000,187,9,9,1714521600000,730.0,2015-01-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,8760.0,132.333333,0.0151,52.0646290412442,4.33027223658478
344,539,HLT3818,3817,Van Zeggelenlaan,NL:Q:32003818,1162.0,164.0,1085,1704067200000,149,8,8,1711929600000,1146.0,16,,2.0,,2.0,2,0,0,0,0,20000,,,,,7653.0,206.380952,0.027,52.0562602564394,4.31550825469012
345,540,HLT3822,3819,Jonckbloetplein,NL:Q:32003822,1834.0,258.0,1361,1711929600000,220,8,8,1704067200000,1721.0,16-17,,2.0,,2.0,2,0,0,0,0,20000,,,,,9554.0,375.809524,0.0393,52.0588305620621,4.32265214318721
346,541,HLT3828,3827,Wenckebachstraat,NL:Q:32003828,731.0,118.0,180,1719792000000,60,9,9,1714521600000,590.0,2015-01-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,9581.0,165.142857,0.0172,52.0619849391485,4.33275974011202
347,542,HLT3832,3831,Ledeganckplein,NL:Q:32003832,252.0,50.0,103,1709251200000,24,8,8,1704067200000,266.0,22-29,3.0,,,3.0,3,0,0,0,0,30000,,,,,6404.0,66.666667,0.0104,52.0530424479811,4.31718163910084
348,543,HLT3838,3815,Broeksloot,NL:Q:32003838,1167.0,94.0,507,1725148800000,115,8,8,1727740800000,1080.0,2015-01-01 00:00:00,3.0,,,3.0,3,0,0,1,0,30010,,,Supermarkt + bibliotheek <200m,,7708.0,251.190476,0.0326,52.0591005284836,4.3356031245511
349,544,HLT3844,3843,Stieltjesstraat,NL:Q:32003844,97.0,21.0,115,1727740800000,32,12,12,1727740800000,117.0,26,3.0,,,3.0,3,0,0,0,0,30000,,,,,5156.0,20.285714,0.0039,52.0582038775979,4.3120325933739
350,545,HLT3858,3857,Megastores,NL:Q:32003858,31.0,4.0,29,1727740800000,14,9,9,1727740800000,21.0,22-26-29,3.0,,,3.0,3,0,1,0,0,30100,,,,,5552.0,2.0,0.0004,52.0647737440185,4.31476386024955
351,546,HLT3904,3903,Poolsterstraat,NL:Q:32003904,22.0,5.0,8,1714521600000,6,20,20,1730419200000,116.0,28,3.0,,,3.0,3,0,0,0,0,30000,,,,,,,,52.0716611773701,4.33434179462147
352,547,HLT3907,3907,Zonweg,NL:Q:32003907,197.0,45.0,257,1709251200000,76,14,14,1709251200000,351.0,26-28,3.0,,,3.0,3,0,0,0,0,30000,,,,,2184.0,15.978355,0.0073,52.0667989654997,4.34064110329787
353,548,HLT4009,4009,Hoge Veld,NL:Q:32004009,1235.0,272.0,150,1704067200000,40,15,15,1704067200000,1039.0,16,,2.0,,2.0,2,0,0,0,0,20000,,,,,5769.0,299.761905,0.052,52.0312897728364,4.28602077631706
354,549,HLT4013,4013,Parijsplein,NL:Q:32004013,1080.0,262.0,32,1706745600000,10,16,16,1733011200000,877.0,16-17,,2.0,,2.0,2,0,0,0,0,20000,,,,,5107.0,283.952381,0.0556,52.0199652764202,4.29621953295921
355,550,HLT5103,5103,Herenstraat,NL:Q:32005103,1428.0,119.0,978,1725148800000,164,12,12,1714521600000,1195.0,2015-01-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,5659.0,219.428571,0.0388,52.05750234455,4.33734618333628
356,551,HLT5107,5107,Hoornbrug,NL:Q:32005107,518.0,88.0,297,1717200000000,79,14,14,1725148800000,499.0,2015-01-01 00:00:00,3.0,,,3.0,3,0,0,0,0,30000,,,,,4023.0,118.047619,0.0293,52.0536844156873,4.34073304914303
357,552,HLT5209,5209,Hendrik Ravesteijnplein,NL:Q:32005209,208.0,19.0,157,1719792000000,23,8,8,1706745600000,165.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,3714.0,38.047619,0.0102,52.0485101789179,4.3321461608786
358,553,HLT5215,5215,Van Vredenburchweg,NL:Q:32005215,306.0,44.0,167,1733011200000,70,16,16,1711929600000,286.0,17,3.0,,,3.0,3,0,0,0,0,30000,,,,,1969.0,58.190476,0.0296,52.0516821607373,4.32783757211147
359,554,HLT5301,5301,Van Vredenburchweg,NL:Q:32005301,168.0,30.0,66,1733011200000,33,11,11,1704067200000,145.0,22-29,3.0,,,3.0,3,0,0,0,0,30000,,,,,1349.0,19.47619,0.0144,52.045627307611,4.31723815924464
360,555,HLT5305,5305,Huis te Landelaan,NL:Q:32005305,56.0,14.0,24,1706745600000,20,18,18,1706745600000,31.0,22-23,3.0,,,3.0,3,0,0,0,0,30000,,,,,3056.0,16.952381,0.0055,52.043091671383,4.32222550918285
361,556,HLT5309,5309,Dr. H. Colijnlaan,NL:Q:32005309,333.0,46.0,152,1704067200000,26,14,14,1730419200000,328.0,22-23-29,3.0,,,3.0,3,0,0,0,0,30000,,,,,3459.0,67.714286,0.0196,52.0412420016848,4.32266469866809
362,557,HLT5409,5409,Prinses Beatrixlaan,NL:Q:32005409,200.0,30.0,197,1730419200000,42,13,13,1725148800000,191.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,3769.0,21.380952,0.0057,52.0391852071857,4.31328475401611
363,558,HLT5413,5413,Bogaard stadscentrum,NL:Q:32005413,924.0,70.0,244,1730419200000,51,14,14,1730419200000,761.0,17,3.0,,,3.0,3,0,1,0,0,30100,,,,,4036.0,85.714286,0.0212,52.0347583789082,4.31712870452197
364,559,HLT5501,5501,Sammersweg,NL:Q:32005501,102.0,13.0,76,1725148800000,29,8,8,1733011200000,105.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,2118.0,20.0,0.0094,52.0421187966828,4.29600946609224
365,560,HLT5509,5509,Minister van den Tempellaan,NL:Q:32005509,153.0,15.0,93,1733011200000,22,16,16,1704067200000,146.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,2791.0,25.714286,0.0092,52.037754143191,4.30921161315102
366,561,HLT5519,5519,Prinses Marijkesingel,NL:Q:32005519,47.0,16.0,8,1714521600000,6,14,14,1727740800000,39.0,22,3.0,,,3.0,3,0,0,0,0,30000,,,,,3898.0,18.285714,0.0047,52.0343674182027,4.30312728469995
367,562,HLT5603,5603,Albert Schweitzerlaan,NL:Q:32005603,93.0,26.0,138,1709251200000,35,8,8,1704067200000,101.0,22,3.0,,,3.0,3,0,0,0,0,30000,,,,,4800.0,24.428571,0.0051,52.0281387941376,4.31301333597523
368,563,HLT5613,5613,Weidedreef,NL:Q:32005613,220.0,56.0,38,1711929600000,8,8,8,1714521600000,229.0,17,3.0,,,3.0,3,0,0,0,0,30000,,,,,3036.0,61.285714,0.0202,52.0282560038186,4.31899270596348
369,564,HLT5617,5617,Eikelenburg,NL:Q:32005617,92.0,26.0,20,1711929600000,10,12,12,1711929600000,72.0,17,3.0,,,3.0,3,0,0,0,0,30000,,,,,964.0,26.285714,0.0273,52.0224008585053,4.30538452647387
370,565,HLT5703,5703,Admiraal Helfrichsingel,NL:Q:32005703,223.0,54.0,44,1709251200000,14,15,15,1709251200000,214.0,17,3.0,,,3.0,3,0,0,0,0,30000,,,,,5015.0,58.285714,0.0116,52.0321658600796,4.3178193897809
371,566,HLT5841,5841,Patentlaan,NL:Q:32005841,506.0,127.0,136,1706745600000,53,16,16,1706745600000,296.0,17,3.0,,,3.0,3,0,0,0,0,30000,,,,,47.0,5.52381,0.1175,52.0409041472223,4.33773768201718
372,567,HLT5901,5901,Broekpolder,NL:Q:32005901,255.0,65.0,166,1727740800000,71,18,18,1722470400000,410.0,1,3.0,,,3.0,3,1,0,0,0,31000,P&R <100m,,,,1450.0,13.47619,0.0093,52.049463423175,4.34521745670065
373,568,HLT5907,5907,Verffabriek,NL:Q:32005907,47.0,8.0,40,1725148800000,19,18,18,1717200000000,51.0,1,3.0,,,3.0,3,0,0,0,0,30000,,,,,138.0,2.952381,0.0214,52.0334519844824,4.3460703376861
374,569,HLT5938,5938,Laan van Ypenburg,NL:Q:32005938,634.0,115.0,152,1730419200000,52,12,12,1704067200000,693.0,15,3.0,,,3.0,3,0,0,0,0,30000,,,,,949.0,44.809524,0.0472,52.0440739277502,4.3615932837446
375,570,HLT5944,5944,Ypenburg Centrum,NL:Q:32005944,481.0,62.0,277,1733011200000,47,17,17,1704067200000,394.0,19,3.0,,,3.0,3,0,0,0,0,30000,,,,,3668.0,124.238095,0.0339,52.0391288704267,4.36853595493972
376,571,HLT6019,6019,Dorpskade,NL:Q:32006019,431.0,80.0,296,1704067200000,68,7,7,1725148800000,359.0,17,3.0,,,3.0,3,0,0,0,0,30000,,,,,2265.0,107.714286,0.0476,52.0172200280674,4.2897112443319
377,572,HLT7004,7003,Laan van Heldenburg,NL:Q:32007004,164.0,13.0,265,1725148800000,47,11,11,1727740800000,162.0,23,3.0,,,3.0,3,0,1,0,0,30100,,,,,2669.0,16.809524,0.0063,52.0680175615964,4.3629301752768
378,573,HLT7104,7103,Diaconessenhuis,NL:Q:32007104,132.0,13.0,90,1704067200000,19,14,14,1709251200000,122.0,23,3.0,,,3.0,3,0,1,0,0,30100,,,,,2583.0,15.428571,0.006,52.0629524737792,4.35001746873887
379,574,HLT7112,7112,Sonnenburghlaan,NL:Q:32007112,19.0,3.0,57,1725148800000,12,18,18,1725148800000,26.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,3031.0,2.619048,0.0009,52.0654302078706,4.35498299080927
380,575,HLT7201,7201,Rozenboomlaan,NL:Q:32007201,115.0,17.0,77,1725148800000,19,23,23,1717200000000,102.0,23,3.0,,,3.0,3,0,0,0,0,30000,,,,,2997.0,22.571429,0.0075,52.0698080451917,4.36519972888641
381,576,HLT7501,7505,Mgr. van Steelaan,NL:Q:32007501,1079.0,164.0,198,1722470400000,23,14,14,1722470400000,955.0,23,,2.0,,2.0,2,0,0,0,0,20000,,,,,5582.0,190.666667,0.0342,52.0768644050304,4.3543464787347
382,577,HLT7508,7507,Spinozalaan,NL:Q:32007508,162.0,18.0,130,1717200000000,28,9,9,1719792000000,185.0,23,3.0,,,3.0,3,0,0,1,0,30010,,,Supermarkt + bibliotheek <200m,,3664.0,34.238095,0.0093,52.0770603787045,4.36051036640887
383,578,HLT7602,7601,Voorburg 't Loo,NL:Q:32007602,454.0,54.0,460,1706745600000,71,13,13,1706745600000,486.0,2,3.0,,,3.0,3,0,0,1,0,30010,,,Instappers/inwoners ochtendspits,,3333.0,81.333333,0.0244,52.0816554468139,4.3654179890577
384,579,HLT7702,7701,Station Mariahoeve,NL:Q:32007702,183.0,17.0,181,1730419200000,55,16,16,1714521600000,220.0,6,3.0,,,3.0,3,1,0,0,0,31000,"Treinstation <250m, P&R <100m",,,,2800.0,32.619048,0.0116,52.0885517752367,4.36939016033093
385,580,HLT7706,7705,Elzendreef,NL:Q:32007706,132.0,25.0,45,1704067200000,17,8,8,1709251200000,108.0,2,3.0,,,3.0,3,0,0,0,0,30000,,,,,3046.0,22.952381,0.0075,52.0844094308299,4.37036893704879
386,581,HLT9006,9005,Nieuwe Plantage,NL:Q:32009006,736.0,100.0,565,1719792000000,91,8,8,1714521600000,578.0,2019-01-01 00:00:00,3.0,,,3.0,3,0,0,1,0,30010,,,Aan fietsroute,,2819.0,146.047619,0.0518,52.0174807751163,4.35269675363325
387,582,HLT9018,9017,Delft Station,NL:Q:32009018,4321.0,313.0,3312,1719792000000,569,7,7,1730419200000,3788.0,1,,2.0,1.0,1.0,1,1,1,1,0,11110,"% HTM-overstappers, Treinstation <250m",,Instappers/inwoners ochtendspits,,4989.0,502.619048,0.1007,52.0080730919735,4.35704690017701
388,583,HLT9103,9103,Hovenpassage,NL:Q:42003201,860.0,134.0,228,1733011200000,36,17,17,1719792000000,964.0,1,3.0,,,3.0,3,0,0,0,0,30000,,,,,,,,51.9988797312424,4.35471495962988
389,584,HLT9109,9109,Van der Slootsingel,NL:Q:32009109,616.0,135.0,30,1733011200000,9,17,17,1730419200000,534.0,1,3.0,,,3.0,3,0,0,0,0,30000,,,,,4536.0,147.476191,0.0325,51.989599417029,4.34440678289589
390,585,HLT9113,9113,Bikolaan,NL:Q:32009113,387.0,91.0,12,1733011200000,5,8,8,1733011200000,331.0,1,3.0,,,3.0,3,0,0,0,0,30000,,,,,4557.0,102.523809,0.0225,51.9805589184495,4.34185550161043
391,586,HLT9136,9136,Martinus Nijhofflaan,NL:Q:32009136,584.0,81.0,202,1733011200000,36,16,16,1733011200000,599.0,1,3.0,,,3.0,3,0,0,1,0,30010,,,Supermarkt + bibliotheek <200m,,5572.0,83.571429,0.015,51.9963181966809,4.34964855010991
392,587,HLT9503,9503,Burg. Kolfschotenlaan,NL:Q:32009503,722.0,210.0,636,1727740800000,137,14,14,1727740800000,527.0,6,,2.0,,2.0,2,0,0,0,0,20000,,,,,3060.0,106.523809,0.0348,52.0945036431997,4.38847507077644
393,588,HLT9508,9507,Dillenburgsingel,NL:Q:32009508,592.0,119.0,284,1704067200000,199,16,16,1704067200000,516.0,6,3.0,,,3.0,3,0,0,0,0,30000,,,,,3922.0,265.238095,0.0676,52.1000518046261,4.40023570091831
394,589,HLT9580,9580,Weigelia,NL:Q:32009580,525.0,94.0,1332,1733011200000,204,16,16,1733011200000,677.0,19,3.0,,,3.0,3,0,1,0,0,30100,,,,,1867.0,60.619048,0.0325,52.0878444219212,4.38271776509484
