Region index,Region label,Time,Distance driven [km],Speed [kmh],Free flow speed [kmh],Congestion level [%],Travel time per 10 km [min],Road network length [km]
29,Region 50,2024-08-26T12:00,668.151,66.3,78.3,18,9,43.716
29,Region 50,2024-08-26T13:00,737.941,69.5,81.1,16.7,8.6,43.716
29,Region 50,2024-08-26T14:00,797.56,65.7,77.1,17.3,9.1,43.716
29,Region 50,2024-08-26T15:00,885.511,69.6,80.3,15.3,8.6,43.716
29,Region 50,2024-08-26T16:00,1043.66,69,79.8,15.5,8.6,43.716
29,Region 50,2024-08-26T17:00,1222.228,66.3,74.9,12.9,9,43.716
29,Region 50,2024-08-26T18:00,761.022,71.8,79,10,8.3,43.716
29,Region 50,2024-08-26T19:00,494.515,66.8,76.4,14.4,8.9,43.716
29,Region 50,2024-08-26T20:00,344.853,73.5,77.4,5.3,8.1,43.716
29,Region 50,2024-08-26T21:00,302.539,77.5,79.6,2.7,7.7,43.716
29,Region 50,2024-08-26T22:00,195.525,73.1,78.1,6.8,8.2,43.716
29,Region 50,2024-08-26T23:00,115.486,78.3,77.4,0,7.6,43.716
30,Region 51,2024-08-26T00:00,1.042,46.3,50.3,8.6,12.9,21.197
30,Region 51,2024-08-26T01:00,1.382,45.2,50.9,12.5,13.2,21.197
30,Region 51,2024-08-26T02:00,0.795,41.4,52,25.6,14.4,21.197
30,Region 51,2024-08-26T03:00,3.75,55.5,50.9,0,10.8,21.197
30,Region 51,2024-08-26T04:00,3.418,45.1,49.6,10,13.2,21.197
30,Region 51,2024-08-26T05:00,41.756,45.9,51.5,12.2,13,21.197
30,Region 51,2024-08-26T06:00,89.784,46.8,53.4,13.9,12.7,21.197
30,Region 51,2024-08-26T07:00,160.209,47.5,52.2,9.7,12.6,21.197
30,Region 51,2024-08-26T08:00,170.747,48,52.9,10.3,12.4,21.197
30,Region 51,2024-08-26T09:00,114.441,46.4,52.5,13.1,12.9,21.197
30,Region 51,2024-08-26T10:00,99.2,40.9,52.3,27.5,14.6,21.197
30,Region 51,2024-08-26T11:00,112.32,44.9,52.5,16.7,13.3,21.197
30,Region 51,2024-08-26T12:00,115.715,43.8,52.7,20.3,13.6,21.197
30,Region 51,2024-08-26T13:00,131.454,49.2,52.7,7.1,12.1,21.197
30,Region 51,2024-08-26T14:00,138.656,46.6,52.4,12.4,12.8,21.197
30,Region 51,2024-08-26T15:00,138.18,48.1,52.8,9.6,12.4,21.197
30,Region 51,2024-08-26T16:00,198.28,48.1,52.9,9.9,12.4,21.197
30,Region 51,2024-08-26T17:00,265.988,48.4,52.9,9.2,12.3,21.197
30,Region 51,2024-08-26T18:00,108.969,49.4,52.2,5.6,12.1,21.197
30,Region 51,2024-08-26T19:00,49.108,50.7,52.1,2.8,11.8,21.197
30,Region 51,2024-08-26T20:00,61.348,51.8,52.1,0.6,11.5,21.197
30,Region 51,2024-08-26T21:00,41.08,52.1,52.6,0.9,11.5,21.197
30,Region 51,2024-08-26T22:00,19.874,43.4,50.8,16.9,13.7,21.197
30,Region 51,2024-08-26T23:00,12.152,51.3,52,1.3,11.6,21.197
31,Region 52,2024-08-26T00:00,41.796,45.2,52.5,16.1,13.2,56.007
31,Region 52,2024-08-26T01:00,24.224,57.7,58.9,2.1,10.3,56.007
31,Region 52,2024-08-26T02:00,15.997,38.6,51.8,34.1,15.5,56.007
31,Region 52,2024-08-26T03:00,25.402,56.4,51.8,0,10.6,56.007
31,Region 52,2024-08-26T04:00,41.253,47.2,53.6,13.6,12.7,56.007
31,Region 52,2024-08-26T05:00,226.877,50.5,55,8.8,11.8,56.007
31,Region 52,2024-08-26T06:00,501.915,50,56.9,13.8,11.9,56.007
31,Region 52,2024-08-26T07:00,890.844,49.1,56.1,14.2,12.2,56.007
31,Region 52,2024-08-26T08:00,885.778,45.5,54.9,20.6,13.1,56.007
31,Region 52,2024-08-26T09:00,684.013,44.1,55.1,24.9,13.5,56.007
31,Region 52,2024-08-26T10:00,587.062,43.2,54.5,26,13.8,56.007
31,Region 52,2024-08-26T11:00,604.63,45.1,54.1,19.8,13.2,56.007
31,Region 52,2024-08-26T12:00,627.13,44.3,55.1,24.2,13.5,56.007
31,Region 52,2024-08-26T13:00,695.699,47,55,17.1,12.7,56.007
31,Region 52,2024-08-26T14:00,774.855,48.5,56.6,16.7,12.3,56.007
31,Region 52,2024-08-26T15:00,822.526,46.7,55.6,18.9,12.8,56.007
31,Region 52,2024-08-26T16:00,1065.622,46.3,56.6,22.1,12.9,56.007
31,Region 52,2024-08-26T17:00,1070.65,40.6,54.6,34.4,14.7,56.007
31,Region 52,2024-08-26T18:00,600.454,49.5,55.7,12.5,12.1,56.007
31,Region 52,2024-08-26T19:00,288.813,47.3,53.2,12.4,12.6,56.007
31,Region 52,2024-08-26T20:00,248.799,45.9,51.5,12.1,13,56.007
31,Region 52,2024-08-26T21:00,237.393,47.3,54.7,15.7,12.6,56.007
31,Region 52,2024-08-26T22:00,96.815,56.1,56,0,10.6,56.007
31,Region 52,2024-08-26T23:00,69.61,56.8,55,0,10.5,56.007
32,Region 53,2024-08-26T00:00,73.619,56.5,63,11.5,10.6,28.55
32,Region 53,2024-08-26T01:00,47.371,55.4,63.7,14.8,10.8,28.55
32,Region 53,2024-08-26T02:00,34.011,65.9,64.4,0,9,28.55
32,Region 53,2024-08-26T03:00,62.747,70.1,66.3,0,8.5,28.55
32,Region 53,2024-08-26T04:00,149.18,60.2,64.4,6.9,9.9,28.55
32,Region 53,2024-08-26T05:00,432.248,62.4,64.1,2.6,9.6,28.55
32,Region 53,2024-08-26T06:00,1015.631,58.1,64.4,10.7,10.3,28.55
32,Region 53,2024-08-26T07:00,1141.899,47.9,63.4,32.2,12.5,28.55
32,Region 53,2024-08-26T08:00,1348.023,56.1,63.8,13.6,10.6,28.55
32,Region 53,2024-08-26T09:00,887.231,57.6,63.8,10.6,10.4,28.55
32,Region 53,2024-08-26T10:00,868.047,55.5,63.4,14.2,10.8,28.55
32,Region 53,2024-08-26T11:00,884.144,55.5,63.2,13.8,10.7,28.55
32,Region 53,2024-08-26T12:00,928.665,56.7,63.5,11.8,10.5,28.55
32,Region 53,2024-08-26T13:00,1085.46,55,63.4,15.2,10.9,28.55
32,Region 53,2024-08-26T14:00,1122.726,55.3,63,13.9,10.8,28.55
32,Region 53,2024-08-26T15:00,1208.821,52.3,63.5,21.3,11.4,28.55
32,Region 53,2024-08-26T16:00,1317.795,45.9,63,37.2,13,28.55
32,Region 53,2024-08-26T17:00,1223.752,40.5,62.7,54.6,14.7,28.55
32,Region 53,2024-08-26T18:00,877.59,59.8,63.9,6.8,10,28.55
32,Region 53,2024-08-26T19:00,635.139,59,63,6.8,10.1,28.55
32,Region 53,2024-08-26T20:00,520.626,61.6,63.5,3.1,9.7,28.55
32,Region 53,2024-08-26T21:00,373.501,60.4,63.7,5.4,9.9,28.55
32,Region 53,2024-08-26T22:00,248.977,66.8,64.7,0,8.9,28.55
32,Region 53,2024-08-26T23:00,119.102,66.4,65.8,0,9,28.55
33,Region 54,2024-08-26T00:00,156.351,72.1,72.1,0,8.3,52.649
33,Region 54,2024-08-26T01:00,71.872,73,71.4,0,8.2,52.649
33,Region 54,2024-08-26T02:00,41.452,65.8,72.8,10.5,9.1,52.649
33,Region 54,2024-08-26T03:00,54.888,58.9,65.7,11.4,10.1,52.649
33,Region 54,2024-08-26T04:00,105.402,65.4,70.1,7.1,9.1,52.649
33,Region 54,2024-08-26T05:00,396.005,74.2,74.6,0.6,8,52.649
33,Region 54,2024-08-26T06:00,989.389,68.5,71.3,3.9,8.7,52.649
33,Region 54,2024-08-26T07:00,1382.117,64.7,69.9,7.9,9.2,52.649
33,Region 54,2024-08-26T08:00,1486.694,61.5,68.4,11.2,9.7,52.649
33,Region 54,2024-08-26T09:00,1065.377,62.2,69,10.8,9.6,52.649
33,Region 54,2024-08-26T10:00,1050.657,55.2,66.3,20.2,10.8,52.649
33,Region 54,2024-08-26T11:00,1061.261,57.1,67,17.3,10.4,52.649
33,Region 54,2024-08-26T12:00,1117.96,59.4,66.9,12.5,10,52.649
33,Region 54,2024-08-26T13:00,1248.37,55.1,64,16.1,10.8,52.649
33,Region 54,2024-08-26T14:00,1348.253,57.1,66.1,15.8,10.5,52.649
33,Region 54,2024-08-26T15:00,1480.464,60.2,69.3,15.2,9.9,52.649
33,Region 54,2024-08-26T16:00,1471.369,56.6,65.8,16.2,10.5,52.649
33,Region 54,2024-08-26T17:00,1343.297,54.3,65.4,20.3,11,52.649
33,Region 54,2024-08-26T18:00,1141.46,61.5,67.1,9,9.7,52.649
33,Region 54,2024-08-26T19:00,924.677,59.9,65,8.5,10,52.649
33,Region 54,2024-08-26T20:00,658.568,64,66.9,4.5,9.3,52.649
33,Region 54,2024-08-26T21:00,570.372,65,69.4,6.7,9.2,52.649
33,Region 54,2024-08-26T22:00,440.986,70.2,73.7,4.9,8.5,52.649
33,Region 54,2024-08-26T23:00,255.447,73.6,75.3,2.3,8.1,52.649
34,Region 55,2024-08-26T00:00,426.694,48.6,49,0.7,12.3,87.776
34,Region 55,2024-08-26T01:00,197.675,47.9,48.9,2.1,12.5,87.776
34,Region 55,2024-08-26T02:00,97.949,56.7,52.2,0,10.5,87.776
34,Region 55,2024-08-26T03:00,97.018,46.1,50.3,9.1,13,87.776
34,Region 55,2024-08-26T04:00,192.08,49.9,49.9,0,12,87.776
34,Region 55,2024-08-26T05:00,826.558,47.5,52.4,10.3,12.6,87.776
34,Region 55,2024-08-26T06:00,1857.422,44.1,53.1,20.3,13.5,87.776
34,Region 55,2024-08-26T07:00,2821.567,40.2,52.4,30.3,14.9,87.776
34,Region 55,2024-08-26T08:00,3444.237,35.8,49,36.7,16.7,87.776
34,Region 55,2024-08-26T09:00,2315.9,40.9,50.6,23.7,14.6,87.776
34,Region 55,2024-08-26T10:00,2279.595,40.4,50.2,24.2,14.8,87.776
34,Region 55,2024-08-26T11:00,2582.176,37.4,49,30.8,16,87.776
34,Region 55,2024-08-26T12:00,2478.411,39,50,28.1,15.3,87.776
34,Region 55,2024-08-26T13:00,2751.964,38.4,49,27.5,15.6,87.776
34,Region 55,2024-08-26T14:00,3053.569,34.9,49,40.3,17.1,87.776
34,Region 55,2024-08-26T15:00,3391.519,32.7,50.3,53.7,18.3,87.776
34,Region 55,2024-08-26T16:00,3404.861,32.7,48.4,48,18.3,87.776
34,Region 55,2024-08-26T17:00,3336.752,33.7,48.3,43.5,17.8,87.776
34,Region 55,2024-08-26T18:00,2859.017,38.5,48.6,26,15.5,87.776
34,Region 55,2024-08-26T19:00,2211.181,41.7,49.6,19,14.3,87.776
34,Region 55,2024-08-26T20:00,1663.908,41.4,47.8,15.5,14.4,87.776
34,Region 55,2024-08-26T21:00,1469.42,44.4,49.9,12.3,13.4,87.776
34,Region 55,2024-08-26T22:00,1124.46,48.4,51.3,6,12.3,87.776
34,Region 55,2024-08-26T23:00,650.826,50.5,51.2,1.5,11.8,87.776
35,Region 56,2024-08-26T00:00,501.682,30.9,34.8,12.5,19.3,107.877
35,Region 56,2024-08-26T01:00,245.439,33.5,35.2,5,17.8,107.877
35,Region 56,2024-08-26T02:00,176.308,33.2,33.8,1.8,18,107.877
35,Region 56,2024-08-26T03:00,92.703,34.3,35.2,2.7,17.4,107.877
35,Region 56,2024-08-26T04:00,183.623,33,35.5,7.6,18.1,107.877
35,Region 56,2024-08-26T05:00,536.175,30.3,35.9,18.4,19.7,107.877
35,Region 56,2024-08-26T06:00,879.731,30.8,36.6,18.7,19.4,107.877
35,Region 56,2024-08-26T07:00,1472.167,28.1,36,27.9,21.2,107.877
35,Region 56,2024-08-26T08:00,1909.664,25.2,35.8,41.7,23.7,107.877
35,Region 56,2024-08-26T09:00,1626.419,25.6,35.3,37.7,23.3,107.877
35,Region 56,2024-08-26T10:00,1531.198,24.8,35.2,41.9,24.1,107.877
35,Region 56,2024-08-26T11:00,1747.23,24.4,35.2,44.3,24.5,107.877
35,Region 56,2024-08-26T12:00,1814.376,24.5,35.5,44.7,24.4,107.877
35,Region 56,2024-08-26T13:00,2020.875,24,35.1,46.4,24.9,107.877
35,Region 56,2024-08-26T14:00,2066.514,20.9,35.3,68.9,28.6,107.877
35,Region 56,2024-08-26T15:00,2323.758,21,35.2,67.1,28.4,107.877
35,Region 56,2024-08-26T16:00,2467.964,21.8,35.7,63.6,27.4,107.877
35,Region 56,2024-08-26T17:00,2362.946,21.7,35.5,63.8,27.6,107.877
35,Region 56,2024-08-26T18:00,2041.961,24.9,35.5,42.3,24,107.877
35,Region 56,2024-08-26T19:00,1720.729,26,35.4,35.9,23,107.877
35,Region 56,2024-08-26T20:00,1511.386,27.8,35.3,26.7,21.5,107.877
35,Region 56,2024-08-26T21:00,1330.303,29,35.5,22.1,20.6,107.877
35,Region 56,2024-08-26T22:00,955.616,29.8,35.2,18,20,107.877
35,Region 56,2024-08-26T23:00,690.039,31.4,35,11.1,19,107.877
36,Region 57,2024-08-26T00:00,449.159,30.3,33.9,11.8,19.7,115.335
36,Region 57,2024-08-26T01:00,266.556,32.2,34.3,6.4,18.6,115.335
36,Region 57,2024-08-26T02:00,149.901,32.4,33.1,2.3,18.5,115.335
36,Region 57,2024-08-26T03:00,121.634,33,32.6,0,18.1,115.335
36,Region 57,2024-08-26T04:00,143.853,31.1,33,5.9,19.2,115.335
36,Region 57,2024-08-26T05:00,431.852,28.5,34,19.5,21,115.335
36,Region 57,2024-08-26T06:00,675.25,28.2,34.2,21.3,21.2,115.335
36,Region 57,2024-08-26T07:00,1529.761,26.9,34.3,27.1,22.2,115.335
36,Region 57,2024-08-26T08:00,2272.953,21.9,33.9,54.5,27.3,115.335
36,Region 57,2024-08-26T09:00,1639.582,25.2,34.5,36.6,23.7,115.335
36,Region 57,2024-08-26T10:00,1633.002,25.1,34.1,35.8,23.8,115.335
36,Region 57,2024-08-26T11:00,1697.33,24.3,34.1,40.2,24.6,115.335
36,Region 57,2024-08-26T12:00,1837.122,24.5,34.2,39.7,24.4,115.335
36,Region 57,2024-08-26T13:00,1996.868,23.6,34.3,45.1,25.3,115.335
36,Region 57,2024-08-26T14:00,2309.937,22.7,34,49.5,26.3,115.335
36,Region 57,2024-08-26T15:00,2239.964,22.5,34.1,51.4,26.6,115.335
36,Region 57,2024-08-26T16:00,2405.904,22.2,34.4,54.8,26.9,115.335
36,Region 57,2024-08-26T17:00,2342.647,22.4,34.3,53.3,26.7,115.335
36,Region 57,2024-08-26T18:00,2139.271,23.7,33.6,41.8,25.2,115.335
36,Region 57,2024-08-26T19:00,1560.048,24.9,33.2,33.2,24,115.335
36,Region 57,2024-08-26T20:00,1348.474,25.8,33.3,28.9,23.1,115.335
36,Region 57,2024-08-26T21:00,1166.84,26.2,33.5,27.6,22.8,115.335
36,Region 57,2024-08-26T22:00,867.319,28.9,34.5,19.2,20.7,115.335
36,Region 57,2024-08-26T23:00,531.357,30.3,34.5,13.8,19.7,115.335
37,Region 58,2024-08-26T00:00,382.073,32,34.2,6.9,18.7,108.974
37,Region 58,2024-08-26T01:00,215.914,32.3,33.5,3.7,18.5,108.974
37,Region 58,2024-08-26T02:00,73.149,36.9,34.4,0,16.2,108.974
37,Region 58,2024-08-26T03:00,77.563,32.6,32.5,0,18.3,108.974
37,Region 58,2024-08-26T04:00,69.914,36.1,34,0,16.6,108.974
37,Region 58,2024-08-26T05:00,196.322,34.5,35.2,2.1,17.3,108.974
37,Region 58,2024-08-26T06:00,830.655,33.4,36.5,9.3,17.9,108.974
37,Region 58,2024-08-26T07:00,1698.359,26.9,35.7,32.2,22.2,108.974
37,Region 58,2024-08-26T08:00,2291.606,22.1,34.7,56.6,27,108.974
37,Region 58,2024-08-26T09:00,1782.744,23.8,34.9,46.3,25.1,108.974
37,Region 58,2024-08-26T10:00,1612.721,24.6,34.7,40.9,24.3,108.974
37,Region 58,2024-08-26T11:00,1618.368,24.9,34.6,38.7,24,108.974
37,Region 58,2024-08-26T12:00,1814.185,24.1,34.3,41.9,24.8,108.974
37,Region 58,2024-08-26T13:00,1849.827,22.9,34.2,49.2,26.1,108.974
37,Region 58,2024-08-26T14:00,2061.197,23,34.4,49.6,26,108.974
37,Region 58,2024-08-26T15:00,2236.333,22.4,34.5,54.3,26.7,108.974
37,Region 58,2024-08-26T16:00,2466.349,21.9,35,59.2,27.2,108.974
37,Region 58,2024-08-26T17:00,2497.482,19.9,34.9,75.3,30.1,108.974
37,Region 58,2024-08-26T18:00,2008.482,24.2,35,44.4,24.7,108.974
37,Region 58,2024-08-26T19:00,1525.075,24.7,34.2,38.3,24.2,108.974
37,Region 58,2024-08-26T20:00,1166.068,26.3,34.4,30.5,22.7,108.974
37,Region 58,2024-08-26T21:00,1018.254,26.2,34.4,31.2,22.8,108.974
37,Region 58,2024-08-26T22:00,709.239,30.1,34.6,15.1,19.9,108.974
37,Region 58,2024-08-26T23:00,374.927,30.3,34.2,13.1,19.8,108.974
38,Region 59,2024-08-26T00:00,160.144,26.5,31.8,20.2,22.6,67.822
38,Region 59,2024-08-26T01:00,83.105,28.3,31.3,10.8,21.1,67.822
38,Region 59,2024-08-26T02:00,72.168,27.1,31.6,16.7,22,67.822
38,Region 59,2024-08-26T03:00,40.457,25.7,29.5,14.5,23.2,67.822
38,Region 59,2024-08-26T04:00,25.553,32.5,32.2,0,18.4,67.822
38,Region 59,2024-08-26T05:00,52.873,28,29.3,4.8,21.4,67.822
38,Region 59,2024-08-26T06:00,201.18,27.1,30.3,11.4,22,67.822
38,Region 59,2024-08-26T07:00,401.133,24.3,29.6,21.4,24.6,67.822
38,Region 59,2024-08-26T08:00,581.386,20,29.8,48.5,29.8,67.822
38,Region 59,2024-08-26T09:00,650.221,21.3,29.3,37.2,28,67.822
38,Region 59,2024-08-26T10:00,615.9,20.7,29.4,41.8,28.8,67.822
38,Region 59,2024-08-26T11:00,597.931,20,29.1,45.2,29.9,67.822
38,Region 59,2024-08-26T12:00,714.746,18.8,28.9,54.1,31.9,67.822
38,Region 59,2024-08-26T13:00,699.36,19.2,29.2,51.7,31.1,67.822
38,Region 59,2024-08-26T14:00,752.153,18.7,28.9,53.8,31.9,67.822
38,Region 59,2024-08-26T15:00,692.643,18.6,29,55.8,32.1,67.822
38,Region 59,2024-08-26T16:00,785.658,20.2,29.6,46.6,29.6,67.822
38,Region 59,2024-08-26T17:00,769.087,20.2,29.7,47.2,29.6,67.822
38,Region 59,2024-08-26T18:00,666.617,21.8,29.3,34.3,27.4,67.822
38,Region 59,2024-08-26T19:00,551.257,22,29,31.6,27.2,67.822
38,Region 59,2024-08-26T20:00,526.061,24,29.5,23,24.9,67.822
38,Region 59,2024-08-26T21:00,482.839,24.5,29.9,21.6,24.4,67.822
38,Region 59,2024-08-26T22:00,283.757,25.7,29.8,15.5,23.2,67.822
38,Region 59,2024-08-26T23:00,223.485,27.3,30.6,11.8,21.9,67.822
39,Region 60,2024-08-26T00:00,14.983,33.3,34.8,4.5,18,1.828
39,Region 60,2024-08-26T01:00,9.154,29.8,31.1,4.3,20,1.828
39,Region 60,2024-08-26T02:00,4.054,32.1,31.4,0,18.6,1.828
39,Region 60,2024-08-26T03:00,1.608,52.1,46.5,0,11.5,1.828
39,Region 60,2024-08-26T04:00,1.114,28.3,32.6,15.2,21.1,1.828
39,Region 60,2024-08-26T05:00,0.333,43.7,45.2,3.3,13.7,1.828
39,Region 60,2024-08-26T06:00,7.638,27.3,27.2,0,21.9,1.828
39,Region 60,2024-08-26T07:00,15.07,28.8,29.2,1.2,20.7,1.828
39,Region 60,2024-08-26T08:00,18.344,27.1,30.5,12.6,22.1,1.828
39,Region 60,2024-08-26T09:00,26.199,25.4,28.7,12.9,23.5,1.828
39,Region 60,2024-08-26T10:00,21.685,25.5,29.6,16,23.4,1.828
39,Region 60,2024-08-26T11:00,20.797,23.5,29,23.3,25.4,1.828
39,Region 60,2024-08-26T12:00,31.508,23.1,27.9,21,25.9,1.828
39,Region 60,2024-08-26T13:00,30.765,21.8,28.8,31.9,27.4,1.828
39,Region 60,2024-08-26T14:00,28.405,22.5,28.6,26.9,26.5,1.828
39,Region 60,2024-08-26T15:00,23.084,24.1,28.5,17.9,24.8,1.828
39,Region 60,2024-08-26T16:00,33.406,23.2,28.5,22.5,25.7,1.828
39,Region 60,2024-08-26T17:00,34.643,23.6,27.8,17.6,25.3,1.828
39,Region 60,2024-08-26T18:00,31.368,24.6,29.8,21,24.3,1.828
39,Region 60,2024-08-26T19:00,28.652,24.7,28.6,15.9,24.2,1.828
39,Region 60,2024-08-26T20:00,28.936,23.5,27.7,17.9,25.4,1.828
39,Region 60,2024-08-26T21:00,23.91,24,28.8,19.7,24.9,1.828
39,Region 60,2024-08-26T22:00,17.333,27.2,28.3,4,22,1.828
39,Region 60,2024-08-26T23:00,12.147,29.6,29.7,0.3,20.2,1.828
40,Region 61,2024-08-26T00:00,239.919,102.1,103.4,1.3,5.8,20.289
40,Region 61,2024-08-26T01:00,156.172,98.2,103.5,5.4,6.1,20.289
40,Region 61,2024-08-26T02:00,106.29,98.6,103.3,4.7,6,20.289
40,Region 61,2024-08-26T03:00,182.588,93.5,103.2,10.4,6.4,20.289
40,Region 61,2024-08-26T04:00,229.064,98.3,103,4.7,6.1,20.289
40,Region 61,2024-08-26T05:00,1008.084,101.9,103.2,1.2,5.8,20.289
40,Region 61,2024-08-26T06:00,2647.103,98.2,103,4.9,6.1,20.289
40,Region 61,2024-08-26T07:00,3835.342,96.8,103,6.3,6.1,20.289
40,Region 61,2024-08-26T08:00,4108.665,96.4,102.9,6.7,6.2,20.289
40,Region 61,2024-08-26T09:00,2697.169,95.4,103.2,8,6.2,20.289
40,Region 61,2024-08-26T10:00,2271.537,94.7,102.8,8.5,6.3,20.289
40,Region 61,2024-08-26T11:00,2413.395,94.4,102.6,8.7,6.3,20.289
40,Region 61,2024-08-26T12:00,2605.993,94.7,102.6,8.3,6.3,20.289
40,Region 61,2024-08-26T13:00,2821.051,94.5,102.3,8.2,6.3,20.289
40,Region 61,2024-08-26T14:00,2968.145,94.4,102.6,8.5,6.3,20.289
40,Region 61,2024-08-26T15:00,3364.063,95.6,102.9,7.6,6.2,20.289
40,Region 61,2024-08-26T16:00,3863.117,94.8,102.5,8.1,6.3,20.289
40,Region 61,2024-08-26T17:00,4186.383,96.1,102.6,6.8,6.2,20.289
40,Region 61,2024-08-26T18:00,2822.192,98.4,102.5,4.1,6,20.289
40,Region 61,2024-08-26T19:00,1858.699,99.5,102,2.5,6,20.289
40,Region 61,2024-08-26T20:00,1365.644,100.6,102.1,1.4,5.9,20.289
40,Region 61,2024-08-26T21:00,1123.61,101.3,101.7,0.4,5.9,20.289
40,Region 61,2024-08-26T22:00,852.453,102.8,101.5,0,5.8,20.289
40,Region 61,2024-08-26T23:00,509.09,104.4,102.9,0,5.7,20.289
41,Region 62,2024-08-26T12:00,0.888,22.8,42.4,85.9,26.2,3.28
41,Region 62,2024-08-26T17:00,0.118,27,52,92.5,22.2,3.28
41,Region 62,2024-08-26T18:00,0.059,31,51,64.5,19.3,3.28
42,Region 63,2024-08-26T00:00,4.87,57.7,60.9,5.5,10.3,16.3
42,Region 63,2024-08-26T01:00,0.178,60.1,64,6.3,9.9,16.3
42,Region 63,2024-08-26T03:00,4.87,69.2,60.9,0,8.6,16.3
42,Region 63,2024-08-26T04:00,10.666,67.1,61.6,0,8.9,16.3
42,Region 63,2024-08-26T05:00,27.244,48.4,61.1,26.1,12.3,16.3
42,Region 63,2024-08-26T06:00,84.844,57.7,61,5.8,10.3,16.3
42,Region 63,2024-08-26T07:00,197.312,59,60.9,3.2,10.1,16.3
42,Region 63,2024-08-26T08:00,161.914,53.1,60.9,14.6,11.2,16.3
42,Region 63,2024-08-26T09:00,137.384,44.9,60.4,34.4,13.3,16.3
42,Region 63,2024-08-26T10:00,80.905,39.5,60.1,52.2,15.1,16.3
42,Region 63,2024-08-26T11:00,137.893,42.5,60.7,42.6,14,16.3
42,Region 63,2024-08-26T12:00,111.564,45.2,59.3,31.2,13.2,16.3
42,Region 63,2024-08-26T13:00,152.803,49,59.8,22.1,12.2,16.3
42,Region 63,2024-08-26T14:00,142.563,49.9,60.7,21.6,12,16.3
42,Region 63,2024-08-26T15:00,145.109,53.7,60.9,13.2,11.1,16.3
42,Region 63,2024-08-26T16:00,266.032,54.6,60.9,11.4,10.9,16.3
42,Region 63,2024-08-26T17:00,363.8,55.2,60.6,9.7,10.8,16.3
42,Region 63,2024-08-26T18:00,177.64,55.5,60.6,9.3,10.8,16.3
42,Region 63,2024-08-26T19:00,64.119,58.1,61.1,5.1,10.3,16.3
42,Region 63,2024-08-26T20:00,42.877,58.3,61.1,4.8,10.2,16.3
42,Region 63,2024-08-26T21:00,43.261,58.9,59.4,0.9,10.1,16.3
42,Region 63,2024-08-26T22:00,37.681,58.5,61.2,4.6,10.2,16.3
42,Region 63,2024-08-26T23:00,15.781,56.2,60.7,8,10.6,16.3
43,Region 64,2024-08-26T00:00,2.074,48.9,56.7,15.8,12.2,17.067
43,Region 64,2024-08-26T03:00,1.738,63.2,56.8,0,9.4,17.067
43,Region 64,2024-08-26T04:00,6.481,59.6,55.8,0,10,17.067
43,Region 64,2024-08-26T05:00,15.126,33.7,54,59.9,17.7,17.067
43,Region 64,2024-08-26T06:00,59.99,50.5,53.6,6,11.8,17.067
43,Region 64,2024-08-26T07:00,97.574,52.1,54.4,4.4,11.5,17.067
43,Region 64,2024-08-26T08:00,76.031,49.5,54.8,10.7,12.1,17.067
43,Region 64,2024-08-26T09:00,72.132,47.7,54.8,14.7,12.5,17.067
43,Region 64,2024-08-26T10:00,51.996,41.7,54.2,29.9,14.3,17.067
43,Region 64,2024-08-26T11:00,92.205,39.4,54.4,38.1,15.2,17.067
43,Region 64,2024-08-26T12:00,63.49,42.3,53.7,26.8,14.1,17.067
43,Region 64,2024-08-26T13:00,85.261,44.3,53.5,20.6,13.5,17.067
43,Region 64,2024-08-26T14:00,55.826,47.5,56,17.9,12.6,17.067
43,Region 64,2024-08-26T15:00,73.877,47,54.5,15.9,12.7,17.067
43,Region 64,2024-08-26T16:00,135.087,50.6,54.9,8.3,11.8,17.067
43,Region 64,2024-08-26T17:00,156.326,53.4,55.2,3.3,11.2,17.067
43,Region 64,2024-08-26T18:00,72.026,53.9,55.9,3.6,11.1,17.067
43,Region 64,2024-08-26T19:00,55.509,45.4,52.6,15.8,13.2,17.067
43,Region 64,2024-08-26T20:00,27.362,53.6,53,0,11.1,17.067
43,Region 64,2024-08-26T21:00,22.579,54.1,54.2,0.1,11,17.067
43,Region 64,2024-08-26T22:00,17.036,51.3,55.7,8.5,11.6,17.067
43,Region 64,2024-08-26T23:00,22.262,55.7,52.3,0,10.7,17.067
44,Region 65,2024-08-26T00:00,46.473,60.9,63.5,4.3,9.8,17.064
44,Region 65,2024-08-26T01:00,38.731,65,65.4,0.6,9.2,17.064
44,Region 65,2024-08-26T02:00,22.137,67.4,64.2,0,8.8,17.064
44,Region 65,2024-08-26T03:00,29.557,58.9,61.7,4.6,10.1,17.064
44,Region 65,2024-08-26T04:00,57.249,67.7,65.1,0,8.8,17.064
44,Region 65,2024-08-26T05:00,271.112,63.8,65.1,1.9,9.3,17.064
44,Region 65,2024-08-26T06:00,575.207,60.1,65.4,8.8,9.9,17.064
44,Region 65,2024-08-26T07:00,1066.919,55.6,65.4,17.7,10.7,17.064
44,Region 65,2024-08-26T08:00,966.022,57,65.3,14.6,10.5,17.064
44,Region 65,2024-08-26T09:00,707.46,58.3,65.3,12,10.2,17.064
44,Region 65,2024-08-26T10:00,577.832,58.2,64.8,11.2,10.2,17.064
44,Region 65,2024-08-26T11:00,588.618,60,65.1,8.5,9.9,17.064
44,Region 65,2024-08-26T12:00,669.592,60.2,65.6,8.9,9.9,17.064
