Region index,Region label,Time,Distance driven [km],Speed [kmh],Free flow speed [kmh],Congestion level [%],Travel time per 10 km [min],Road network length [km]
58,Region 79,2024-08-26T18:00,8148.146,55.3,74.8,35.3,10.8,84.495
58,Region 79,2024-08-26T19:00,6223.964,64.6,73.4,13.5,9.2,84.495
58,Region 79,2024-08-26T20:00,4983.764,67.5,73.4,8.6,8.8,84.495
58,Region 79,2024-08-26T21:00,4465.063,67.5,73.3,8.6,8.8,84.495
58,Region 79,2024-08-26T22:00,3254.861,69.6,73.8,6,8.6,84.495
58,Region 79,2024-08-26T23:00,2364.777,73.2,74.2,1.3,8.1,84.495
59,Region 80,2024-08-26T00:00,305.953,28.5,34.2,20.1,21,99.899
59,Region 80,2024-08-26T01:00,159.923,30.7,34.8,13,19.4,99.899
59,Region 80,2024-08-26T02:00,109.233,30.7,32.9,7.4,19.5,99.899
59,Region 80,2024-08-26T03:00,71.697,33.2,35,5.6,18,99.899
59,Region 80,2024-08-26T04:00,102.932,29.9,34.5,15.4,20,99.899
59,Region 80,2024-08-26T05:00,423.838,29.2,34.2,16.9,20.5,99.899
59,Region 80,2024-08-26T06:00,851.314,25.6,34.1,32.9,23.3,99.899
59,Region 80,2024-08-26T07:00,1464.328,23.3,34.6,48.2,25.6,99.899
59,Region 80,2024-08-26T08:00,1844.707,21.7,34.3,57.8,27.5,99.899
59,Region 80,2024-08-26T09:00,1616.518,22.2,34.3,54.7,27,99.899
59,Region 80,2024-08-26T10:00,1330.049,21.5,33.6,56,27.8,99.899
59,Region 80,2024-08-26T11:00,1638.547,22.8,33.8,48.5,26.3,99.899
59,Region 80,2024-08-26T12:00,1712.73,22.7,33.8,48.6,26.3,99.899
59,Region 80,2024-08-26T13:00,1578.607,23.2,34.1,46.5,25.7,99.899
59,Region 80,2024-08-26T14:00,1648.46,22.9,34.1,49,26.1,99.899
59,Region 80,2024-08-26T15:00,2130.855,21,34.1,62.4,28.5,99.899
59,Region 80,2024-08-26T16:00,2452.14,19.4,33.7,73.3,30.8,99.899
59,Region 80,2024-08-26T17:00,2330.91,18.6,33.7,80.9,32.1,99.899
59,Region 80,2024-08-26T18:00,1867.085,22.6,34.1,50.3,26.4,99.899
59,Region 80,2024-08-26T19:00,1315.003,25.8,34,31.6,23.1,99.899
59,Region 80,2024-08-26T20:00,1066.91,26.9,34.1,26.5,22.2,99.899
59,Region 80,2024-08-26T21:00,870.108,27.3,34.4,25.8,21.9,99.899
59,Region 80,2024-08-26T22:00,626.25,29,34.5,18.8,20.6,99.899
59,Region 80,2024-08-26T23:00,535.048,29.4,34,15.2,20.3,99.899
60,Region 81,2024-08-26T00:00,1137.53,30.9,32.7,5.6,19.3,122.19
60,Region 81,2024-08-26T01:00,757.177,32.3,32.7,1.1,18.5,122.19
60,Region 81,2024-08-26T02:00,464.978,32.4,32.9,1.3,18.4,122.19
60,Region 81,2024-08-26T03:00,336.678,33.7,33.1,0,17.7,122.19
60,Region 81,2024-08-26T04:00,402.241,33.9,34.1,0.4,17.6,122.19
60,Region 81,2024-08-26T05:00,1171.675,28.5,33.9,18.7,21,122.19
60,Region 81,2024-08-26T06:00,1914.24,29,35,20.7,20.6,122.19
60,Region 81,2024-08-26T07:00,2891.368,26.6,34.4,29.1,22.4,122.19
60,Region 81,2024-08-26T08:00,4103.788,22.4,34.4,53,26.6,122.19
60,Region 81,2024-08-26T09:00,3222.725,21.2,34,59.8,28.1,122.19
60,Region 81,2024-08-26T10:00,2793.119,24.2,33.5,38.1,24.7,122.19
60,Region 81,2024-08-26T11:00,3220.905,22.7,33.4,46.8,26.3,122.19
60,Region 81,2024-08-26T12:00,3711.774,21.5,33.2,53.9,27.7,122.19
60,Region 81,2024-08-26T13:00,3890.851,21.9,33.3,52.2,27.3,122.19
60,Region 81,2024-08-26T14:00,4252.358,20.2,33.3,64.7,29.6,122.19
60,Region 81,2024-08-26T15:00,4444.457,18,33.3,84.6,33.2,122.19
60,Region 81,2024-08-26T16:00,4934.36,15.9,33.1,108.1,37.6,122.19
60,Region 81,2024-08-26T17:00,4588.805,16.4,33,100.6,36.4,122.19
60,Region 81,2024-08-26T18:00,4194.552,20.8,32.7,57,28.7,122.19
60,Region 81,2024-08-26T19:00,3491.304,23.5,32.3,37.3,25.4,122.19
60,Region 81,2024-08-26T20:00,2978.943,24.7,32,29.2,24.2,122.19
60,Region 81,2024-08-26T21:00,2670.003,25.5,32.2,26.5,23.5,122.19
60,Region 81,2024-08-26T22:00,2272.909,26.4,32.3,22.2,22.6,122.19
60,Region 81,2024-08-26T23:00,1651.288,27.5,32.4,17.8,21.8,122.19
61,Region 82,2024-08-26T00:00,1416.432,36.6,38.3,4.5,16.3,102.775
61,Region 82,2024-08-26T01:00,608.44,34.5,35.5,2.9,17.3,102.775
61,Region 82,2024-08-26T02:00,325.52,36.2,34.9,0,16.5,102.775
61,Region 82,2024-08-26T03:00,267.024,39.4,35.5,0,15.2,102.775
61,Region 82,2024-08-26T04:00,324.23,40.2,37.9,0,14.8,102.775
61,Region 82,2024-08-26T05:00,936.88,41.8,42.2,1.1,14.3,102.775
61,Region 82,2024-08-26T06:00,2913.523,37.1,42.5,14.3,16.1,102.775
61,Region 82,2024-08-26T07:00,5888.506,31.9,42.4,33,18.7,102.775
61,Region 82,2024-08-26T08:00,7728.795,23.9,40.1,67.4,25,102.775
61,Region 82,2024-08-26T09:00,6141.083,27.5,39.6,43.6,21.7,102.775
61,Region 82,2024-08-26T10:00,5301.446,28.9,39.4,36.5,20.7,102.775
61,Region 82,2024-08-26T11:00,5471.617,27.5,38.7,40.6,21.8,102.775
61,Region 82,2024-08-26T12:00,6041.29,26.9,38.6,43.5,22.2,102.775
61,Region 82,2024-08-26T13:00,6363.666,26.8,38.8,44.6,22.3,102.775
61,Region 82,2024-08-26T14:00,6355.838,26.7,39,45.7,22.4,102.775
61,Region 82,2024-08-26T15:00,7043.633,25.1,39.4,56.6,23.8,102.775
61,Region 82,2024-08-26T16:00,7167.112,24.2,39.6,63.9,24.7,102.775
61,Region 82,2024-08-26T17:00,7721.842,22.1,39.2,77.4,27.1,102.775
61,Region 82,2024-08-26T18:00,5855.181,27.7,38.7,39.5,21.6,102.775
61,Region 82,2024-08-26T19:00,4218.579,30.3,38,25.4,19.7,102.775
61,Region 82,2024-08-26T20:00,3473.814,29.5,36.8,24.8,20.3,102.775
61,Region 82,2024-08-26T21:00,3017.365,31.5,38.1,20.9,19,102.775
61,Region 82,2024-08-26T22:00,2277.858,32.7,38.1,16.4,18.3,102.775
61,Region 82,2024-08-26T23:00,1455.402,33.2,36.9,11.1,18,102.775
62,Region 83,2024-08-26T00:00,546.661,45.2,44.3,0,13.2,69.684
62,Region 83,2024-08-26T01:00,154.994,47.6,45.7,0,12.5,69.684
62,Region 83,2024-08-26T02:00,61.777,47.4,46.3,0,12.6,69.684
62,Region 83,2024-08-26T03:00,45.106,46.1,47,1.7,12.9,69.684
62,Region 83,2024-08-26T04:00,73.818,42.2,45.1,6.8,14.1,69.684
62,Region 83,2024-08-26T05:00,280.559,50.4,47.8,0,11.9,69.684
62,Region 83,2024-08-26T06:00,977.137,43.3,48.1,11.1,13.8,69.684
62,Region 83,2024-08-26T07:00,2237.365,37.3,48.1,28.7,16,69.684
62,Region 83,2024-08-26T08:00,3306.254,30.6,46.5,51.8,19.5,69.684
62,Region 83,2024-08-26T09:00,2423.227,32.6,45.8,40.4,18.3,69.684
62,Region 83,2024-08-26T10:00,2049.884,32.6,45.6,39.7,18.3,69.684
62,Region 83,2024-08-26T11:00,1978.655,32.9,45.4,37.8,18.1,69.684
62,Region 83,2024-08-26T12:00,2225.223,31.9,45.7,42.9,18.7,69.684
62,Region 83,2024-08-26T13:00,2323.813,33.2,45.2,35.9,18,69.684
62,Region 83,2024-08-26T14:00,2385.19,31.7,45.5,43.4,18.8,69.684
62,Region 83,2024-08-26T15:00,2713.673,31.8,46.2,45.5,18.8,69.684
62,Region 83,2024-08-26T16:00,2850.734,32.7,46.9,43,18.2,69.684
62,Region 83,2024-08-26T17:00,3408.988,30.7,46.3,50.6,19.4,69.684
62,Region 83,2024-08-26T18:00,2407.206,34.6,46.8,35.2,17.3,69.684
62,Region 83,2024-08-26T19:00,1526.371,36.7,46.7,27.1,16.3,69.684
62,Region 83,2024-08-26T20:00,1255.632,36.3,45.1,24.4,16.5,69.684
62,Region 83,2024-08-26T21:00,1040.08,37.7,45.8,21.3,15.8,69.684
62,Region 83,2024-08-26T22:00,687.702,39.2,45,14.6,15.2,69.684
62,Region 83,2024-08-26T23:00,392.746,44.3,46.2,4.1,13.5,69.684
63,Region 84,2024-08-26T00:00,59.515,70.1,73.1,4.3,8.5,4.284
63,Region 84,2024-08-26T01:00,23.163,71.9,72.4,0.6,8.3,4.284
63,Region 84,2024-08-26T02:00,9.391,69.3,72.6,4.7,8.6,4.284
63,Region 84,2024-08-26T03:00,7.21,69.9,72.6,3.8,8.5,4.284
63,Region 84,2024-08-26T04:00,10.761,73.4,73,0,8.1,4.284
63,Region 84,2024-08-26T05:00,46.982,80.2,73.5,0,7.4,4.284
63,Region 84,2024-08-26T06:00,186.448,76.4,73,0,7.8,4.284
63,Region 84,2024-08-26T07:00,429.66,74.8,72.8,0,8,4.284
63,Region 84,2024-08-26T08:00,590.054,72.8,72.3,0,8.2,4.284
63,Region 84,2024-08-26T09:00,409.762,72.1,72.6,0.6,8.3,4.284
63,Region 84,2024-08-26T10:00,365.536,69.3,71.9,3.7,8.6,4.284
63,Region 84,2024-08-26T11:00,315.961,70.7,72.4,2.4,8.4,4.284
63,Region 84,2024-08-26T12:00,371.779,70.1,72.2,3,8.5,4.284
63,Region 84,2024-08-26T13:00,376.46,70,71.9,2.8,8.5,4.284
63,Region 84,2024-08-26T14:00,395.887,70.5,72.3,2.5,8.5,4.284
63,Region 84,2024-08-26T15:00,475.617,69.9,72.3,3.3,8.5,4.284
63,Region 84,2024-08-26T16:00,521.384,70.8,72,1.7,8.4,4.284
63,Region 84,2024-08-26T17:00,598.62,71.9,72.1,0.2,8.3,4.284
63,Region 84,2024-08-26T18:00,448.475,70.8,71.6,1.1,8.4,4.284
63,Region 84,2024-08-26T19:00,286.458,72.1,71.8,0,8.3,4.284
63,Region 84,2024-08-26T20:00,214.699,71.8,72.1,0.4,8.3,4.284
63,Region 84,2024-08-26T21:00,171.363,70.7,72.4,2.3,8.4,4.284
63,Region 84,2024-08-26T22:00,107.852,73.8,72.4,0,8.1,4.284
63,Region 84,2024-08-26T23:00,57.913,72.4,72.4,0,8.2,4.284
64,Region 86,2024-08-26T00:00,813.518,92.8,92.9,0.1,6.4,98.083
64,Region 86,2024-08-26T01:00,377.499,88.6,90,1.6,6.7,98.083
64,Region 86,2024-08-26T02:00,268.687,94.8,96.3,1.5,6.3,98.083
64,Region 86,2024-08-26T03:00,271.711,90.8,93.3,2.7,6.6,98.083
64,Region 86,2024-08-26T04:00,416.3,101.2,102.5,1.2,5.9,98.083
64,Region 86,2024-08-26T05:00,1713.151,99.2,101.4,2.2,6,98.083
64,Region 86,2024-08-26T06:00,4146.499,95.1,100.2,5.3,6.3,98.083
64,Region 86,2024-08-26T07:00,4730.711,89.1,95.2,6.9,6.7,98.083
64,Region 86,2024-08-26T08:00,5016.965,82.8,91.3,10.3,7.2,98.083
64,Region 86,2024-08-26T09:00,4009.906,85.3,94,10.1,7,98.083
64,Region 86,2024-08-26T10:00,3370.248,78.5,89.4,13.7,7.6,98.083
64,Region 86,2024-08-26T11:00,3539.989,80.6,91.8,13.8,7.4,98.083
64,Region 86,2024-08-26T12:00,3675.079,79.7,90.5,13.5,7.5,98.083
64,Region 86,2024-08-26T13:00,3976.215,79.5,90.9,14.2,7.5,98.083
64,Region 86,2024-08-26T14:00,4214.773,76.5,87.9,14.8,7.8,98.083
64,Region 86,2024-08-26T15:00,4464.134,79.3,89.4,12.7,7.5,98.083
64,Region 86,2024-08-26T16:00,3295.153,68.8,83.2,20.8,8.7,98.083
64,Region 86,2024-08-26T17:00,3445.734,64.7,80,23.5,9.2,98.083
64,Region 86,2024-08-26T18:00,3360.744,77.5,86.1,10.9,7.7,98.083
64,Region 86,2024-08-26T19:00,2706.241,76.6,82.7,7.9,7.8,98.083
64,Region 86,2024-08-26T20:00,2015.082,78.3,83.1,6.1,7.6,98.083
64,Region 86,2024-08-26T21:00,1938.037,83.1,87.2,4.9,7.2,98.083
64,Region 86,2024-08-26T22:00,1420.354,88,89.4,1.6,6.8,98.083
64,Region 86,2024-08-26T23:00,1071.597,89.5,90.8,1.3,6.6,98.083
65,Region 87,2024-08-26T00:00,825.478,109.6,106,0,5.4,14.75
65,Region 87,2024-08-26T01:00,389.585,109.5,106.6,0,5.4,14.75
65,Region 87,2024-08-26T02:00,266.545,107.8,106.6,0,5.5,14.75
65,Region 87,2024-08-26T03:00,290.395,105.8,106.5,0.6,5.6,14.75
65,Region 87,2024-08-26T04:00,443.332,104.7,106.3,1.5,5.7,14.75
65,Region 87,2024-08-26T05:00,1854.634,103.8,106.4,2.5,5.7,14.75
65,Region 87,2024-08-26T06:00,4365.336,91.9,106.6,15.9,6.5,14.75
65,Region 87,2024-08-26T07:00,4945.408,95.2,105.9,11.2,6.3,14.75
65,Region 87,2024-08-26T08:00,5151.12,87.7,105.9,20.7,6.8,14.75
65,Region 87,2024-08-26T09:00,4113.166,97.2,106,9,6.1,14.75
65,Region 87,2024-08-26T10:00,3365.727,96.5,106,9.7,6.2,14.75
65,Region 87,2024-08-26T11:00,3611.275,97.1,106.2,9.3,6.1,14.75
65,Region 87,2024-08-26T12:00,3685.356,97.2,106.2,9.2,6.1,14.75
65,Region 87,2024-08-26T13:00,4039.379,97.5,106.1,8.7,6.1,14.75
65,Region 87,2024-08-26T14:00,4126.393,97,105.5,8.8,6.1,14.75
65,Region 87,2024-08-26T15:00,4539.35,91.1,105.8,16.1,6.5,14.75
65,Region 87,2024-08-26T16:00,3015.542,50.9,105.7,107.4,11.7,14.75
65,Region 87,2024-08-26T17:00,2908.095,31.3,104.3,232.8,19.1,14.75
65,Region 87,2024-08-26T18:00,3401.857,77.7,105.5,35.7,7.7,14.75
65,Region 87,2024-08-26T19:00,2561.877,102.7,105.8,2.9,5.8,14.75
65,Region 87,2024-08-26T20:00,1929.872,105.2,105.8,0.5,5.7,14.75
65,Region 87,2024-08-26T21:00,1897.645,105.5,106,0.4,5.6,14.75
65,Region 87,2024-08-26T22:00,1439.93,107.3,106.2,0,5.5,14.75
65,Region 87,2024-08-26T23:00,1081.391,108.5,106,0,5.5,14.75
66,Region 88,2024-08-26T00:00,384.015,105.6,103.9,0,5.6,33.505
66,Region 88,2024-08-26T01:00,183.091,109.3,106.4,0,5.4,33.505
66,Region 88,2024-08-26T02:00,127.026,96.9,101,4.1,6.1,33.505
66,Region 88,2024-08-26T03:00,140.336,106.4,107.3,0.8,5.6,33.505
66,Region 88,2024-08-26T04:00,208.378,102.7,105.8,3,5.8,33.505
66,Region 88,2024-08-26T05:00,879.147,103.1,106.1,2.8,5.8,33.505
66,Region 88,2024-08-26T06:00,2025.338,82.3,106.4,29.3,7.2,33.505
66,Region 88,2024-08-26T07:00,2352.34,85.3,105.3,23.4,7,33.505
66,Region 88,2024-08-26T08:00,2437.131,57.9,104.1,79.8,10.3,33.505
66,Region 88,2024-08-26T09:00,1947.771,94.4,104,10.1,6.3,33.505
66,Region 88,2024-08-26T10:00,1595.373,94.6,104.2,10.1,6.3,33.505
66,Region 88,2024-08-26T11:00,1710.756,94.3,103.9,10.1,6.3,33.505
66,Region 88,2024-08-26T12:00,1734.688,92.8,103.5,11.5,6.4,33.505
66,Region 88,2024-08-26T13:00,1928.478,93.7,103.2,10,6.3,33.505
66,Region 88,2024-08-26T14:00,1958.978,91.7,102.3,11.5,6.5,33.505
66,Region 88,2024-08-26T15:00,2168.1,92.5,103.5,11.8,6.4,33.505
66,Region 88,2024-08-26T16:00,1451.266,36.6,99.5,171.4,16.3,33.505
66,Region 88,2024-08-26T17:00,1352.194,30.6,97.8,219,19.5,33.505
66,Region 88,2024-08-26T18:00,1642.557,86.9,102.1,17.4,6.9,33.505
66,Region 88,2024-08-26T19:00,1217.214,97.5,102.4,5,6.1,33.505
66,Region 88,2024-08-26T20:00,915.512,98.7,101.8,3.1,6,33.505
66,Region 88,2024-08-26T21:00,904.903,96.7,101.4,4.7,6.2,33.505
66,Region 88,2024-08-26T22:00,694.915,103.5,103.5,0,5.7,33.505
66,Region 88,2024-08-26T23:00,511.549,107.2,104.7,0,5.5,33.505
67,Region 89,2024-08-26T00:00,232.239,37,41.4,12,16.2,123.877
67,Region 89,2024-08-26T01:00,104.145,36.9,39.7,7.5,16.2,123.877
67,Region 89,2024-08-26T02:00,83.801,39.6,41.3,4.3,15.1,123.877
67,Region 89,2024-08-26T03:00,87.245,39.6,45,13.5,15.1,123.877
67,Region 89,2024-08-26T04:00,64.806,47.2,46.9,0,12.6,123.877
67,Region 89,2024-08-26T05:00,245.759,39.8,44.3,11.1,15,123.877
67,Region 89,2024-08-26T06:00,846.734,41.2,47.2,14.4,14.5,123.877
67,Region 89,2024-08-26T07:00,1730.159,36.5,46.3,26.7,16.4,123.877
67,Region 89,2024-08-26T08:00,2895.577,33.3,46,38.1,18,123.877
67,Region 89,2024-08-26T09:00,2031.759,32.6,44.4,36.2,18.3,123.877
67,Region 89,2024-08-26T10:00,1593.749,32.1,43.9,36.6,18.6,123.877
67,Region 89,2024-08-26T11:00,1746.195,30.9,42.9,38.5,19.3,123.877
67,Region 89,2024-08-26T12:00,1848.816,30.3,43.4,42.9,19.7,123.877
67,Region 89,2024-08-26T13:00,1853.161,29.6,42.4,43,20.2,123.877
67,Region 89,2024-08-26T14:00,2102.491,28.9,42.9,48.2,20.7,123.877
67,Region 89,2024-08-26T15:00,2255.891,30.5,43.7,43.4,19.6,123.877
67,Region 89,2024-08-26T16:00,3060.407,29.9,45.3,51.3,20,123.877
67,Region 89,2024-08-26T17:00,3101.632,31.5,45.7,45,19,123.877
67,Region 89,2024-08-26T18:00,1907.1,32.9,43.8,32.9,18.2,123.877
67,Region 89,2024-08-26T19:00,1376.661,32.4,41.9,29.3,18.5,123.877
67,Region 89,2024-08-26T20:00,1213.375,33.4,42.7,27.5,17.9,123.877
67,Region 89,2024-08-26T21:00,957.871,34.9,43,23.3,17.1,123.877
67,Region 89,2024-08-26T22:00,627.235,34.7,42,21,17.2,123.877
67,Region 89,2024-08-26T23:00,363.621,37.5,42.5,13.2,15.9,123.877
68,Region 90,2024-08-26T00:00,165.682,30.4,32.9,8.2,19.7,133.011
68,Region 90,2024-08-26T01:00,89.939,37.7,34.7,0,15.8,133.011
68,Region 90,2024-08-26T02:00,102.711,30.9,34.8,12.4,19.3,133.011
68,Region 90,2024-08-26T03:00,59.092,36.5,34.3,0,16.4,133.011
68,Region 90,2024-08-26T04:00,55.91,33.8,34.3,1.4,17.7,133.011
68,Region 90,2024-08-26T05:00,115.296,31.9,36.2,13.5,18.7,133.011
68,Region 90,2024-08-26T06:00,375.558,33.5,36.9,10.2,17.8,133.011
68,Region 90,2024-08-26T07:00,837.99,27.4,34,24.3,21.8,133.011
68,Region 90,2024-08-26T08:00,1681.187,24.8,34.6,39.6,24.1,133.011
68,Region 90,2024-08-26T09:00,1294.145,24.3,33.4,37.6,24.6,133.011
68,Region 90,2024-08-26T10:00,1122.762,23.8,33,38.4,25.1,133.011
68,Region 90,2024-08-26T11:00,1241.572,23.3,33.5,43.7,25.6,133.011
68,Region 90,2024-08-26T12:00,1239.159,23.6,33.3,40.8,25.3,133.011
68,Region 90,2024-08-26T13:00,1338.62,22.9,32.7,42.7,26.1,133.011
68,Region 90,2024-08-26T14:00,1448.648,22.5,33.4,48.4,26.5,133.011
68,Region 90,2024-08-26T15:00,1446.071,22.7,33.4,47.1,26.4,133.011
68,Region 90,2024-08-26T16:00,1701.078,22.9,34,48.4,26.1,133.011
68,Region 90,2024-08-26T17:00,1868.004,22.7,34.3,50.8,26.3,133.011
68,Region 90,2024-08-26T18:00,1311.53,25.4,33.5,31.9,23.5,133.011
68,Region 90,2024-08-26T19:00,985.383,25.7,33.2,29,23.2,133.011
68,Region 90,2024-08-26T20:00,803.698,27.2,33.3,22.3,21.9,133.011
68,Region 90,2024-08-26T21:00,679.8,27.6,32.7,18.5,21.7,133.011
68,Region 90,2024-08-26T22:00,447.631,28.5,32.2,12.7,20.9,133.011
68,Region 90,2024-08-26T23:00,258.974,30.6,32.1,4.8,19.5,133.011
69,Region 91,2024-08-26T00:00,1213.82,72.3,78.6,8.5,8.2,89.232
69,Region 91,2024-08-26T01:00,677.304,72.3,74.7,3.2,8.2,89.232
69,Region 91,2024-08-26T02:00,515.336,65.5,69.5,6.1,9.1,89.232
69,Region 91,2024-08-26T03:00,421.848,66,71.2,7.9,9,89.232
69,Region 91,2024-08-26T04:00,605.077,88.3,87.6,0,6.7,89.232
69,Region 91,2024-08-26T05:00,1514.062,91.3,91.7,0.4,6.5,89.232
69,Region 91,2024-08-26T06:00,4241.991,85.1,89.3,4.8,7,89.232
69,Region 91,2024-08-26T07:00,7607.255,77,85.7,11.2,7.7,89.232
69,Region 91,2024-08-26T08:00,9814.953,70.4,83.5,18.4,8.5,89.232
69,Region 91,2024-08-26T09:00,7195.001,70.1,81.8,16.6,8.5,89.232
69,Region 91,2024-08-26T10:00,5886.457,68.5,80.7,17.7,8.7,89.232
69,Region 91,2024-08-26T11:00,5701.683,67.4,79.5,17.9,8.8,89.232
69,Region 91,2024-08-26T12:00,6647.183,66.8,79.2,18.4,8.9,89.232
69,Region 91,2024-08-26T13:00,6650.758,65.8,77.9,18.3,9.1,89.232
69,Region 91,2024-08-26T14:00,7223.877,65.5,77.9,18.9,9.1,89.232
69,Region 91,2024-08-26T15:00,8226.136,67.3,80.2,19.2,8.9,89.232
69,Region 91,2024-08-26T16:00,8905.559,56.3,78.9,40,10.6,89.232
69,Region 91,2024-08-26T17:00,8690.28,48.3,78.2,62,12.4,89.232
69,Region 91,2024-08-26T18:00,7556.024,62.2,78.5,26.2,9.6,89.232
69,Region 91,2024-08-26T19:00,4742.398,66.5,75.7,13.7,9,89.232
69,Region 91,2024-08-26T20:00,3783.067,65.5,73.6,12.3,9.1,89.232
69,Region 91,2024-08-26T21:00,3224.656,66.8,74.7,11.8,8.9,89.232
69,Region 91,2024-08-26T22:00,2406.778,70,75.3,7.5,8.5,89.232
69,Region 91,2024-08-26T23:00,1745.552,72.1,76,5.4,8.3,89.232
70,Region 92,2024-08-26T00:00,3037.22,88,89.2,1.3,6.8,96.929
70,Region 92,2024-08-26T01:00,1686.821,89.4,89.2,0,6.7,96.929
70,Region 92,2024-08-26T02:00,1208.269,89.8,91.2,1.5,6.6,96.929
70,Region 92,2024-08-26T03:00,1133.431,94.5,93.7,0,6.3,96.929
70,Region 92,2024-08-26T04:00,1821.025,93.5,96.2,2.9,6.4,96.929
70,Region 92,2024-08-26T05:00,5638.232,92.9,96.9,4.3,6.4,96.929
70,Region 92,2024-08-26T06:00,13760.083,86.3,95,10.1,6.9,96.929
70,Region 92,2024-08-26T07:00,20779.751,79.4,92.2,16,7.5,96.929
70,Region 92,2024-08-26T08:00,23551.224,71.1,89.2,25.4,8.4,96.929
70,Region 92,2024-08-26T09:00,18237.432,71.5,89.1,24.5,8.3,96.929
70,Region 92,2024-08-26T10:00,15157.405,75.5,88.1,16.7,7.9,96.929
70,Region 92,2024-08-26T11:00,15363.229,75.5,88.1,16.6,7.9,96.929
70,Region 92,2024-08-26T12:00,17052.167,74.8,87.4,16.7,8,96.929
70,Region 92,2024-08-26T13:00,17357.554,76.9,89.1,15.9,7.7,96.929
70,Region 92,2024-08-26T14:00,18511.777,75,88.1,17.4,7.9,96.929
70,Region 92,2024-08-26T15:00,20690.295,67.6,88.1,30.2,8.8,96.929
70,Region 92,2024-08-26T16:00,20668.152,60.5,86.4,42.7,9.9,96.929
70,Region 92,2024-08-26T17:00,20957.877,44.4,85.1,91.4,13.4,96.929
70,Region 92,2024-08-26T18:00,16614.345,59.6,87.2,46.4,10,96.929
70,Region 92,2024-08-26T19:00,11605.669,81.7,87,6.4,7.3,96.929
70,Region 92,2024-08-26T20:00,9205.958,82.1,86.4,5.3,7.3,96.929
70,Region 92,2024-08-26T21:00,8152.157,83,87.3,5.1,7.2,96.929
70,Region 92,2024-08-26T22:00,6013.433,84.6,87.3,3.1,7,96.929
70,Region 92,2024-08-26T23:00,4335.796,87.8,87.7,0,6.8,96.929
71,Region 93,2024-08-26T00:00,1527.404,68.4,69.3,1.3,8.7,113.348
71,Region 93,2024-08-26T01:00,686.081,59.4,60.6,2,10.1,113.348
71,Region 93,2024-08-26T02:00,426.144,58.8,59,0.3,10.2,113.348
71,Region 93,2024-08-26T03:00,310.671,61.7,62.1,0.6,9.7,113.348
71,Region 93,2024-08-26T04:00,446.986,65,63.2,0,9.2,113.348
71,Region 93,2024-08-26T05:00,1562.101,61.5,64.5,4.7,9.7,113.348
71,Region 93,2024-08-26T06:00,4361.352,61.1,66.8,9.2,9.8,113.348
71,Region 93,2024-08-26T07:00,8270.462,59,67.8,14.9,10.1,113.348
71,Region 93,2024-08-26T08:00,10818.654,51.1,65.8,28.7,11.7,113.348
71,Region 93,2024-08-26T09:00,8026.202,54.5,65.4,20,11,113.348
71,Region 93,2024-08-26T10:00,6349.327,53.7,64.3,19.8,11.1,113.348
71,Region 93,2024-08-26T11:00,6606.528,53,64,20.7,11.3,113.348
71,Region 93,2024-08-26T12:00,7238.944,53,64.6,21.8,11.3,113.348
71,Region 93,2024-08-26T13:00,7740.991,52.6,64.5,22.5,11.4,113.348
71,Region 93,2024-08-26T14:00,8315.574,50.4,63.8,26.5,11.8,113.348
71,Region 93,2024-08-26T15:00,9024.988,51.3,64.9,26.3,11.6,113.348
71,Region 93,2024-08-26T16:00,10026.054,49.3,64.6,31.1,12.1,113.348
71,Region 93,2024-08-26T17:00,10679.449,50.8,64.6,27.3,11.8,113.348
71,Region 93,2024-08-26T18:00,7554.881,53.9,64.3,19.3,11.1,113.348
71,Region 93,2024-08-26T19:00,5041.187,55.2,62.8,13.7,10.8,113.348
71,Region 93,2024-08-26T20:00,4178.004,55.6,62.1,11.6,10.7,113.348
71,Region 93,2024-08-26T21:00,3712.214,57,63.2,10.7,10.5,113.348
71,Region 93,2024-08-26T22:00,2909.176,58.6,62.7,7,10.2,113.348
71,Region 93,2024-08-26T23:00,1882.58,60.6,63.9,5.3,9.8,113.348
72,Region 94,2024-08-26T00:00,332.758,43.1,48.2,11.6,13.8,116.709
72,Region 94,2024-08-26T01:00,149.43,38.9,43.2,10.9,15.3,116.709
72,Region 94,2024-08-26T02:00,87.852,34.3,40.4,17.8,17.4,116.709
72,Region 94,2024-08-26T03:00,83.663,35.3,40.6,14.8,16.9,116.709
72,Region 94,2024-08-26T04:00,90.53,46.3,46.9,1.4,12.9,116.709
72,Region 94,2024-08-26T05:00,233.672,51.8,53.3,2.9,11.5,116.709
72,Region 94,2024-08-26T06:00,721.657,49.9,54.2,8.6,12,116.709
72,Region 94,2024-08-26T07:00,1598.828,43.7,51.6,17.9,13.7,116.709
72,Region 94,2024-08-26T08:00,2422.699,32.9,46.5,41,18.1,116.709
72,Region 94,2024-08-26T09:00,1761.476,36.2,47.1,30.2,16.5,116.709
72,Region 94,2024-08-26T10:00,1507.255,35,45.8,30.8,17.1,116.709
72,Region 94,2024-08-26T11:00,1616.487,33.4,44.7,34,17.9,116.709
72,Region 94,2024-08-26T12:00,1769.329,33.1,44.9,35.3,18,116.709
72,Region 94,2024-08-26T13:00,1893.44,32.5,44.4,36.4,18.4,116.709
72,Region 94,2024-08-26T14:00,1955.49,32.2,44.4,38.1,18.6,116.709
