,PO: REI3D101,Unnamed: 1,Route: REI-D101,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
204,10,,HLT0734,BEHEER,"Halte, NL:Q:32000734 Rusthoekstraat",Kanaalweg 31,REI-0023,,,,
205,11,,HLT0734,BEHEER,"Halte, NL:Q:32000734 Rusthoekstraat",Kanaalweg 5A,REI-0023,,,,
206,12,,HLT0724,BEHEER,"Halte, NL:Q:32000724 Haringkade",Duinweg 1,REI-0023,,,,
207,13,,HLT3201,BEHEER,"Halte, NL:Q:32003201 Volendamlaan",Volendamlaan 1272,REI-0023,,,,
208,14,,HLT3202,BEHEER,"Halte, NL:Q:32003202 Volendamlaan",Volendamlaan 1158,REI-0023,,,,
209,15,,HLT1924,BEHEER,"Halte, NL:Q:32001924 Okkernootstraat",Thorbeckelaan 103,REI-0023,,,,
210,16,,HLT1914,BEHEER,"Halte, NL:Q:32001914 Thorbeckelaan",Thorbeckelaan/Appelstraat,REI-0023,,,,
211,17,,HLT1911,BEHEER,"Halte, NL:Q:32001911 Appelstraat",Thorbeckelaan 433,REI-0023,,,,
212,18,,HLT1907,BEHEER,"Halte, NL:Q:32001907 Colijnplein",Thorbeckelaan 701,REI-0023,,,,
213,19,,HLT1908,BEHEER,"Halte, NL:Q:32001908 Colijnplein",Thorbeckelaan 350,REI-0023,,,,
214,20,,HLT1912,BEHEER,"Halte, NL:Q:32001912 Appelstraat",Thorbeckelaan 268,REI-0023,,,,
215,21,,HLT1913,BEHEER,"Halte, NL:Q:32001913 Thorbeckelaan",Thorbeckelaan/Appelstraat,REI-0023,,,,
216,22,,HLT1923,BEHEER,"Halte, NL:Q:32001923 Okkernootstraat",Thorbeckelaan 134,REI-0023,,,,
217,26,,HLT3408,BEHEER,"Halte, NL:Q:32003408 Almeloplein",Meppelweg 53,REI-0023,,,,Uit de route halen
218,,,,,,,,,,,
219,PO: REI3D109,,Route: REI-D109,,,,,,,,
220,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
221,1,,HLT1107,BEHEER,"Halte, NL:Q:32001107 Kunstmuseum/Museon",Stadhouderslaan 37,REI-0023,,,,
222,2,,HLT1106,BEHEER,"Halte, NL:Q:32001106 Kunstmuseum/Museon",Cornelis de Wittlaan 41,REI-0023,,,,
223,3,,HLT1125,BEHEER,"Halte, NL:Q:32001125 Cornelis de Wittlaan",Aert vd Goesstraat 64,REI-0023,,,,
224,4,,HLT0930,BEHEER,"Halte, NL:Q:32000930 Aert van der Goesstraat",Cornelis de Wittlaan 43,REI-0023,,,,
225,5,,HLT0932,BEHEER,"Halte, NL:Q:32000932 Van Boetzelaerlaan",Cornelis de Wittlaan 684,REI-0023,,,,
226,6,,HLT0920,BEHEER,"Halte, NL:Q:32000920 World Forum",Eisenhowerlaan 128,REI-0023,,,,
227,7,,HLT0919,BEHEER,"Halte, NL:Q:32000919 World Forum",Eisenhowerlaan 73,REI-0023,,,,
228,8,,HLT0944,BEHEER,"Halte, NL:Q:32000944 Statenkwartier",Eisenhowerlaan 50,REI-0023,,,,
229,12,,HLT0908,BEHEER,"Halte, NL:Q:32000908 Frederik Hendriklaan",Statenlaan 31,REI-0023,,,,
230,13,,HLT0912,BEHEER,"Halte, NL:Q:32000912 Frederik Hendriklaan",Statenlaan 36,REI-0023,,,,
231,14,,HLT0910,BEHEER,"Halte, NL:Q:32000910 Prins Mauritsplein",Prins Mauritsplein 24,REI-0023,,,,
232,15,,HLT0911,BEHEER,"Halte, NL:Q:32000911 Prins Mauritsplein",Prins Mauritsplein 24,REI-0023,,,,
233,16,,HLT0905,BEHEER,"Halte, NL:Q:32000905 Scheveningseweg",Frankenslag 2,REI-0023,,,,
234,17,,HLT0904,BEHEER,"Halte, NL:Q:32000904 Scheveningseweg",Frankenslag 2,REI-0023,,,,
235,18,,HLT0732,BEHEER,"Halte, NL:Q:32000732 Statenlaan",Westduinweg 138A,REI-0023,,,,
236,19,,HLT0730,BEHEER,"Halte, NL:Q:32000730 Douzastraat",Duinstraat 40,REI-0023,,,,
237,20,,HLT0807,BEHEER,"Halte, NL:Q:32000807 Nieboerweg",Tesselsestraat 43,REI-0023,,,,
238,21,,HLT0804,BEHEER,"Halte, NL:Q:32000804 Tesselseplein",Pluvierstraat 275,REI-0023,,,,
239,22,,HLT0803,BEHEER,"Halte, NL:Q:32000803 Tesselseplein",Tesselseplein 68,REI-0023,,,,
240,23,,HLT0808,BEHEER,"Halte, NL:Q:32000808 Nieboerweg",Tesselsestraat 27,REI-0023,,,,
241,24,,HLT0744,BEHEER,"Halte, NL:Q:32000744 Dr. Lelykade",Kranenburgweg 136,REI-0023,,,,
242,,,,,,,,,,,
243,PO: REI3D110,,Route: REI-D110,,,,,,,,
244,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
245,1,,HLT0731,BEHEER,"Halte, NL:Q:32000731 Douzastraat",Westduinweg 73H,REI-0023,,,,
246,2,,HLT0732,BEHEER,"Halte, NL:Q:32000732 Statenlaan",Westduinweg 193,REI-0023,,,,
247,3,,HLT0718,BEHEER,"Halte, NL:Q:32000718 Duinstraat",Westduinweg 1439,REI-0023,,,,
248,4,,HLT0719,BEHEER,"Halte, NL:Q:32000719 Duinstraat",Westduinweg 193,REI-0023,,,,
249,5,,HLT1103,BEHEER,"Halte, NL:Q:32001103 Cornelis de Wittlaan",Aert van der Goesstraat 64,REI-0023,,,,
250,6,,HLT0515,BEHEER,"Halte, NL:Q:32000515 Alexanderplein",Javastraat 2C,REI-0023,,,,
251,7,,HLT0510,BEHEER,"Halte, NL:Q:32000510 Nassauplein",Nassauplein 25,REI-0023,,,,
252,8,,HLT0511,BEHEER,"Halte, NL:Q:32000511 Nassauplein",Nassauplein 5,REI-0023,,,,
253,9,,HLT0516,BEHEER,"Halte, NL:Q:32000516 Alexanderplein",Javastraat 2C,REI-0023,,,,
254,10,,HLT1123,BEHEER,"Halte, NL:Q:32001123 Laan van Meerdervoort",Groot Hertoginnelaan 2,REI-0023,,,,
255,11,,HLT1118,BEHEER,"Halte, NL:Q:32001118 Banstraat",Groot Hertoginnelaan 32,REI-0023,,,,
256,12,,HLT1112,BEHEER,"Halte, NL:Q:32001112 Valeriusstraat",Groot Hertoginnelaan 121A,REI-0023,,,,
257,13,,HLT1113,BEHEER,"Halte, NL:Q:32001113 Valeriusstraat",Valeriusstraat 1A,REI-0023,,,,
258,14,,HLT1110,BEHEER,"Halte, NL:Q:32001110 Conradkade",Groot Hertoginnelaan/Morsestraat,REI-0023,,,,
259,15,,HLT2013,BEHEER,"Halte, NL:Q:32002013 Valkenbosplein",Valkenboslaan 1A,REI-0023,,,,
260,16,,HLT2017,BEHEER,"Halte, NL:Q:32002017 Copernicusplein",Copernicusplein 12,REI-0023,,,,
261,17,,HLT2021,BEHEER,"Halte, NL:Q:32002021 Weimarstraat",Valkenboslaan 173,REI-0023,,,,
262,,,,,,,,,,,
263,PO: REI3D111,,Route: REI-D111,,,,,,,,
264,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
265,1,,HLT2019,BEHEER,"Halte, NL:Q:32002019 Kamperfoeliestraat",Mient 136,REI-0023,,,,
266,2,,HLT1917,BEHEER,"Halte, NL:Q:32001917 Laan van Eik en Duinen",Mient 107,REI-0023,,,,
267,3,,HLT1916,BEHEER,"Halte, NL:Q:32001916 Perenstraat",Mient 371,REI-0023,,,,
268,4,,HLT1918,BEHEER,"Halte, NL:Q:32001918 Laan van Eik en Duinen",Mient 273,REI-0023,,,,
269,5,,HLT2020,BEHEER,"Halte, NL:Q:32002020 Kamperfoeliestraat",Mient 136,REI-0023,,,,
270,6,,HLT2022,BEHEER,"Halte, NL:Q:32002022 Weimarstraat",Valkenboslaan 188,REI-0023,,,,
271,7,,HLT2018,BEHEER,"Halte, NL:Q:32002018 Copernicusplein",Valkenboslaan 76,REI-0023,,,,
272,8,,HLT2012,BEHEER,"Halte, NL:Q:54002012 Valkenbosplein",Beeklaan 387,REI-0023,,,,
273,9,,HLT1111,BEHEER,"Halte, NL:Q:32001111 Conradkade",Groot Hertoginnelaan/Morsestraat,REI-0023,,,,
274,10,,HLT1117,BEHEER,"Halte, NL:Q:32001117 Banstraat",Groot Hertoginnelaan 34,REI-0023,,,,
275,11,,HLT1124,BEHEER,"Halte, NL:Q:32001124 Laan van Meerdervoort",Groot Hertoginnelaan 2,REI-0023,,,,
276,12,,HLT1209,BEHEER,"Halte, NL:Q:32001209 Houtrustweg",President Kennedylaan/Houtrustbrug,REI-0023,,,,
277,13,,HLT1210,BEHEER,"Halte, NL:Q:32001210 Houtrustweg",Sportlaan 3,REI-0023,,,,
278,14,,HLT1207,BEHEER,"Halte, NL:Q:32001207 Haga Ziekenhuis",Sportlaan 95,REI-0023,,,,
279,15,,HLT1208,BEHEER,"Halte, NL:Q:32001208 Haga Ziekenhuis",Sportlaan 103,REI-0023,,,,
280,16,,HLT1203,BEHEER,"Halte, NL:Q:32001203 Nieboerweg",Sportlaan 726,REI-0023,,,,
281,17,,HLT1204,BEHEER,"Halte, NL:Q:32001204 Nieboerweg",Sportlaan 149,REI-0023,,,,
282,18,,HLT1201,BEHEER,"Halte, NL:Q:32001201 Kwartellaan",Sportlaan 207,REI-0023,,,,
283,19,,HLT1202,BEHEER,"Halte, NL:Q:32001202 Kwartellaan",Sportlaan 203,REI-0023,,,,
284,20,,HLT1308,BEHEER,"Halte, NL:Q:32001308 Vliegenvangerlaan",Sportlaan 237,REI-0023,,,,
285,,,,,,,,,,,
286,PO: REI3D112,,Route: REI-D112,,,,,,,,
287,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
288,1,,HLT1307,BEHEER,"Halte, NL:Q:32001307 Vliegenvangerlaan",Sportlaan 249,REI-0023,,,,
289,2,,HLT1306,BEHEER,"Halte, NL:Q:32001306 Oude Buizerdlaan",Sportlaan 297,REI-0023,,,,
290,3,,HLT1305,BEHEER,"Halte, NL:Q:32001305 Oude Buizerdlaan",Kijkduinsestraat 1080,REI-0023,,,,
291,4,,HLT1508,BEHEER,"Halte, NL:Q:32001508 Kijkduinsestraat",Kijkduinsestraat 1178,REI-0023,,,,
292,5,,HLT1506,BEHEER,"Halte, NL:Q:32001506 Kijkduin Strand",Hoek van Hollandlaan 20,REI-0023,,,,
293,6,,HLT1502,BEHEER,"Halte, NL:Q:32001502 Kijkduin",Kijkduinsestraat 1080,REI-0023,,,,
294,7,,HLT1504,BEHEER,"Halte, NL:Q:32001504 Kijkduin Strand",Kijkduinsestraat/Heliotrooplaan,REI-0023,,,,
295,8,,HLT1516,BEHEER,"Halte, NL:Q:32001516 Kijkduinsestraat",Machielvrijenhoeklaan 450,REI-0023,,,,
296,9,,HLT1514,BEHEER,"Halte, NL:Q:32001514 Kijkduinsestraat",Muurbloemweg/Balsemienlaan,REI-0023,,,,
297,10,,HLT1403,BEHEER,"Halte, NL:Q:32001403 Muurbloemweg",Muurbloemweg/Balsemienlaan,REI-0023,,,,
298,11,,HLT1404,BEHEER,"Halte, NL:Q:32001404 Muurbloemweg",Lobeliastraat/Hoefbladlaan,REI-0023,,,,
299,12,,HLT1412,BEHEER,"Halte, NL:Q:32001412 Aronskelkweg",Lobeliastraat/Hoefbladlaan,REI-0023,,,,
300,13,,HLT1411,BEHEER,"Halte, NL:Q:32001411 Aronskelkweg",Balsemienlaan 136,REI-0023,,,,
301,14,,HLT1406,BEHEER,"Halte, NL:Q:32001406 Arabislaan",Balsemienlaan 124,REI-0023,,,,
302,15,,HLT1406,BEHEER,"Halte, NL:Q:32001406 Arabislaan",Balsemienlaan 28,REI-0023,,,,
303,16,,HLT1408,BEHEER,"Halte, NL:Q:32001408 De Savornin Lohmanlaan",Balsemienlaan 4,REI-0023,,,,
304,17,,HLT1408,BEHEER,"Halte, NL:Q:32001408 De Savornin Lohmanlaan",Laan van Meerdervoort/Hoefbladlaan,REI-0023,,,,
305,18,,HLT1421,BEHEER,"Halte, NL:Q:32001421 Hoefbladlaan",Lobelialaan 7,REI-0023,,,,Haltes komen terug
306,19,,HLT1417,BEHEER,"Halte, NL:Q:32001417 Lobelialaan",Lobelialaan 10,REI-0023,,,,Haltes komen terug
307,20,,HLT1418,BEHEER,"Halte, NL:Q:32001418 Lobelialaan",Kijkduinsestraat 844,REI-0023,,,,
308,21,,HLT1425,BEHEER,"Halte, NL:Q:32001425 Teunisbloemplein",Kijkduinsestraat 844,REI-0023,,,,
309,22,,HLT1426,BEHEER,"Halte, NL:Q:32001426 Teunisbloemplein",Kijkduinsestraat 2554,REI-0023,,,,
310,23,,HLT1873,BEHEER,"Halte, NL:Q:32001873 Westduin",Ockenburghstraat 35,REI-0023,,,,
311,24,,HLT1872,BEHEER,"Halte, NL:Q:32001872 Westduin",Ockenburghstraat 35,REI-0023,,,,
312,25,,HLT1835,BEHEER,"Halte, NL:Q:32001835 Pisuissestraat",Pisuissestraat 409,REI-0023,,,,
313,26,,HLT1834,BEHEER,"Halte, NL:Q:32001834 Pisuissestraat",Pisuissestraat 409,REI-0023,,,,
314,,,,,,,,,,,
315,PO: REI3D113,,Route: REI-D113,,,,,,,,
316,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
317,1,,HLS0188,BEHEER,"Halte, NL:Q:42017401 Ockenburgh",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
318,2,,HLS0189,BEHEER,"Halte, NL:Q:42017402 Ockenburgh",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
319,3,,HLS0190,BEHEER,"Halte, NL:Q:42017501 Ockenrode",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
320,4,,HLS0197,BEHEER,"Halte, NL:Q:42017802 Parnassia",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
321,5,,HLS0196,BEHEER,"Halte, NL:Q:42017801 Parnassia",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
322,6,,HLS0191,BEHEER,"Halte, NL:Q:42017502 Ockenrode",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
323,7,,HLS0192,BEHEER,"Halte, NL:Q:42017601 Ockenburghstraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
324,8,,HLS0193,BEHEER,"Halte, NL:Q:42017602 Ockenburghstraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
325,9,,HLT1821,BEHEER,"Halte, NL:Q:32001821 Arnold Spoelplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
326,10,,HLT1820,BEHEER,"Halte, NL:Q:32001820 Arnold Spoelplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
327,11,,HLT1822,BEHEER,"Halte, NL:Q:32001822 Louis Armstrongplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
328,12,,HLT1823,BEHEER,"Halte, NL:Q:32001823 Louis Armstrongplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
329,13,,HLT1828,BEHEER,"Halte, NL:Q:32001828 Binnentuinen",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
330,14,,HLT1808,BEHEER,"Halte, NL:Q:32001808 Groen van Prinstererlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
331,15,,HLT1809,BEHEER,"Halte, NL:Q:32001809 Groen van Prinstererlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
332,16,,HLT1829,BEHEER,"Halte, NL:Q:32001829 Binnentuinen",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
333,17,,HLT1715,BEHEER,"Halte, NL:Q:32001715 Houtwijklaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
334,18,,HLT1716,BEHEER,"Halte, NL:Q:32001716 Houtwijklaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
335,19,,HLT1825,BEHEER,"Halte, NL:Q:32001825 Buitentuinen",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
336,20,,HLS0136,BEHEER,"Halte, NL:Q:42012101 Dr. H.E. van Gelderlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
337,21,,HLS0230,BEHEER,"Halte, NL:Q:42021801 Zichtenburglaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
338,22,,HLS0166,BEHEER,"Halte, NL:Q:42015702 Lozerlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
339,23,,HLS0212,BEHEER,"Halte, NL:Q:42019701 De Uithof",Nieuweweg/Madepolderweg,REI-0023,,,,
340,24,,HLS0213,BEHEER,"Halte, NL:Q:42019702 De Uithof",Nieuweweg/Madepolderweg,REI-0023,,,,
341,,,,,,,,,,,
342,PO: REI3D114,,Route: REI-D114,,,,,,,,
343,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
344,1,,HLT1677,BEHEER,"Halte, NL:Q:32001677 Forellendaal",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
345,2,,HLS0165,BEHEER,"Halte, NL:Q:42015701 Lozerlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
346,3,,HLS0231,BEHEER,"Halte, NL:Q:42021802 Zichtenburglaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
347,4,,HLS0137,BEHEER,"Halte, NL:Q:42012102 Dr. H.E. van Gelderlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
348,5,,HLT1717,BEHEER,"Halte, NL:Q:32001717 Dedemsvaartweg",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
349,6,,HLT1718,BEHEER,"Halte, NL:Q:32001718 Dedemsvaartweg",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
350,7,,HLT1721,BEHEER,"Halte, NL:Q:32001721 Albert Schweitzerlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
351,8,,HLT1719,BEHEER,"Halte, NL:Q:32001719 Albert Schweitzerlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
352,9,,HLT3209,BEHEER,"Halte, NL:Q:32003209 Escamplaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
353,10,,HLT3210,BEHEER,"Halte, NL:Q:32003210 Escamplaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
354,11,,HLS0181,BEHEER,"Halte, NL:Q:42016702 Moerweg/Melis Stokelaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
355,12,,HLS0217,BEHEER,"Halte, NL:Q:42019901 Veluweplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
356,13,,HLT3708,BEHEER,"Halte, NL:Q:32003708 Melis Stokelaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
357,14,,HLT3709,BEHEER,"Halte, NL:Q:32003709 Melis Stokelaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
358,15,,HLS0216,BEHEER,"Halte, NL:Q:42019902 Veluweplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
359,16,,HLS0180,BEHEER,"Halte, NL:Q:42016701 Moerweg/Melis Stokelaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
360,17,,HLS0135,BEHEER,"Halte, NL:Q:42011902 Erasmusplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
361,18,,HLS0134,BEHEER,"Halte, NL:Q:42011901 Erasmusplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
362,19,,HLT3601,BEHEER,"Halte, NL:Q:32003601 Loevesteinlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
363,20,,HLT3439,BEHEER,"Halte, NL:Q:32003439 Fluitenbergstraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
364,,,,,,,,,,,
365,PO: REI3D115,,Route: REI-D115,,,,,,,,
366,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
367,1,,HLT3438,BEHEER,"Halte, NL:Q:32003438 Fluitenbergstraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
368,2,,HLT3436,BEHEER,"Halte, NL:Q:32003436 Dalerveenstraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
369,3,,HLT3437,BEHEER,"Halte, NL:Q:32003437 Dalerveenstraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
370,4,,HLT3413,BEHEER,"Halte, NL:Q:32003413 Leyweg",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
371,5,,HLT3413,BEHEER,"Halte, NL:Q:32003413 Leyweg",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
372,6,,HLT3413,BEHEER,"Halte, NL:Q:32003413 Leyweg",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
373,7,,HLT3414,BEHEER,"Halte, NL:Q:32003414 Leyweg",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
374,8,,HLT3414,BEHEER,"Halte, NL:Q:32003414 Leyweg",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
375,9,,HLT3411,BEHEER,"Halte, NL:Q:32003411 Zweeloostraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
376,10,,HLT3412,BEHEER,"Halte, NL:Q:32003412 Zweeloostraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
377,11,,HLT3323,BEHEER,"Halte, NL:Q:32003323 Hertenrade",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
378,12,,HLT3322,BEHEER,"Halte, NL:Q:32003322 Hertenrade",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
379,13,,HLT3320,BEHEER,"Halte, NL:Q:32003320 Vrederustlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
380,14,,HLT3321,BEHEER,"Halte, NL:Q:32003321 Vrederustlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
381,15,,HLT3405,BEHEER,"Halte, NL:Q:32003405 Meppelweg",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
382,16,,HLT3406,BEHEER,"Halte, NL:Q:32003406 Meppelweg",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
383,17,,HLT3319,BEHEER,"Halte, NL:Q:32003319 Beresteinlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
384,18,,HLT3318,BEHEER,"Halte, NL:Q:32003318 Beresteinlaan",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
385,19,,HLT3361,BEHEER,"Halte, NL:Q:32003361 Randveen",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
386,20,,HLT3362,BEHEER,"Halte, NL:Q:32003362 Randveen",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
387,21,,HLT3383,BEHEER,"Halte, NL:Q:32003383 Randveen (Uithof)",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
388,22,,HLT3831,BEHEER,"Halte, NL:Q:32003831 Ledeganckplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
389,23,,HLT3832,BEHEER,"Halte, NL:Q:32003832 Ledeganckplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
390,24,,HLT3830,BEHEER,"Halte, NL:Q:32003830 Alberdingk Thijmstraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
391,25,,HLT3829,BEHEER,"Halte, NL:Q:32003829 Alberdingk Thijmstraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
392,,,,,,,,,,,
393,PO: REI3D116,,Route: REI-D116,,,,,,,,
394,Volgorde,Locatie,Activum,Activum status,Beschrijving activum/locatie,Beschrijving,Taakplan,Inspectieformulier,Naam,,
395,1,,HLT3628,BEHEER,"Halte, NL:Q:32003628 Station Moerwijk",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
396,2,,HLT3629,BEHEER,"Halte, NL:Q:32003629 Station Moerwijk",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
397,3,,HLT3120,BEHEER,"Halte, NL:Q:32003120 Soestdijkseplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
398,4,,HLT3119,BEHEER,"Halte, NL:Q:32003119 Soestdijkseplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
399,5,,HLT3122,BEHEER,"Halte, NL:Q:32003122 De la Reyweg",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
400,6,,HLT3125,BEHEER,"Halte, NL:Q:32003125 Barneveldstraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
401,7,,HLT3126,BEHEER,"Halte, NL:Q:32003126 Barneveldstraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
402,8,,HLT3121,BEHEER,"Halte, NL:Q:32003121 De la Reyweg",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
403,9,,HLT3010,BEHEER,"Halte, NL:Q:32003010 Schalk Burgerstraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
404,10,,HLT3009,BEHEER,"Halte, NL:Q:32003009 Schalk Burgerstraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
405,11,,HLS0209,BEHEER,"Halte, NL:Q:42018902 Schalk Burgerstraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,Verwijderen uit PO
406,12,,HLS0208,BEHEER,"Halte, NL:Q:42018901 Schalk Burgerstraat",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,Verwijderen uit PO
407,13,,HLS0159,BEHEER,"Halte, NL:Q:42014201 Kaapseplein",REI-POH Reinigen Abri (unit-230) en Hekwerk (unit-231),REI-0023,,,,
