solution,season,prob,penalty,avg_totalOT,numOT,avg_totalOT15,numOT15,avg_numMoves,avg_numMoves15,avg_numStopMoved,avg_numStopMoved15,stillInfeas,stillInfeas15,avg_increaseTT
BALANCED,autumn,0.25,3,0.003254145370385042,7,0.0,0,0.07,0.0,0.07,0.0,0,0,-0.001071507444750779
BALANCED,autumn,0.25,5,0.1166777801369615,64,0.0036194138865404657,6,0.8,0.06,0.8,0.06,2,0,-0.0038528313417881322
BALANCED,autumn,0.5,3,0.1157732995631201,80,0.002635707767954756,5,1.02,0.05,1.02,0.05,1,0,-0.0011170702027283141
BALANCED,autumn,0.5,5,1.7914874599826047,100,0.38735526013934274,96,7.7,1.98,7.7,1.98,1,0,0.3973767358184853
BALANCED,autumn,1.0,3,2.9769323748213496,100,0.6557035324821343,100,14.0,3.0,14.0,3.0,0,0,0.6833410361997426
BALANCED,summer,-,3,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0
BALANCED,summer,-,5,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0
BALANCED,summer,-,10,0.10784152430362232,1,0.0,0,1.0,0.0,1.0,0.0,0,0,0.004244851012387585
